District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Heffron,Absent,35461,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35462,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35463,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35464,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35465,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35466,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35467,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35468,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35469,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35470,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35471,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35472,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35473,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35474,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35475,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35476,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35477,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35478,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35479,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35480,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35481,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35482,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35483,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35484,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35485,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35486,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35487,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35488,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35489,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35490,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35491,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35492,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35493,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35494,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35495,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35496,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35497,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35498,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35499,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35500,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35501,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35502,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35503,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35504,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35505,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35506,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35507,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35508,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35509,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35510,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35511,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35512,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35513,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35514,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35515,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35516,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35517,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35518,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35519,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35520,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35521,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35522,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35523,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35524,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35525,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35526,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35527,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35528,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35529,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35530,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35531,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35532,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35533,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35534,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35535,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35536,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35537,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35538,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35539,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35540,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35541,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35542,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35543,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35544,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35545,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35546,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35547,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35548,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35549,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35550,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35551,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35552,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35553,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35554,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35555,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35556,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35557,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35558,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35559,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35560,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35561,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35562,Formal,BAKSS Anastasia,skipped,skipped,skipped,skipped
Heffron,Absent,35563,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35564,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35565,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35566,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35567,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35568,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35569,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35570,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35571,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35572,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35573,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35574,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35575,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35576,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35577,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35578,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35579,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35580,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35581,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35582,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35583,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35584,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35585,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35586,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35587,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35588,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35589,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35590,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35591,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35592,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35593,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35594,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35595,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35596,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35597,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35598,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35599,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35600,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35601,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35602,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35603,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35604,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35605,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35606,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35607,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35608,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35609,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35610,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35611,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35612,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35613,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35614,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35615,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35616,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35617,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35618,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35619,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35620,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35621,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35622,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35623,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35624,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35625,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35626,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35627,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35628,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35629,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35630,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35631,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35632,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35633,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35634,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35635,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35636,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35637,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35638,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35639,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35640,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35641,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35642,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35643,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35644,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35645,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35646,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35647,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35648,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35649,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35650,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35651,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35652,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35653,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35654,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35655,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35656,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35657,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35658,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35659,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35660,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35661,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35662,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35663,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35664,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35665,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
Heffron,Absent,35666,Formal,HOENIG Ron,skipped,skipped,skipped,skipped
