District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Liverpool,Absent,38927,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38928,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38929,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38930,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38931,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38932,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38933,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38934,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38935,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38936,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38937,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38938,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38939,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38940,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38941,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38942,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38943,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38944,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38945,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38946,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38947,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38948,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38949,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38950,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
Liverpool,Absent,38951,Formal,ATTIA Matt,skipped,skipped,skipped,skipped
