voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
1,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
2,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
3,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
4,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
5,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
6,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
7,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
8,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
9,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
10,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
11,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
12,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
13,Gordon MCKINVEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
14,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
15,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),Lab,LD,Con,SNP,skipped,,10
16,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
17,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
18,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),Con,Jimmy MCQUEEN (Ind),LD,skipped,skipped,skipped,skipped,skipped,,10
19,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
20,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),Con,LD,Lab,skipped,skipped,,10
21,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Con,LD,Lab,Jimmy MCQUEEN (Ind),SNP,skipped,,10
22,Gordon MCKINVEN (Ind),Brian LOGAN (Ind),Lab,Jim ANDERSON (Ind),LD,John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,,10
23,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
24,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
25,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
26,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
27,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
28,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
29,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
30,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
31,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),LD,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
32,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
33,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
34,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
35,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),John ALLISON (Ind),Con,skipped,skipped,skipped,skipped,skipped,,10
36,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
37,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
38,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),Con,John ALLISON (Ind),SNP,Brian LOGAN (Ind),Lab,LD,Jimmy MCQUEEN (Ind),skipped,,10
39,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
40,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
41,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
42,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
43,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
44,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
45,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
46,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
47,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
48,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),Brian LOGAN (Ind),Jimmy MCQUEEN (Ind),LD,Lab,skipped,skipped,skipped,,10
49,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
50,Gordon MCKINVEN (Ind),Jim ANDERSON (Ind),SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,,10
51,Gordon MCKINVEN (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
52,Gordon MCKINVEN (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
53,Gordon MCKINVEN (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
54,Gordon MCKINVEN (Ind),LD,Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
55,Gordon MCKINVEN (Ind),LD,Brian LOGAN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,,10
56,Gordon MCKINVEN (Ind),LD,Brian LOGAN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,,10
57,Gordon MCKINVEN (Ind),LD,Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
58,Gordon MCKINVEN (Ind),LD,Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
59,Gordon MCKINVEN (Ind),LD,Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
60,Gordon MCKINVEN (Ind),LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
61,Gordon MCKINVEN (Ind),LD,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
62,Gordon MCKINVEN (Ind),LD,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
63,Gordon MCKINVEN (Ind),LD,SNP,Jim ANDERSON (Ind),Lab,Con,skipped,skipped,skipped,skipped,,10
64,Gordon MCKINVEN (Ind),LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
65,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
66,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Brian LOGAN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,,10
67,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Brian LOGAN (Ind),Jim ANDERSON (Ind),John ALLISON (Ind),Con,skipped,skipped,skipped,skipped,,10
68,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
69,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),LD,Con,skipped,skipped,skipped,skipped,skipped,skipped,,10
70,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),LD,Con,skipped,skipped,skipped,skipped,skipped,skipped,,10
71,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
72,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
73,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
74,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
75,Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Lab,LD,Brian LOGAN (Ind),Con,SNP,Jim ANDERSON (Ind),John ALLISON (Ind),skipped,,10
76,Gordon MCKINVEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
77,Gordon MCKINVEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
78,Gordon MCKINVEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
79,Gordon MCKINVEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
80,Gordon MCKINVEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
81,Gordon MCKINVEN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
82,Gordon MCKINVEN (Ind),Con,Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
83,Gordon MCKINVEN (Ind),Con,Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),John ALLISON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,,10
84,Gordon MCKINVEN (Ind),Con,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
85,Gordon MCKINVEN (Ind),Con,LD,Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
86,Gordon MCKINVEN (Ind),Con,LD,Jimmy MCQUEEN (Ind),Brian LOGAN (Ind),Lab,John ALLISON (Ind),Jim ANDERSON (Ind),SNP,skipped,,10
87,Gordon MCKINVEN (Ind),Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,,10
88,Gordon MCKINVEN (Ind),Con,Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
89,Gordon MCKINVEN (Ind),Con,Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
90,Gordon MCKINVEN (Ind),Con,Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
91,Gordon MCKINVEN (Ind),Con,Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
92,Gordon MCKINVEN (Ind),Con,Jimmy MCQUEEN (Ind),LD,Lab,John ALLISON (Ind),skipped,skipped,skipped,skipped,,10
93,Gordon MCKINVEN (Ind),Con,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
94,Gordon MCKINVEN (Ind),Con,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
95,Gordon MCKINVEN (Ind),Con,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
96,Gordon MCKINVEN (Ind),Con,John ALLISON (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,,10
97,Gordon MCKINVEN (Ind),Con,John ALLISON (Ind),Jimmy MCQUEEN (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,,10
98,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
99,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
100,Gordon MCKINVEN (Ind),SNP,John ALLISON (Ind),Jim ANDERSON (Ind),LD,skipped,skipped,skipped,skipped,skipped,,10
101,Gordon MCKINVEN (Ind),John ALLISON (Ind),SNP,Jim ANDERSON (Ind),LD,skipped,skipped,skipped,skipped,skipped,,10
102,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
103,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
104,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
105,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
106,Gordon MCKINVEN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
107,Gordon MCKINVEN (Ind),SNP,Jim ANDERSON (Ind),John ALLISON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,,10
108,Gordon MCKINVEN (Ind),SNP,LD,Lab,Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,,10
109,Gordon MCKINVEN (Ind),SNP,John ALLISON (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),Lab,LD,Con,Jimmy MCQUEEN (Ind),skipped,,10
110,Gordon MCKINVEN (Ind),John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
111,Gordon MCKINVEN (Ind),John ALLISON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
112,Gordon MCKINVEN (Ind),John ALLISON (Ind),Brian LOGAN (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
113,Gordon MCKINVEN (Ind),John ALLISON (Ind),Brian LOGAN (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,,10
114,Gordon MCKINVEN (Ind),John ALLISON (Ind),Brian LOGAN (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,,10
115,Gordon MCKINVEN (Ind),John ALLISON (Ind),Brian LOGAN (Ind),Con,SNP,Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),LD,Lab,skipped,,10
116,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
117,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
118,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
119,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
120,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
121,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
122,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
123,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
124,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
125,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,,10
126,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jim ANDERSON (Ind),Con,Jimmy MCQUEEN (Ind),LD,Lab,Brian LOGAN (Ind),SNP,skipped,,10
127,Gordon MCKINVEN (Ind),John ALLISON (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
128,Gordon MCKINVEN (Ind),John ALLISON (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
129,Gordon MCKINVEN (Ind),John ALLISON (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
130,Gordon MCKINVEN (Ind),John ALLISON (Ind),LD,Jim ANDERSON (Ind),Lab,Con,skipped,skipped,skipped,skipped,,10
131,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
132,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
133,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
134,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
135,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
136,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
137,Gordon MCKINVEN (Ind),John ALLISON (Ind),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
138,Gordon MCKINVEN (Ind),John ALLISON (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
139,Gordon MCKINVEN (Ind),John ALLISON (Ind),Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
