,District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,numSeats,numCands
47,Bankstown,Absent,25234,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
48,Bankstown,Absent,25235,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
49,Bankstown,Absent,25236,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
50,Bankstown,Absent,25237,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
51,Bankstown,Absent,25238,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
52,Bankstown,Absent,25239,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
53,Bankstown,Absent,25240,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
54,Bankstown,Absent,25241,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
55,Bankstown,Absent,25242,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
56,Bankstown,Absent,25243,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
57,Bankstown,Absent,25244,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
58,Bankstown,Absent,25245,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
59,Bankstown,Absent,25246,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
60,Bankstown,Absent,25247,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
61,Bankstown,Absent,25248,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
62,Bankstown,Absent,25249,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
63,Bankstown,Absent,25250,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
64,Bankstown,Absent,25251,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
65,Bankstown,Absent,25252,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
66,Bankstown,Absent,25253,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
67,Bankstown,Absent,25254,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
68,Bankstown,Absent,25255,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
69,Bankstown,Absent,25256,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
70,Bankstown,Absent,25257,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
71,Bankstown,Absent,25258,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
72,Bankstown,Absent,25259,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
73,Bankstown,Absent,25260,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
74,Bankstown,Absent,25261,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
75,Bankstown,Absent,25262,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
76,Bankstown,Absent,25263,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
77,Bankstown,Absent,25264,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
78,Bankstown,Absent,25265,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
79,Bankstown,Absent,25266,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
80,Bankstown,Absent,25267,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
81,Bankstown,Absent,25268,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
82,Bankstown,Absent,25269,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
83,Bankstown,Absent,25270,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
84,Bankstown,Absent,25271,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
85,Bankstown,Absent,25272,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
86,Bankstown,Absent,25273,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
87,Bankstown,Absent,25274,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
88,Bankstown,Absent,25275,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
89,Bankstown,Absent,25276,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
90,Bankstown,Absent,25277,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
91,Bankstown,Absent,25278,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
92,Bankstown,Absent,25279,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
93,Bankstown,Absent,25280,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
94,Bankstown,Absent,25281,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
95,Bankstown,Absent,25282,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
96,Bankstown,Absent,25283,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
97,Bankstown,Absent,25284,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
98,Bankstown,Absent,25285,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
99,Bankstown,Absent,25286,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
100,Bankstown,Absent,25287,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
101,Bankstown,Absent,25288,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
102,Bankstown,Absent,25289,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
103,Bankstown,Absent,25290,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
104,Bankstown,Absent,25291,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
105,Bankstown,Absent,25292,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
106,Bankstown,Absent,25293,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
107,Bankstown,Absent,25294,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
108,Bankstown,Absent,25295,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
109,Bankstown,Absent,25296,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
110,Bankstown,Absent,25297,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
111,Bankstown,Absent,25298,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
112,Bankstown,Absent,25299,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
113,Bankstown,Absent,25300,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
114,Bankstown,Absent,25301,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
115,Bankstown,Absent,25302,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
116,Bankstown,Absent,25303,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
117,Bankstown,Absent,25304,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
118,Bankstown,Absent,25305,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
119,Bankstown,Absent,25306,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
120,Bankstown,Absent,25307,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
121,Bankstown,Absent,25308,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
122,Bankstown,Absent,25309,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
123,Bankstown,Absent,25310,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
124,Bankstown,Absent,25311,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
125,Bankstown,Absent,25312,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
126,Bankstown,Absent,25313,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
127,Bankstown,Absent,25314,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
128,Bankstown,Absent,25315,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
129,Bankstown,Absent,25316,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
130,Bankstown,Absent,25317,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
131,Bankstown,Absent,25318,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
132,Bankstown,Absent,25319,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
133,Bankstown,Absent,25320,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
134,Bankstown,Absent,25321,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
135,Bankstown,Absent,25322,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
136,Bankstown,Absent,25323,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
137,Bankstown,Absent,25324,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
138,Bankstown,Absent,25325,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
139,Bankstown,Absent,25326,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
140,Bankstown,Absent,25327,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
141,Bankstown,Absent,25328,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
142,Bankstown,Absent,25329,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
143,Bankstown,Absent,25330,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
144,Bankstown,Absent,25331,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
145,Bankstown,Absent,25332,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
146,Bankstown,Absent,25333,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
147,Bankstown,Absent,25334,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
148,Bankstown,Absent,25335,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
149,Bankstown,Absent,25336,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
150,Bankstown,Absent,25337,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
151,Bankstown,Absent,25338,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
152,Bankstown,Absent,25339,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
153,Bankstown,Absent,25340,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
154,Bankstown,Absent,25341,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
155,Bankstown,Absent,25342,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
156,Bankstown,Absent,25343,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
157,Bankstown,Absent,25344,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
158,Bankstown,Absent,25345,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
159,Bankstown,Absent,25346,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
160,Bankstown,Absent,25347,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
161,Bankstown,Absent,25348,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
162,Bankstown,Absent,25349,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
163,Bankstown,Absent,25350,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
164,Bankstown,Absent,25351,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
165,Bankstown,Absent,25352,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
166,Bankstown,Absent,25353,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
167,Bankstown,Absent,25354,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
168,Bankstown,Absent,25355,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
169,Bankstown,Absent,25356,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
170,Bankstown,Absent,25357,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
171,Bankstown,Absent,25358,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
172,Bankstown,Absent,25359,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
173,Bankstown,Absent,25360,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
174,Bankstown,Absent,25361,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
175,Bankstown,Absent,25362,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
176,Bankstown,Absent,25363,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
177,Bankstown,Absent,25364,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
178,Bankstown,Absent,25365,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
179,Bankstown,Absent,25366,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
180,Bankstown,Absent,25367,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
181,Bankstown,Absent,25368,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
182,Bankstown,Absent,25369,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
183,Bankstown,Absent,25370,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
184,Bankstown,Absent,25371,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
185,Bankstown,Absent,25372,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
186,Bankstown,Absent,25373,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
187,Bankstown,Absent,25374,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
188,Bankstown,Absent,25375,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
189,Bankstown,Absent,25376,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
190,Bankstown,Absent,25377,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
191,Bankstown,Absent,25378,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
192,Bankstown,Absent,25379,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
193,Bankstown,Absent,25380,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
194,Bankstown,Absent,25381,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
195,Bankstown,Absent,25382,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
196,Bankstown,Absent,25383,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
197,Bankstown,Absent,25384,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
198,Bankstown,Absent,25385,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
199,Bankstown,Absent,25386,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
200,Bankstown,Absent,25387,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
201,Bankstown,Absent,25388,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
202,Bankstown,Absent,25389,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
203,Bankstown,Absent,25390,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
204,Bankstown,Absent,25391,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
205,Bankstown,Absent,25392,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
206,Bankstown,Absent,25393,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
207,Bankstown,Absent,25394,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
208,Bankstown,Absent,25395,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
209,Bankstown,Absent,25396,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
210,Bankstown,Absent,25397,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
211,Bankstown,Absent,25398,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
212,Bankstown,Absent,25399,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
213,Bankstown,Absent,25400,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
214,Bankstown,Absent,25401,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
215,Bankstown,Absent,25402,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
216,Bankstown,Absent,25403,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
217,Bankstown,Absent,25404,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
218,Bankstown,Absent,25405,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
219,Bankstown,Absent,25406,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
220,Bankstown,Absent,25407,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
221,Bankstown,Absent,25408,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
222,Bankstown,Absent,25409,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
223,Bankstown,Absent,25410,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
224,Bankstown,Absent,25411,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
225,Bankstown,Absent,25412,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
226,Bankstown,Absent,25413,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
227,Bankstown,Absent,25414,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
228,Bankstown,Absent,25415,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
229,Bankstown,Absent,25416,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
230,Bankstown,Absent,25417,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
231,Bankstown,Absent,25418,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
232,Bankstown,Absent,25419,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
233,Bankstown,Absent,25420,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
234,Bankstown,Absent,25421,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
235,Bankstown,Absent,25422,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
236,Bankstown,Absent,25423,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
237,Bankstown,Absent,25424,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
238,Bankstown,Absent,25425,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
239,Bankstown,Absent,25426,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
240,Bankstown,Absent,25427,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
241,Bankstown,Absent,25428,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
242,Bankstown,Absent,25429,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
243,Bankstown,Absent,25430,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
244,Bankstown,Absent,25431,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
245,Bankstown,Absent,25432,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
246,Bankstown,Absent,25433,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
247,Bankstown,Absent,25434,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
248,Bankstown,Absent,25435,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
249,Bankstown,Absent,25436,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
250,Bankstown,Absent,25437,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
251,Bankstown,Absent,25438,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
252,Bankstown,Absent,25439,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
253,Bankstown,Absent,25440,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
254,Bankstown,Absent,25441,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
255,Bankstown,Absent,25442,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
256,Bankstown,Absent,25443,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
257,Bankstown,Absent,25444,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
258,Bankstown,Absent,25445,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
259,Bankstown,Absent,25446,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
260,Bankstown,Absent,25447,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
261,Bankstown,Absent,25448,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
262,Bankstown,Absent,25449,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
263,Bankstown,Absent,25450,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
264,Bankstown,Absent,25451,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
265,Bankstown,Absent,25452,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
266,Bankstown,Absent,25453,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
267,Bankstown,Absent,25454,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
268,Bankstown,Absent,25455,Formal,MIHAILUK Tania,skipped,skipped,skipped,1,4
269,Bankstown,Absent,25456,Formal,ROONEY James,skipped,skipped,skipped,1,4
270,Bankstown,Absent,25457,Formal,ROONEY James,skipped,skipped,skipped,1,4
271,Bankstown,Absent,25458,Formal,ROONEY James,skipped,skipped,skipped,1,4
272,Bankstown,Absent,25459,Formal,ROONEY James,skipped,skipped,skipped,1,4
273,Bankstown,Absent,25460,Formal,ROONEY James,skipped,skipped,skipped,1,4
274,Bankstown,Absent,25461,Formal,ROONEY James,skipped,skipped,skipped,1,4
275,Bankstown,Absent,25462,Formal,ROONEY James,skipped,skipped,skipped,1,4
276,Bankstown,Absent,25463,Formal,ROONEY James,skipped,skipped,skipped,1,4
277,Bankstown,Absent,25464,Formal,ROONEY James,skipped,skipped,skipped,1,4
278,Bankstown,Absent,25465,Formal,ROONEY James,skipped,skipped,skipped,1,4
279,Bankstown,Absent,25466,Formal,ROONEY James,skipped,skipped,skipped,1,4
280,Bankstown,Absent,25467,Formal,ROONEY James,skipped,skipped,skipped,1,4
281,Bankstown,Absent,25468,Formal,ROONEY James,skipped,skipped,skipped,1,4
282,Bankstown,Absent,25469,Formal,ROONEY James,skipped,skipped,skipped,1,4
283,Bankstown,Absent,25470,Formal,ROONEY James,skipped,skipped,skipped,1,4
284,Bankstown,Absent,25471,Formal,ROONEY James,skipped,skipped,skipped,1,4
285,Bankstown,Absent,25472,Formal,ROONEY James,skipped,skipped,skipped,1,4
286,Bankstown,Absent,25473,Formal,ROONEY James,skipped,skipped,skipped,1,4
287,Bankstown,Absent,25474,Formal,ROONEY James,skipped,skipped,skipped,1,4
288,Bankstown,Absent,25475,Formal,ROONEY James,skipped,skipped,skipped,1,4
289,Bankstown,Absent,25476,Formal,ROONEY James,skipped,skipped,skipped,1,4
290,Bankstown,Absent,25477,Formal,ROONEY James,skipped,skipped,skipped,1,4
291,Bankstown,Absent,25478,Formal,ROONEY James,skipped,skipped,skipped,1,4
292,Bankstown,Absent,25479,Formal,ROONEY James,skipped,skipped,skipped,1,4
293,Bankstown,Absent,25480,Formal,ROONEY James,skipped,skipped,skipped,1,4
294,Bankstown,Absent,25481,Formal,ROONEY James,skipped,skipped,skipped,1,4
295,Bankstown,Absent,25482,Formal,ROONEY James,skipped,skipped,skipped,1,4
296,Bankstown,Absent,25483,Formal,ROONEY James,skipped,skipped,skipped,1,4
297,Bankstown,Absent,25484,Formal,ROONEY James,skipped,skipped,skipped,1,4
298,Bankstown,Absent,25485,Formal,ROONEY James,skipped,skipped,skipped,1,4
299,Bankstown,Absent,25486,Formal,ROONEY James,skipped,skipped,skipped,1,4
300,Bankstown,Absent,25487,Formal,ROONEY James,skipped,skipped,skipped,1,4
301,Bankstown,Absent,25488,Formal,ROONEY James,skipped,skipped,skipped,1,4
302,Bankstown,Absent,25489,Formal,ROONEY James,skipped,skipped,skipped,1,4
303,Bankstown,Absent,25490,Formal,ROONEY James,skipped,skipped,skipped,1,4
