District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Blacktown,Absent,28088,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28089,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28090,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28091,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28092,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28093,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28094,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28095,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28096,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28097,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28098,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28099,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28100,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28101,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28102,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28103,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28104,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28105,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28106,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28107,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28108,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28109,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28110,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28111,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28112,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28113,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28114,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28115,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28116,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28117,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28118,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28119,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28120,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28121,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28122,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28123,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28124,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28125,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28126,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28127,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28128,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28129,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28130,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28131,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28132,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28133,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28134,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28135,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28136,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28137,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28138,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28139,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28140,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28141,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28142,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28143,Formal,BALI Stephen,skipped,skipped,skipped,skipped
Blacktown,Absent,28144,Formal,BALI Stephen,skipped,skipped,skipped,skipped
