District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,numSeats,numCands
Mulgoa,Abbotsbury Uniting,30259,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30260,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30261,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30262,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30263,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30264,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30265,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30266,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30267,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30268,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30269,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30270,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30271,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30272,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30273,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30274,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30275,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30276,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30277,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30278,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30279,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30280,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30281,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30282,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30283,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30284,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30285,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30286,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30287,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30288,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30289,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30290,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30291,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30292,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30293,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30294,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30295,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30296,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30297,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30298,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30299,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30300,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30301,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30302,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30303,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30304,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30305,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30306,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30307,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30308,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30309,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30310,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30311,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30312,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30313,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30314,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30315,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30316,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30317,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30318,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30319,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30320,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30321,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30322,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30323,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30324,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30325,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30326,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30327,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30328,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30329,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30330,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30331,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30332,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30333,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30334,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30335,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30336,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30337,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30338,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30339,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30340,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30341,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30342,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30343,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30344,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30345,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30346,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30347,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30348,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30349,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30350,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30351,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30352,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30353,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30354,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30355,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30356,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30357,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30358,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30359,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30360,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30361,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30362,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30363,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30364,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30365,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30366,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30367,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30368,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30369,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30370,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30371,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30372,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30373,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30374,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30375,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30376,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30377,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30378,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30379,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30380,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30381,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30382,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30383,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30384,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30385,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30386,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30387,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30388,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30389,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30390,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30391,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30392,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30393,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30394,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30395,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30396,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30397,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30398,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30399,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30400,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30401,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30402,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30403,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30404,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30405,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30406,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30407,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30408,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30409,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30410,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30411,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30412,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30413,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30414,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30415,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30416,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30417,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30418,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30419,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30420,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30421,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30422,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30423,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30424,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30425,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30426,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30427,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30428,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30429,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30430,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30431,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30432,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30433,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30434,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30435,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30436,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30437,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30438,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30439,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30440,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30441,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30442,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30443,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30444,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30445,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30446,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30447,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30448,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30449,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30450,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30451,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30452,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30453,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30454,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30455,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30456,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30457,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30458,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30459,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30460,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30461,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30462,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30463,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30464,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30465,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30466,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30467,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30468,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30469,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30470,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30471,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30472,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30473,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30474,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30475,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30476,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30477,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30478,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30479,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30480,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30481,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30482,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30483,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30484,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30485,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30486,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30487,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30488,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30489,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30490,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30491,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30492,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30493,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30494,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30495,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30496,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30497,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30498,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30499,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30500,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30501,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30502,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30503,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30504,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30505,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30506,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30507,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30508,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30509,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30510,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30511,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30512,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30513,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30514,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30515,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30516,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30517,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30518,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30519,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30520,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30521,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30522,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30523,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30524,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30525,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
Mulgoa,Abbotsbury Uniting,30526,Formal,DAVIES Tanya,skipped,skipped,skipped,1,5
