District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3
Riverstone,Glenwood High,23058,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23059,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23060,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23061,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23062,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23063,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23064,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23065,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23066,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23067,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23068,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23069,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23070,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23071,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23072,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23073,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23074,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23075,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23076,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23077,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23078,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23079,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23080,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23081,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23082,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23083,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23084,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23085,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23086,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23087,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23088,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23089,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23090,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23091,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23092,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23093,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23094,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23095,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23096,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23097,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23098,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23099,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23100,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23101,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23102,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23103,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23104,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23105,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23106,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23107,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23108,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23109,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23110,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23111,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23112,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23113,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23114,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23115,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23116,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23117,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23118,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23119,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23120,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23121,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23122,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23123,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23124,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23125,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23126,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23127,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23128,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23129,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23130,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23131,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23132,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23133,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23134,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23135,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23136,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23137,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23138,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23139,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23140,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23141,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23142,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23143,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23144,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23145,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23146,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23147,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23148,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23149,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23150,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23151,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23152,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23153,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23154,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23155,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23156,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23157,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23158,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23159,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23160,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23161,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23162,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23163,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23164,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23165,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23166,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23167,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23168,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23169,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23170,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23171,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23172,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23173,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23174,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23175,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23176,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23177,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23178,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23179,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23180,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23181,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23182,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23183,Formal,CONOLLY Kevin,skipped,skipped
Riverstone,Glenwood High,23184,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23185,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23186,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23187,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23188,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23189,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23190,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23191,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23192,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23193,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23194,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23195,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23196,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23197,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23198,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23199,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23200,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23201,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23202,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23203,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23204,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23205,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23206,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23207,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23208,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23209,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23210,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23211,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23212,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23213,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23214,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23215,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23216,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23217,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23218,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23219,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23220,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23221,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23222,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23223,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23224,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23225,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23226,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23227,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23228,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,23229,Formal,VAN VUCHT Alex,skipped,skipped
Riverstone,Glenwood High,45706,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45707,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45708,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45709,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45710,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45711,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45712,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45713,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45714,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45715,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45716,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45717,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45718,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45719,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45720,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45721,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45722,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45723,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45724,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45725,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45726,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45727,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45728,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45729,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45730,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45731,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45732,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45733,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45734,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45735,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45736,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45737,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45738,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45739,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45740,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45741,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45742,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45743,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45744,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45745,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45746,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45747,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45748,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45749,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45750,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45751,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45752,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45753,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45754,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45755,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45756,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45757,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45758,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45759,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45760,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45761,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45762,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45763,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45764,Formal,CHRISTIE Annemarie,CONOLLY Kevin,skipped
Riverstone,Glenwood High,45765,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45766,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45767,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45768,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45769,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45770,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45771,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45772,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45773,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45774,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45775,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45776,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45777,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45778,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45779,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45780,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45781,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45782,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45783,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45784,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,skipped
Riverstone,Glenwood High,45785,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45786,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45787,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45788,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45789,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45790,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45791,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45792,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45793,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45794,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45795,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45796,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45797,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45798,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45799,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45800,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45801,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45802,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45803,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45804,Formal,CHRISTIE Annemarie,CONOLLY Kevin,VAN VUCHT Alex
Riverstone,Glenwood High,45805,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45806,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45807,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45808,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45809,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45810,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45811,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45812,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45813,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45814,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45815,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45816,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45817,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45818,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45819,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45820,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45821,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45822,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45823,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45824,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45825,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45826,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45827,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45828,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45829,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45830,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45831,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45832,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45833,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45834,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45835,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45836,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45837,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45838,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
Riverstone,Glenwood High,45839,Formal,CHRISTIE Annemarie,VAN VUCHT Alex,CONOLLY Kevin
