District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4
Wyong,Absent,23101,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23102,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23103,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23104,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23105,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23106,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23107,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23108,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23109,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23110,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23111,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23112,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23113,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23114,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23115,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23116,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23117,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23118,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23119,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23120,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23121,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23122,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23123,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23124,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23125,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23126,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23127,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23128,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,23129,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,23130,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,23131,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,23132,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,23133,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,23134,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,23135,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23136,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23137,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23138,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23139,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23140,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23141,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23142,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23143,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23144,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23145,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23146,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23147,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23148,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23149,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23150,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23151,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23152,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23153,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23154,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,23155,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,27821,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27822,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27823,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27824,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27825,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27826,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27827,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27828,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27829,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27830,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27831,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27832,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27833,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27834,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27835,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27836,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27837,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27838,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27839,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27840,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27841,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27842,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27843,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27844,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27845,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27846,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27847,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27848,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27849,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27850,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27851,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27852,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27853,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27854,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27855,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27856,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27857,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27858,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27859,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27860,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27861,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27862,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27863,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27864,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27865,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27866,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27867,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27868,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27869,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27870,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27871,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27872,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27873,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27874,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27875,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27876,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27877,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27878,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27879,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27880,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27881,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27882,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27883,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27884,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27885,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27886,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27887,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27888,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27889,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27890,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27891,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27892,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27893,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27894,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27895,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27896,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27897,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27898,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27899,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27900,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27901,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27902,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27903,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27904,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27905,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27906,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27907,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27908,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27909,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27910,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27911,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27912,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27913,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27914,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27915,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27916,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27917,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27918,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27919,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27920,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27921,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27922,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27923,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27924,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27925,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27926,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27927,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27928,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27929,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27930,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27931,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27932,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27933,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27934,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27935,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27936,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27937,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27938,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27939,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27940,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27941,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27942,Formal,HARRIS David,skipped,skipped,skipped
Wyong,Absent,27943,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27944,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27945,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27946,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27947,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27948,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27949,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27950,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27951,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27952,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27953,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27954,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27955,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27956,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27957,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27958,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27959,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27960,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27961,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27962,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27963,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27964,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27965,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27966,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27967,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27968,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27969,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27970,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27971,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27972,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27973,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27974,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27975,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27976,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27977,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27978,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27979,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27980,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27981,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27982,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27983,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27984,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27985,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27986,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27987,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27988,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27989,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27990,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27991,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27992,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27993,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27994,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27995,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27996,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27997,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27998,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,27999,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28000,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28001,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28002,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28003,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28004,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28005,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28006,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28007,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28008,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28009,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28010,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28011,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28012,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28013,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28014,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28015,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28016,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28017,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28018,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28019,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28020,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28021,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28022,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28023,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28024,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28025,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28026,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28027,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28028,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28029,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28030,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28031,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28032,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28033,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28034,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28035,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28036,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28037,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28038,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28039,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28040,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28041,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28042,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28043,Formal,LI-CANTWELL Ying Shu,skipped,skipped,skipped
Wyong,Absent,28044,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28045,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28046,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28047,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28048,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28049,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28050,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28051,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28052,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28053,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28054,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28055,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28056,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28057,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28058,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28059,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28060,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28061,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28062,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28063,Formal,STEVENSON Martin,skipped,skipped,skipped
Wyong,Absent,28064,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,28065,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,28066,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,28067,Formal,WYNN Sue,skipped,skipped,skipped
Wyong,Absent,28068,Formal,WYNN Sue,skipped,skipped,skipped
