District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Cabramatta,Absent,27345,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27346,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27347,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27348,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27349,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27350,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27351,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27352,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27353,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27354,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27355,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27356,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27357,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27358,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27359,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27360,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27361,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27362,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27363,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27364,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27365,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27366,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27367,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27368,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27369,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27370,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27371,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27372,Formal,JAMES Christopher,skipped,skipped,skipped,skipped
Cabramatta,Absent,27373,Formal,LALICH Nick,skipped,skipped,skipped,skipped
Cabramatta,Absent,27374,Formal,LALICH Nick,skipped,skipped,skipped,skipped
Cabramatta,Absent,27375,Formal,LALICH Nick,skipped,skipped,skipped,skipped
Cabramatta,Absent,27376,Formal,LALICH Nick,skipped,skipped,skipped,skipped
