District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3
South Coast,Sanctuary Pt Public,3719,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3720,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3721,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3722,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3723,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3724,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3725,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3726,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3727,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3728,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3729,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3730,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3731,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3732,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3733,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3734,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,3735,Formal,STEPHENSON Kim,skipped,skipped
South Coast,Sanctuary Pt Public,43407,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43408,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43409,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43410,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43411,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43412,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43413,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43414,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43415,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43416,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43417,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43418,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43419,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43420,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43421,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43422,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43423,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43424,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43425,Formal,ALLDRICK Annette,HANCOCK Shelley,skipped
South Coast,Sanctuary Pt Public,43426,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43427,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43428,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43429,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43430,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43431,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43432,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43433,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43434,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43435,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43436,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43437,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43438,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43439,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43440,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43441,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43442,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43443,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43444,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43445,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43446,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43447,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43448,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43449,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43450,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43451,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43452,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43453,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43454,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43455,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43456,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43457,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43458,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43459,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43460,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43461,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43462,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43463,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43464,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43465,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43466,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43467,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43468,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43469,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43470,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43471,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43472,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43473,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43474,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43475,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43476,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43477,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43478,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43479,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43480,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43481,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43482,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43483,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43484,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43485,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43486,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43487,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43488,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43489,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43490,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43491,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43492,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43493,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43494,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43495,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43496,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43497,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43498,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43499,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43500,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43501,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43502,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43503,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43504,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43505,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43506,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43507,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43508,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43509,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43510,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43511,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43512,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43513,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43514,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43515,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43516,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43517,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43518,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43519,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43520,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43521,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43522,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43523,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43524,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43525,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43526,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43527,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43528,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43529,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43530,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43531,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43532,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43533,Formal,ALLDRICK Annette,skipped,skipped
South Coast,Sanctuary Pt Public,43534,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43535,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43536,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43537,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43538,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43539,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43540,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43541,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43542,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43543,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43544,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43545,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43546,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43547,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43548,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43549,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43550,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43551,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43552,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43553,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43554,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43555,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43556,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43557,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43558,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43559,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43560,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43561,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43562,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43563,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43564,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43565,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43566,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43567,Formal,ALLDRICK Annette,skipped,skipped
South Coast,Sanctuary Pt Public,43568,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43569,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43570,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43571,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43572,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43573,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43574,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43575,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43576,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43577,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43578,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43579,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43580,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43581,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43582,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43583,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43584,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43585,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43586,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43587,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43588,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43589,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43590,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43591,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43592,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43593,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43594,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43595,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43596,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43597,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43598,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43599,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43600,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43601,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43602,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43603,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43604,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43605,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43606,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43607,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43608,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43609,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43610,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43611,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43612,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43613,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43614,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43615,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43616,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43617,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43618,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43619,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43620,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43621,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43622,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43623,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43624,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43625,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
South Coast,Sanctuary Pt Public,43626,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43627,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43628,Formal,ALLDRICK Annette,STEPHENSON Kim,skipped
South Coast,Sanctuary Pt Public,43629,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43630,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43631,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43632,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43633,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43634,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43635,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43636,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43637,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43638,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43639,Formal,ALLDRICK Annette,STEPHENSON Kim,HANCOCK Shelley
South Coast,Sanctuary Pt Public,43640,Formal,ALLDRICK Annette,HANCOCK Shelley,STEPHENSON Kim
