voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
1,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
2,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
3,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
4,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
5,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
6,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
7,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
8,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
9,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
10,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
11,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
12,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
13,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
14,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
15,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
16,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
17,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
18,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
19,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
20,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
21,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
22,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
23,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
24,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
25,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
26,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
27,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
28,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
29,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
30,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
31,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
32,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
33,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
34,Grn,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
35,Grn,LD,UKIP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
36,Grn,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
37,Grn,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
38,Grn,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
39,Grn,LD,Lab,Paul CORRAN (Ind),TUSC,SNP,SNP,SNP,Lab,SDP,skipped,skipped,4,12
40,Grn,LD,Lab,Paul CORRAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
41,Grn,LD,Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
42,Grn,LD,Lab,Lab,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
43,Grn,LD,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
44,Grn,LD,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
45,Grn,LD,Paul CORRAN (Ind),TUSC,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
46,Grn,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
47,Grn,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
48,Grn,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
49,Grn,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
50,Grn,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
51,Grn,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
52,Grn,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
53,Grn,LD,Lab,Lab,Paul CORRAN (Ind),TUSC,SDP,Con,UKIP,SNP,SNP,SNP,4,12
54,Grn,UKIP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
55,Grn,Lab,TUSC,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
56,Grn,Lab,TUSC,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
57,Grn,Lab,SNP,SNP,SNP,Lab,LD,Con,UKIP,skipped,skipped,skipped,4,12
58,Grn,Lab,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
59,Grn,Lab,SDP,TUSC,Paul CORRAN (Ind),SNP,SNP,SNP,Con,Lab,LD,UKIP,4,12
60,Grn,Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
61,Grn,Lab,Lab,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
62,Grn,Lab,Lab,LD,SDP,Con,skipped,skipped,skipped,skipped,skipped,skipped,4,12
63,Grn,TUSC,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
64,Grn,TUSC,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
65,Grn,TUSC,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
66,Grn,TUSC,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
67,Grn,TUSC,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
68,Grn,TUSC,LD,Paul CORRAN (Ind),SDP,UKIP,Lab,Con,SNP,SNP,SNP,Lab,4,12
69,Grn,TUSC,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
70,Grn,TUSC,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
71,Grn,TUSC,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
72,Grn,TUSC,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
73,Grn,TUSC,Paul CORRAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
74,Grn,TUSC,Paul CORRAN (Ind),SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
75,Grn,TUSC,Paul CORRAN (Ind),SNP,SNP,SNP,Con,skipped,skipped,skipped,skipped,skipped,4,12
76,Grn,TUSC,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
77,Grn,TUSC,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
78,Grn,TUSC,SNP,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
79,Grn,TUSC,SNP,SNP,SNP,SDP,Lab,Paul CORRAN (Ind),Lab,LD,Con,UKIP,4,12
80,Grn,TUSC,SNP,SNP,SNP,Lab,SDP,Lab,LD,skipped,skipped,skipped,4,12
81,Grn,TUSC,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
82,Grn,TUSC,SNP,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
83,Grn,TUSC,SDP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
84,Grn,TUSC,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
85,Grn,TUSC,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
86,Grn,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
87,Grn,Paul CORRAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
88,Grn,Paul CORRAN (Ind),LD,Con,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
89,Grn,Paul CORRAN (Ind),LD,SDP,TUSC,Con,SNP,SNP,SNP,Lab,Lab,UKIP,4,12
90,Grn,Paul CORRAN (Ind),TUSC,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
91,Grn,Paul CORRAN (Ind),TUSC,Con,SDP,LD,UKIP,skipped,skipped,skipped,skipped,skipped,4,12
92,Grn,Paul CORRAN (Ind),TUSC,SDP,Lab,Lab,LD,skipped,skipped,skipped,skipped,skipped,4,12
93,Grn,Paul CORRAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
94,Grn,Paul CORRAN (Ind),SNP,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
95,Grn,Paul CORRAN (Ind),SNP,SNP,SNP,TUSC,SDP,LD,Con,Lab,Lab,UKIP,4,12
