voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
0,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
1,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
2,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
3,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
4,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
5,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
6,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
7,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
8,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
9,Chris CREIGHTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
10,Chris CREIGHTON (Ind),SNP,Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
11,Chris CREIGHTON (Ind),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
12,Chris CREIGHTON (Ind),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
13,Chris CREIGHTON (Ind),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
14,Chris CREIGHTON (Ind),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
15,Chris CREIGHTON (Ind),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
