file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,top4_plurality,top4_IRV,top4_top-two,top4_borda-pm,top4_borda-om,top4_borda-avg,top4_top-3-truncation,top4_condorcet,top4_minimax,top4_smith_plurality,top4_smith_irv,top4_smith-minimax,top4_ranked-pairs,top4_bucklin,top4_approval
raw_data/america/processed_data/Alaska/Alaska_11082022_HouseDistrict38.csv,2,"['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']"
raw_data/america/processed_data/Alaska/Alaska_11082022_HouseDistrict10.csv,4,"['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']"
raw_data/america/processed_data/Alaska/Alaska_11082022_HouseDistrict11.csv,4,"['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']"
raw_data/america/processed_data/Alaska/Alaska_11082022_HouseDistrict39.csv,3,"['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']"
raw_data/america/processed_data/Alaska/Alaska_11052024_US_House.csv,5,"['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']"
raw_data/america/processed_data/Alaska/Alaska_11082022_HouseDistrict13.csv,3,"['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']"
raw_data/america/processed_data/Alaska/Alaska_11082022_HouseDistrict12.csv,3,"['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']"
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard12.csv,4,['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_BoardofEstimateandTaxation.csv,4,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_ParkBoardAtLarge.csv,11,['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward6CityCouncil.csv,5,['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Mayor.csv,19,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict6.csv,5,['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward10CityCouncil.csv,5,['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard13.csv,5,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,5,['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward1CityCouncil.csv,4,['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict5.csv,6,['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict4.csv,2,['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,5,['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,5,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,7,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,5,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_Mayor.csv,19,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,4,['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,8,['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,4,['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy']
raw_data/america/processed_data/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,3,['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,3,['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,3,['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,5,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,4,['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,4,['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,5,['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,7,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,4,['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson']
