voterId,rank1,rank2,rank3,rank4,numSeats,numCands
0,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
1,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
2,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
3,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
4,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
5,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
6,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
7,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
8,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
9,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
10,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
11,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
12,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
13,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
14,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
15,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
16,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
17,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
18,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
19,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
20,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
21,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
22,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
23,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
24,Alastair Thomas James COOPER (Ind),skipped,skipped,skipped,3,4
25,Alastair Thomas James COOPER (Ind),Isobel JOHNSON (Con),skipped,skipped,3,4
26,Alastair Thomas James COOPER (Ind),Isobel JOHNSON (Con),skipped,skipped,3,4
27,Alastair Thomas James COOPER (Ind),Isobel JOHNSON (Con),skipped,skipped,3,4
28,Alastair Thomas James COOPER (Ind),Isobel JOHNSON (Con),skipped,skipped,3,4
29,Alastair Thomas James COOPER (Ind),Isobel JOHNSON (Con),Emma Louise MACDONALD (Ind),skipped,3,4
