,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
strat_compromise,0.07348247933257072,0.00444272363833607,0.0024375380865326018,0.0007617306520414382,0.0015234613040828763,0.0007617306520414382,0.0007617306520414382,0.0007617306520414382,0.024584596796662604,0.04732676931031591,0.029332058353996195,0.008522941612521137
strat_truncate_L,0.0,0.014492139994882228,0.017499492179565302,0.017529169997177307,0.01722447773636073,0.01631040095391101,0.01631040095391101,0.01631040095391101,0.10278095863104995,0.08966734058141738,0.054932493872164784,0.09775380520353097
strat_truncate_W,0.0,0.05782524909581579,0.06108875382184336,0.06456039897538979,0.0648164196153227,0.06982656283387542,0.06982656283387542,0.06982656283387542,0.15312145197885588,0.06549566622692761,0.12599756022973568,0.13905749440484352
strat_bury_shallow,0.0,0.08513051035902958,0.08850573558068987,0.09402765627628515,0.09253798202609903,0.10679839153330926,0.10679839153330926,0.10679839153330926,0.16748388215481436,0.13168323652784347,0.15817918624134344,0.1604592441886774
strat_bury_deep,0.0,0.1515475485310951,0.1515220205348176,0.16285470065177546,0.15950588107809302,0.20564100737775315,0.20564100737775315,0.20660078799932535,0.2004216380816014,0.3712904858700102,0.2790406830626206,0.17084497363290785
