voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Alex ARMITAGE Scottish Green Party,Allison DUNCAN Independent,Bryan PETERSON Independent,Stewart DOUGLAS Independent,skipped,4
1,Alex ARMITAGE Scottish Green Party,Allison DUNCAN Independent,Bryan PETERSON Independent,Stewart DOUGLAS Independent,skipped,4
2,Alex ARMITAGE Scottish Green Party,Allison DUNCAN Independent,Bryan PETERSON Independent,Stewart DOUGLAS Independent,skipped,4
3,Alex ARMITAGE Scottish Green Party,Allison DUNCAN Independent,Bryan PETERSON Independent,Stewart DOUGLAS Independent,skipped,4
4,Robbie MCGREGOR Scottish National Party (SNP),Alex ARMITAGE Scottish Green Party,Stewart DOUGLAS Independent,Bryan PETERSON Independent,Allison DUNCAN Independent,4
5,Robbie MCGREGOR Scottish National Party (SNP),Alex ARMITAGE Scottish Green Party,Stewart DOUGLAS Independent,Bryan PETERSON Independent,Allison DUNCAN Independent,4
6,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
7,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
8,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
9,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
10,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
11,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
12,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
13,Allison DUNCAN Independent,Alex ARMITAGE Scottish Green Party,Bryan PETERSON Independent,skipped,skipped,4
14,Robbie MCGREGOR Scottish National Party (SNP),Stewart DOUGLAS Independent,Allison DUNCAN Independent,skipped,skipped,4
15,Robbie MCGREGOR Scottish National Party (SNP),Stewart DOUGLAS Independent,Allison DUNCAN Independent,skipped,skipped,4
16,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
17,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
18,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
19,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
20,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
21,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
22,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
23,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
24,Robbie MCGREGOR Scottish National Party (SNP),Allison DUNCAN Independent,skipped,skipped,skipped,4
25,Alex ARMITAGE Scottish Green Party,Stewart DOUGLAS Independent,Allison DUNCAN Independent,Bryan PETERSON Independent,Robbie MCGREGOR Scottish National Party (SNP),4
26,Alex ARMITAGE Scottish Green Party,Stewart DOUGLAS Independent,Allison DUNCAN Independent,Bryan PETERSON Independent,Robbie MCGREGOR Scottish National Party (SNP),4
27,Allison DUNCAN Independent,Bryan PETERSON Independent,Stewart DOUGLAS Independent,Robbie MCGREGOR Scottish National Party (SNP),skipped,4
28,Allison DUNCAN Independent,Bryan PETERSON Independent,Stewart DOUGLAS Independent,Robbie MCGREGOR Scottish National Party (SNP),skipped,4
