rank1,rank2,rank3,Num cands,Num seats
Jose Medina,Myrna Viray Lim,Anita Grier,8,1
Jose Medina,Myrna Viray Lim,Rebecca Reynolds Silverberg,8,1
Jose Medina,Myrna Viray Lim,Rebecca Reynolds Silverberg,8,1
Jose Medina,Myrna Viray Lim,Gerardo Sandoval,8,1
Jose Medina,Myrna Viray Lim,Gerardo Sandoval,8,1
Jose Medina,Anita Grier,Myrna Viray Lim,8,1
Jose Medina,Anita Grier,Gerardo Sandoval,8,1
Jose Medina,Anita Grier,Gerardo Sandoval,8,1
Jose Medina,Anita Grier,Gerardo Sandoval,8,1
Jose Medina,Anita Grier,Gerardo Sandoval,8,1
Jose Medina,Anita Grier,Rolando A. Bonialla,8,1
Jose Medina,Anita Grier,Tom Yuen,8,1
Jose Medina,Anita Grier,Tom Yuen,8,1
Jose Medina,Anita Grier,skipped,8,1
Jose Medina,Rebecca Reynolds Silverberg,Myrna Viray Lim,8,1
Jose Medina,Rebecca Reynolds Silverberg,Myrna Viray Lim,8,1
Jose Medina,Rebecca Reynolds Silverberg,Anita Grier,8,1
Jose Medina,Rebecca Reynolds Silverberg,Anita Grier,8,1
Jose Medina,Rebecca Reynolds Silverberg,Anita Grier,8,1
Jose Medina,Rebecca Reynolds Silverberg,Gerardo Sandoval,8,1
Jose Medina,Rebecca Reynolds Silverberg,Gerardo Sandoval,8,1
Jose Medina,Rebecca Reynolds Silverberg,Gerardo Sandoval,8,1
Jose Medina,Rebecca Reynolds Silverberg,Rolando A. Bonialla,8,1
Jose Medina,Rebecca Reynolds Silverberg,Rolando A. Bonialla,8,1
Jose Medina,Rebecca Reynolds Silverberg,Tom Yuen,8,1
Jose Medina,Rebecca Reynolds Silverberg,Tom Yuen,8,1
Jose Medina,Rebecca Reynolds Silverberg,skipped,8,1
Jose Medina,Gerardo Sandoval,Myrna Viray Lim,8,1
Jose Medina,Gerardo Sandoval,Myrna Viray Lim,8,1
Jose Medina,Gerardo Sandoval,Myrna Viray Lim,8,1
Jose Medina,Gerardo Sandoval,Anita Grier,8,1
Jose Medina,Gerardo Sandoval,Anita Grier,8,1
Jose Medina,Gerardo Sandoval,Anita Grier,8,1
Jose Medina,Gerardo Sandoval,Anita Grier,8,1
Jose Medina,Gerardo Sandoval,Fil M. Silverio,8,1
Jose Medina,Gerardo Sandoval,Rebecca Reynolds Silverberg,8,1
Jose Medina,Gerardo Sandoval,Rebecca Reynolds Silverberg,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,Rolando A. Bonialla,8,1
Jose Medina,Gerardo Sandoval,skipped,8,1
Jose Medina,Gerardo Sandoval,skipped,8,1
Jose Medina,Gerardo Sandoval,skipped,8,1
Jose Medina,Gerardo Sandoval,skipped,8,1
Jose Medina,Rolando A. Bonialla,Myrna Viray Lim,8,1
Jose Medina,Rolando A. Bonialla,Gerardo Sandoval,8,1
Jose Medina,Rolando A. Bonialla,Gerardo Sandoval,8,1
Jose Medina,Rolando A. Bonialla,skipped,8,1
Jose Medina,Rolando A. Bonialla,skipped,8,1
Jose Medina,Tom Yuen,Myrna Viray Lim,8,1
Jose Medina,Tom Yuen,Myrna Viray Lim,8,1
Jose Medina,Tom Yuen,Fil M. Silverio,8,1
Jose Medina,Tom Yuen,Fil M. Silverio,8,1
Jose Medina,Anita Grier,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Jose Medina,skipped,skipped,8,1
Myrna Viray Lim,Jose Medina,Anita Grier,8,1
Myrna Viray Lim,Jose Medina,Anita Grier,8,1
Myrna Viray Lim,Jose Medina,Fil M. Silverio,8,1
Myrna Viray Lim,Jose Medina,Rebecca Reynolds Silverberg,8,1
Myrna Viray Lim,Jose Medina,Rebecca Reynolds Silverberg,8,1
Myrna Viray Lim,Jose Medina,Rebecca Reynolds Silverberg,8,1
Myrna Viray Lim,Jose Medina,Gerardo Sandoval,8,1
Myrna Viray Lim,Jose Medina,Gerardo Sandoval,8,1
Myrna Viray Lim,Jose Medina,Gerardo Sandoval,8,1
Myrna Viray Lim,Jose Medina,Rolando A. Bonialla,8,1
Myrna Viray Lim,Anita Grier,Jose Medina,8,1
Myrna Viray Lim,Anita Grier,Jose Medina,8,1
Myrna Viray Lim,Anita Grier,Jose Medina,8,1
Myrna Viray Lim,Anita Grier,Jose Medina,8,1
Myrna Viray Lim,Anita Grier,Jose Medina,8,1
Myrna Viray Lim,Anita Grier,Jose Medina,8,1
Myrna Viray Lim,Anita Grier,Fil M. Silverio,8,1
Myrna Viray Lim,Anita Grier,Fil M. Silverio,8,1
Myrna Viray Lim,Anita Grier,Rebecca Reynolds Silverberg,8,1
Myrna Viray Lim,Anita Grier,Rebecca Reynolds Silverberg,8,1
Myrna Viray Lim,Anita Grier,Rebecca Reynolds Silverberg,8,1
Myrna Viray Lim,Anita Grier,Gerardo Sandoval,8,1
Myrna Viray Lim,Anita Grier,Tom Yuen,8,1
Myrna Viray Lim,Anita Grier,Tom Yuen,8,1
Myrna Viray Lim,Anita Grier,Tom Yuen,8,1
Myrna Viray Lim,Anita Grier,Tom Yuen,8,1
Myrna Viray Lim,Anita Grier,Tom Yuen,8,1
Myrna Viray Lim,Anita Grier,Tom Yuen,8,1
Myrna Viray Lim,Anita Grier,skipped,8,1
Myrna Viray Lim,Fil M. Silverio,Anita Grier,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Jose Medina,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Jose Medina,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Jose Medina,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Anita Grier,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Anita Grier,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Anita Grier,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Gerardo Sandoval,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Gerardo Sandoval,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Rolando A. Bonialla,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Rolando A. Bonialla,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,Rolando A. Bonialla,8,1
Myrna Viray Lim,Rebecca Reynolds Silverberg,skipped,8,1
Myrna Viray Lim,Gerardo Sandoval,Jose Medina,8,1
Myrna Viray Lim,Gerardo Sandoval,Jose Medina,8,1
Myrna Viray Lim,Gerardo Sandoval,Jose Medina,8,1
Myrna Viray Lim,Gerardo Sandoval,Anita Grier,8,1
