rank1,rank2,rank3,Num cands,Num seats
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Starchild,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,skipped,skipped,4,1
Alix Amelia Rosenthal,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Starchild,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Alix Amelia Rosenthal,Starchild,skipped,4,1
Bevan Dufty,Starchild,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Starchild,Alix Amelia Rosenthal,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Alix Amelia Rosenthal,Bevan Dufty,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Starchild,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Alix Amelia Rosenthal,Bevan Dufty,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Alix Amelia Rosenthal,Bevan Dufty,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,skipped,4,1
Bevan Dufty,Starchild,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,Alix Amelia Rosenthal,Starchild,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
Bevan Dufty,skipped,skipped,4,1
