rank1,rank2,rank3,Num cands,Num seats
Michael Patrick Mallen,Shawn Reifsteck,Art Belenson,13,1
Michael Patrick Mallen,Christine Linnenbach,Sean R. Elsbernd,13,1
Michael Patrick Mallen,David Parker,Gregory Corrales,13,1
Michael Patrick Mallen,David Parker,Gregory Corrales,13,1
Michael Patrick Mallen,Milton `Rennie` O`Brien,Christine Linnenbach,13,1
Michael Patrick Mallen,Milton `Rennie` O`Brien,Svelana Kaff,13,1
Michael Patrick Mallen,Milton `Rennie` O`Brien,Sean R. Elsbernd,13,1
Michael Patrick Mallen,Isaac Wang,Shawn Reifsteck,13,1
Michael Patrick Mallen,Isaac Wang,Milton `Rennie` O`Brien,13,1
Michael Patrick Mallen,Isaac Wang,Gregory Corrales,13,1
Shawn Reifsteck,Michael Patrick Mallen,Pat Lakey,13,1
Shawn Reifsteck,Christine Linnenbach,Gregory Corrales,13,1
Shawn Reifsteck,Christine Linnenbach,Gregory Corrales,13,1
Shawn Reifsteck,Christine Linnenbach,Gregory Corrales,13,1
Shawn Reifsteck,Christine Linnenbach,Isaac Wang,13,1
Shawn Reifsteck,Christine Linnenbach,skipped,13,1
Shawn Reifsteck,Christine Linnenbach,skipped,13,1
Shawn Reifsteck,Christine Linnenbach,skipped,13,1
Shawn Reifsteck,Christine Linnenbach,skipped,13,1
Shawn Reifsteck,Pat Lakey,Sheela Kini,13,1
Shawn Reifsteck,Pat Lakey,Sheela Kini,13,1
Shawn Reifsteck,David Parker,Vernon C. Grigg III,13,1
Shawn Reifsteck,David Parker,Sheela Kini,13,1
Shawn Reifsteck,David Parker,Art Belenson,13,1
Shawn Reifsteck,David Parker,skipped,13,1
Shawn Reifsteck,David Parker,skipped,13,1
Shawn Reifsteck,Milton `Rennie` O`Brien,Michael Patrick Mallen,13,1
Shawn Reifsteck,Milton `Rennie` O`Brien,Christine Linnenbach,13,1
Shawn Reifsteck,Milton `Rennie` O`Brien,Sheela Kini,13,1
Shawn Reifsteck,Milton `Rennie` O`Brien,Sheela Kini,13,1
Shawn Reifsteck,Vernon C. Grigg III,Christine Linnenbach,13,1
Shawn Reifsteck,Vernon C. Grigg III,skipped,13,1
Shawn Reifsteck,Sheela Kini,Milton `Rennie` O`Brien,13,1
Shawn Reifsteck,Sheela Kini,Gregory Corrales,13,1
Shawn Reifsteck,Sheela Kini,Art Belenson,13,1
Shawn Reifsteck,Sean R. Elsbernd,Sheela Kini,13,1
Shawn Reifsteck,Sean R. Elsbernd,Sheela Kini,13,1
Shawn Reifsteck,Sean R. Elsbernd,Art Belenson,13,1
Shawn Reifsteck,Isaac Wang,Pat Lakey,13,1
Shawn Reifsteck,Isaac Wang,Pat Lakey,13,1
Shawn Reifsteck,Isaac Wang,Sean R. Elsbernd,13,1
Shawn Reifsteck,Isaac Wang,Sean R. Elsbernd,13,1
Shawn Reifsteck,skipped,skipped,13,1
Shawn Reifsteck,skipped,skipped,13,1
Shawn Reifsteck,skipped,skipped,13,1
Christine Linnenbach,Michael Patrick Mallen,Svelana Kaff,13,1
Christine Linnenbach,Shawn Reifsteck,Michael Patrick Mallen,13,1
Christine Linnenbach,Shawn Reifsteck,Michael Patrick Mallen,13,1
Christine Linnenbach,Shawn Reifsteck,Michael Patrick Mallen,13,1
Christine Linnenbach,Shawn Reifsteck,Pat Lakey,13,1
Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III,13,1
Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III,13,1
Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III,13,1
Christine Linnenbach,Shawn Reifsteck,Vernon C. Grigg III,13,1
Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd,13,1
Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd,13,1
Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd,13,1
Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd,13,1
Christine Linnenbach,Shawn Reifsteck,Sean R. Elsbernd,13,1
Christine Linnenbach,Shawn Reifsteck,Isaac Wang,13,1
Christine Linnenbach,Shawn Reifsteck,Isaac Wang,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,Pat Lakey,skipped,13,1
Christine Linnenbach,David Parker,Vernon C. Grigg III,13,1
Christine Linnenbach,Milton `Rennie` O`Brien,Pat Lakey,13,1
Christine Linnenbach,Milton `Rennie` O`Brien,Svelana Kaff,13,1
Christine Linnenbach,Milton `Rennie` O`Brien,Sean R. Elsbernd,13,1
Christine Linnenbach,Milton `Rennie` O`Brien,Sean R. Elsbernd,13,1
Christine Linnenbach,Milton `Rennie` O`Brien,Sean R. Elsbernd,13,1
Christine Linnenbach,Vernon C. Grigg III,Shawn Reifsteck,13,1
Christine Linnenbach,Vernon C. Grigg III,Shawn Reifsteck,13,1
Christine Linnenbach,Vernon C. Grigg III,Shawn Reifsteck,13,1
Christine Linnenbach,Vernon C. Grigg III,Milton `Rennie` O`Brien,13,1
Christine Linnenbach,Vernon C. Grigg III,Sean R. Elsbernd,13,1
Christine Linnenbach,Vernon C. Grigg III,Gregory Corrales,13,1
Christine Linnenbach,Vernon C. Grigg III,skipped,13,1
Christine Linnenbach,Vernon C. Grigg III,skipped,13,1
Christine Linnenbach,Svelana Kaff,Michael Patrick Mallen,13,1
Christine Linnenbach,Sean R. Elsbernd,Art Belenson,13,1
Christine Linnenbach,Gregory Corrales,Pat Lakey,13,1
Christine Linnenbach,Gregory Corrales,Sean R. Elsbernd,13,1
Christine Linnenbach,Shawn Reifsteck,skipped,13,1
Christine Linnenbach,skipped,skipped,13,1
Christine Linnenbach,skipped,skipped,13,1
Christine Linnenbach,skipped,skipped,13,1
Christine Linnenbach,skipped,skipped,13,1
Christine Linnenbach,skipped,skipped,13,1
Christine Linnenbach,skipped,skipped,13,1
Pat Lakey,Michael Patrick Mallen,David Parker,13,1
Pat Lakey,Christine Linnenbach,Shawn Reifsteck,13,1
Pat Lakey,Christine Linnenbach,Sean R. Elsbernd,13,1
Pat Lakey,Vernon C. Grigg III,Sean R. Elsbernd,13,1
Pat Lakey,Vernon C. Grigg III,Sean R. Elsbernd,13,1
Pat Lakey,Sheela Kini,Milton `Rennie` O`Brien,13,1
Pat Lakey,Sheela Kini,Vernon C. Grigg III,13,1
Pat Lakey,Sheela Kini,Vernon C. Grigg III,13,1
Pat Lakey,Sheela Kini,Sean R. Elsbernd,13,1
Pat Lakey,Sean R. Elsbernd,Michael Patrick Mallen,13,1
Pat Lakey,Sean R. Elsbernd,Shawn Reifsteck,13,1
Pat Lakey,Sean R. Elsbernd,Christine Linnenbach,13,1
Pat Lakey,Sean R. Elsbernd,Christine Linnenbach,13,1
Pat Lakey,Sean R. Elsbernd,David Parker,13,1
Pat Lakey,Sean R. Elsbernd,Sheela Kini,13,1
Pat Lakey,Sean R. Elsbernd,Svelana Kaff,13,1
Pat Lakey,skipped,skipped,13,1
Pat Lakey,skipped,skipped,13,1
Pat Lakey,skipped,skipped,13,1
Pat Lakey,skipped,skipped,13,1
Pat Lakey,skipped,skipped,13,1
David Parker,Christine Linnenbach,Pat Lakey,13,1
David Parker,Sean R. Elsbernd,Christine Linnenbach,13,1
David Parker,Sean R. Elsbernd,skipped,13,1
David Parker,skipped,skipped,13,1
David Parker,skipped,skipped,13,1
David Parker,skipped,skipped,13,1
Milton `Rennie` O`Brien,Michael Patrick Mallen,Christine Linnenbach,13,1
Milton `Rennie` O`Brien,Michael Patrick Mallen,Christine Linnenbach,13,1
Milton `Rennie` O`Brien,Michael Patrick Mallen,Vernon C. Grigg III,13,1
Milton `Rennie` O`Brien,Shawn Reifsteck,Christine Linnenbach,13,1
Milton `Rennie` O`Brien,Shawn Reifsteck,Sheela Kini,13,1
Milton `Rennie` O`Brien,Shawn Reifsteck,Sheela Kini,13,1
Milton `Rennie` O`Brien,Shawn Reifsteck,Isaac Wang,13,1
Milton `Rennie` O`Brien,Christine Linnenbach,Vernon C. Grigg III,13,1
Milton `Rennie` O`Brien,Christine Linnenbach,Gregory Corrales,13,1
Milton `Rennie` O`Brien,Christine Linnenbach,skipped,13,1
Milton `Rennie` O`Brien,Christine Linnenbach,skipped,13,1
Milton `Rennie` O`Brien,Pat Lakey,Christine Linnenbach,13,1
Milton `Rennie` O`Brien,David Parker,Shawn Reifsteck,13,1
Milton `Rennie` O`Brien,Vernon C. Grigg III,skipped,13,1
Milton `Rennie` O`Brien,Sheela Kini,Gregory Corrales,13,1
Milton `Rennie` O`Brien,Sheela Kini,Isaac Wang,13,1
Milton `Rennie` O`Brien,Sean R. Elsbernd,Shawn Reifsteck,13,1
Milton `Rennie` O`Brien,Sean R. Elsbernd,Christine Linnenbach,13,1
Milton `Rennie` O`Brien,Sean R. Elsbernd,Christine Linnenbach,13,1
Milton `Rennie` O`Brien,Sean R. Elsbernd,Pat Lakey,13,1
Milton `Rennie` O`Brien,Sean R. Elsbernd,Gregory Corrales,13,1
Milton `Rennie` O`Brien,Sean R. Elsbernd,Isaac Wang,13,1
Milton `Rennie` O`Brien,Gregory Corrales,David Parker,13,1
Milton `Rennie` O`Brien,Gregory Corrales,David Parker,13,1
Milton `Rennie` O`Brien,Isaac Wang,Pat Lakey,13,1
Milton `Rennie` O`Brien,Isaac Wang,Sean R. Elsbernd,13,1
