precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
9426,VBM / EV - 400c 1st Cut,9187,GORDON MAR,ADAM KIM,TUAN NGUYEN,8,1
9426,VBM / EV - 400c 1st Cut,9188,GORDON MAR,JESSICA HO,ARTHUR TOM,8,1
9426,VBM / EV - 400c 1st Cut,9189,TREVOR MCNEIL,skipped,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9190,GORDON MAR,JESSICA HO,ARTHUR TOM,8,1
9426,VBM / EV - 400c 1st Cut,9191,GORDON MAR,skipped,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9192,TUAN NGUYEN,skipped,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9193,GORDON MAR,TUAN NGUYEN,LOU ANN BASSAN,8,1
9426,VBM / EV - 400c 1st Cut,9194,LOU ANN BASSAN,MIKE MURPHY,JESSICA HO,8,1
9426,VBM / EV - 400c 1st Cut,9195,LOU ANN BASSAN,ADAM KIM,GORDON MAR,8,1
9426,VBM / EV - 400c 1st Cut,9196,MIKE MURPHY,ARTHUR TOM,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9197,TREVOR MCNEIL,skipped,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9198,GORDON MAR,skipped,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9199,LOU ANN BASSAN,TREVOR MCNEIL,TUAN NGUYEN,8,1
9426,VBM / EV - 400c 1st Cut,9200,ARTHUR TOM,TREVOR MCNEIL,MIKE MURPHY,8,1
9426,VBM / EV - 400c 1st Cut,9201,ARTHUR TOM,LOU ANN BASSAN,TUAN NGUYEN,8,1
9426,VBM / EV - 400c 1st Cut,9202,ARTHUR TOM,LOU ANN BASSAN,TUAN NGUYEN,8,1
9426,VBM / EV - 400c 1st Cut,9203,ARTHUR TOM,GORDON MAR,JESSICA HO,8,1
9426,VBM / EV - 400c 1st Cut,9204,GORDON MAR,ARTHUR TOM,ADAM KIM,8,1
9426,VBM / EV - 400c 1st Cut,9205,JESSICA HO,ADAM KIM,ARTHUR TOM,8,1
9426,VBM / EV - 400c 1st Cut,9206,JESSICA HO,ARTHUR TOM,GORDON MAR,8,1
9426,VBM / EV - 400c 1st Cut,9207,JESSICA HO,TREVOR MCNEIL,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9208,GORDON MAR,JESSICA HO,ARTHUR TOM,8,1
9426,VBM / EV - 400c 1st Cut,9209,GORDON MAR,JESSICA HO,ARTHUR TOM,8,1
9426,VBM / EV - 400c 1st Cut,9210,MIKE MURPHY,ARTHUR TOM,TREVOR MCNEIL,8,1
9426,VBM / EV - 400c 1st Cut,9211,TREVOR MCNEIL,skipped,skipped,8,1
9426,VBM / EV - 400c 1st Cut,9212,JESSICA HO,ARTHUR TOM,ADAM KIM,8,1
9426,VBM / EV - 400c 1st Cut,9213,MIKE MURPHY,skipped,skipped,8,1
9429,VBM / EV - 400c 1st Cut,9214,ARTHUR TOM,JESSICA HO,TREVOR MCNEIL,8,1
9429,VBM / EV - 400c 1st Cut,9215,GORDON MAR,MIKE MURPHY,skipped,8,1
9429,VBM / EV - 400c 1st Cut,9216,ARTHUR TOM,TREVOR MCNEIL,JESSICA HO,8,1
