precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
7513,VBM / EV - 400c 1st Cut,7397,LONDON BREED,THEA SELBY,JOHN RIZZO,8,1
7513,VBM / EV - 400c 1st Cut,7398,HOPE JOHNSON,skipped,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7399,LONDON BREED,skipped,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7400,JOHN RIZZO,skipped,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7401,JOHN RIZZO,JULIAN DAVIS,HOPE JOHNSON,8,1
7513,VBM / EV - 400c 1st Cut,7402,CHRISTINA OLAGUE,LONDON BREED,JOHN RIZZO,8,1
7513,VBM / EV - 400c 1st Cut,7403,LONDON BREED,skipped,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7404,CHRISTINA OLAGUE,LONDON BREED,JULIAN DAVIS,8,1
7513,VBM / EV - 400c 1st Cut,7405,LONDON BREED,DANIEL EVERETT,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7406,HOPE JOHNSON,JULIAN DAVIS,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7407,LONDON BREED,JULIAN DAVIS,THEA SELBY,8,1
7513,VBM / EV - 400c 1st Cut,7408,LONDON BREED,skipped,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7409,LONDON BREED,DANIEL EVERETT,skipped,8,1
7513,VBM / EV - 400c 1st Cut,7410,JULIAN DAVIS,CHRISTINA OLAGUE,LONDON BREED,8,1
7513,VBM / EV - 400c 1st Cut,7411,LONDON BREED,skipped,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7412,HOPE JOHNSON,THEA SELBY,JOHN RIZZO,8,1
7514,VBM / EV - 400c 1st Cut,7413,LONDON BREED,CHRISTINA OLAGUE,JULIAN DAVIS,8,1
7514,VBM / EV - 400c 1st Cut,7414,LONDON BREED,THEA SELBY,JOHN RIZZO,8,1
7514,VBM / EV - 400c 1st Cut,7415,LONDON BREED,CHRISTINA OLAGUE,JULIAN DAVIS,8,1
7514,VBM / EV - 400c 1st Cut,7416,JULIAN DAVIS,LONDON BREED,CHRISTINA OLAGUE,8,1
7514,VBM / EV - 400c 1st Cut,7417,CHRISTINA OLAGUE,skipped,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7418,LONDON BREED,skipped,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7419,LONDON BREED,THEA SELBY,JOHN RIZZO,8,1
7514,VBM / EV - 400c 1st Cut,7420,LONDON BREED,HOPE JOHNSON,JULIAN DAVIS,8,1
7514,VBM / EV - 400c 1st Cut,7421,CHRISTINA OLAGUE,THEA SELBY,LONDON BREED,8,1
7514,VBM / EV - 400c 1st Cut,7422,JOHN RIZZO,CHRISTINA OLAGUE,DANIEL EVERETT,8,1
7514,VBM / EV - 400c 1st Cut,7423,JULIAN DAVIS,DANIEL EVERETT,LONDON BREED,8,1
7514,VBM / EV - 400c 1st Cut,7424,CHRISTINA OLAGUE,JULIAN DAVIS,LONDON BREED,8,1
7514,VBM / EV - 400c 1st Cut,7425,THEA SELBY,LONDON BREED,DANIEL EVERETT,8,1
7514,VBM / EV - 400c 1st Cut,7426,ANDREW ''ELLARD'' RESIGNATO,LONDON BREED,THEA SELBY,8,1
7514,VBM / EV - 400c 1st Cut,7427,JULIAN DAVIS,skipped,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7428,THEA SELBY,JOHN RIZZO,HOPE JOHNSON,8,1
7514,VBM / EV - 400c 1st Cut,7429,LONDON BREED,skipped,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7430,LONDON BREED,CHRISTINA OLAGUE,THEA SELBY,8,1
7514,VBM / EV - 400c 1st Cut,7431,LONDON BREED,ANDREW ''ELLARD'' RESIGNATO,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7432,LONDON BREED,skipped,skipped,8,1
7514,VBM / EV - 400c 1st Cut,7433,CHRISTINA OLAGUE,JOHN RIZZO,JULIAN DAVIS,8,1
7514,VBM / EV - 400c 1st Cut,7434,JULIAN DAVIS,DANIEL EVERETT,LONDON BREED,8,1
