rank1,rank2,rank3,Num cands,Num seats
Ross Mirkarimi,Michael E. O'connor,Julian Davis,22,1
Ross Mirkarimi,Michael E. O'connor,skipped,22,1
Ross Mirkarimi,Robert Haaland,Michael E. O'connor,22,1
Ross Mirkarimi,Robert Haaland,Emmett Gilman,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Lisa Feldstein,22,1
Ross Mirkarimi,Robert Haaland,Susan C. King,22,1
Ross Mirkarimi,Robert Haaland,Andrew Sullivan,22,1
Ross Mirkarimi,Robert Haaland,Andrew Sullivan,22,1
Ross Mirkarimi,Robert Haaland,Brett Wheeler,22,1
Ross Mirkarimi,Robert Haaland,skipped,22,1
Ross Mirkarimi,Julian Davis,Susan C. King,22,1
Ross Mirkarimi,Lisa Feldstein,Bill Barnes,22,1
Ross Mirkarimi,Lisa Feldstein,skipped,22,1
Ross Mirkarimi,Susan C. King,Michael E. O'connor,22,1
Ross Mirkarimi,Susan C. King,Tys Sniffen,22,1
Ross Mirkarimi,Susan C. King,Phoenix Streets,22,1
Ross Mirkarimi,Dan Kalb,Robert Haaland,22,1
Ross Mirkarimi,Dan Kalb,Lisa Feldstein,22,1
Ross Mirkarimi,Dan Kalb,Tys Sniffen,22,1
Ross Mirkarimi,Dan Kalb,Nick Waugh,22,1
Ross Mirkarimi,Dan Kalb,Rob Anderson,22,1
Ross Mirkarimi,Dan Kalb,Bill Barnes,22,1
Ross Mirkarimi,Phoenix Streets,Lisa Feldstein,22,1
Ross Mirkarimi,Andrew Sullivan,Nick Waugh,22,1
Ross Mirkarimi,Nick Waugh,Robert Haaland,22,1
Ross Mirkarimi,Nick Waugh,Lisa Feldstein,22,1
Ross Mirkarimi,Nick Waugh,Andrew Sullivan,22,1
Ross Mirkarimi,Bill Barnes,Dan Kalb,22,1
Ross Mirkarimi,Bill Barnes,Dan Kalb,22,1
Ross Mirkarimi,Bill Barnes,Dan Kalb,22,1
Ross Mirkarimi,skipped,skipped,22,1
Ross Mirkarimi,skipped,skipped,22,1
Ross Mirkarimi,skipped,skipped,22,1
Michael E. O'connor,Robert Haaland,Lisa Feldstein,22,1
Michael E. O'connor,Robert Haaland,Andrew Sullivan,22,1
Michael E. O'connor,Susan C. King,Julian Davis,22,1
Michael E. O'connor,Susan C. King,Lisa Feldstein,22,1
Michael E. O'connor,Andrew Sullivan,Bill Barnes,22,1
Michael E. O'connor,skipped,skipped,22,1
Michael E. O'connor,skipped,skipped,22,1
Robert Haaland,Ross Mirkarimi,Lisa Feldstein,22,1
Robert Haaland,Ross Mirkarimi,Andrew Sullivan,22,1
Robert Haaland,Ross Mirkarimi,Bill Barnes,22,1
Robert Haaland,Ross Mirkarimi,skipped,22,1
Robert Haaland,Ross Mirkarimi,skipped,22,1
Robert Haaland,Michael E. O'connor,Susan C. King,22,1
Robert Haaland,Phillip House,Phoenix Streets,22,1
Robert Haaland,Lisa Feldstein,Ross Mirkarimi,22,1
Robert Haaland,Lisa Feldstein,Emmett Gilman,22,1
Robert Haaland,Lisa Feldstein,Phoenix Streets,22,1
Robert Haaland,Lisa Feldstein,Andrew Sullivan,22,1
Robert Haaland,Lisa Feldstein,Joseph Blue,22,1
Robert Haaland,Lisa Feldstein,skipped,22,1
Robert Haaland,Susan C. King,skipped,22,1
Robert Haaland,Dan Kalb,Ross Mirkarimi,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Dan Kalb,Bill Barnes,22,1
Robert Haaland,Phoenix Streets,Michael E. O'connor,22,1
Robert Haaland,Andrew Sullivan,Ross Mirkarimi,22,1
Robert Haaland,Andrew Sullivan,Phoenix Streets,22,1
Robert Haaland,Andrew Sullivan,Nick Waugh,22,1
Robert Haaland,Nick Waugh,Rob Anderson,22,1
Robert Haaland,Bill Barnes,Nick Waugh,22,1
Robert Haaland,Bill Barnes,Nick Waugh,22,1
Robert Haaland,skipped,skipped,22,1
Robert Haaland,skipped,skipped,22,1
Robert Haaland,skipped,skipped,22,1
Robert Haaland,skipped,skipped,22,1
Robert Haaland,skipped,skipped,22,1
Robert Haaland,skipped,skipped,22,1
Emmett Gilman,Lisa Feldstein,Nick Waugh,22,1
Emmett Gilman,Jim Siegel,Brett Wheeler,22,1
Emmett Gilman,Phoenix Streets,Lisa Feldstein,22,1
Emmett Gilman,Patrick M. Ciocca,Susan C. King,22,1
Julian Davis,Michael E. O'connor,Lisa Feldstein,22,1
Julian Davis,Lisa Feldstein,Nick Waugh,22,1
Julian Davis,Susan C. King,skipped,22,1
Julian Davis,Dan Kalb,Andrew Sullivan,22,1
Julian Davis,skipped,skipped,22,1
Julian Davis,skipped,skipped,22,1
Lisa Feldstein,Robert Haaland,Ross Mirkarimi,22,1
Lisa Feldstein,Robert Haaland,Phoenix Streets,22,1
Lisa Feldstein,Robert Haaland,skipped,22,1
Lisa Feldstein,Dan Kalb,Joseph Blue,22,1
Lisa Feldstein,Phoenix Streets,Joseph Blue,22,1
Lisa Feldstein,Brett Wheeler,Ross Mirkarimi,22,1
Lisa Feldstein,Nick Waugh,Dan Kalb,22,1
Lisa Feldstein,Bill Barnes,Robert Haaland,22,1
Lisa Feldstein,skipped,skipped,22,1
Lisa Feldstein,skipped,skipped,22,1
Susan C. King,Michael E. O'connor,skipped,22,1
Susan C. King,Robert Haaland,Michael E. O'connor,22,1
Susan C. King,Robert Haaland,Michael E. O'connor,22,1
Susan C. King,Robert Haaland,Andrew Sullivan,22,1
Susan C. King,Robert Haaland,skipped,22,1
Susan C. King,Julian Davis,Ross Mirkarimi,22,1
