voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Farooq CHOUDHRY Scottish Conservative and Unionist,Owen O'DONNELL Scottish Labour Party,Tony BUCHANAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
1,Farooq CHOUDHRY Scottish Conservative and Unionist,Owen O'DONNELL Scottish Labour Party,Tony BUCHANAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
2,Farooq CHOUDHRY Scottish Conservative and Unionist,Owen O'DONNELL Scottish Labour Party,Tony BUCHANAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
3,Andrew MORRISON Scottish Conservative and Unionist,"Maria REID Scottish Family Party Pro‐Family, Pro‐Marriage, Pro‐Life",Farooq CHOUDHRY Scottish Conservative and Unionist,Tony BUCHANAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
4,Adrian EGGLESTONE Scottish Green Party,Tony BUCHANAN Scottish National Party (SNP),Derek MCMILLAN Freedom Alliance. Leave Our Children Alone.,skipped,skipped,skipped,skipped,skipped,skipped,3
5,Andrew MORRISON Scottish Conservative and Unionist,Adrian EGGLESTONE Scottish Green Party,"Maria REID Scottish Family Party Pro‐Family, Pro‐Marriage, Pro‐Life",Tony BUCHANAN Scottish National Party (SNP),Farooq CHOUDHRY Scottish Conservative and Unionist,Owen O'DONNELL Scottish Labour Party,Derek MCMILLAN Freedom Alliance. Leave Our Children Alone.,Carol MCKENZIE Alba Party for independence,skipped,3
6,Adrian EGGLESTONE Scottish Green Party,Owen O'DONNELL Scottish Labour Party,"Maria REID Scottish Family Party Pro‐Family, Pro‐Marriage, Pro‐Life",Tony BUCHANAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
7,Adrian EGGLESTONE Scottish Green Party,Owen O'DONNELL Scottish Labour Party,"Maria REID Scottish Family Party Pro‐Family, Pro‐Marriage, Pro‐Life",Tony BUCHANAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
8,Farooq CHOUDHRY Scottish Conservative and Unionist,Owen O'DONNELL Scottish Labour Party,Derek MCMILLAN Freedom Alliance. Leave Our Children Alone.,skipped,skipped,skipped,skipped,skipped,skipped,3
9,Farooq CHOUDHRY Scottish Conservative and Unionist,Carol MCKENZIE Alba Party for independence,Owen O'DONNELL Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,3
