,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
strat_compromise,0.7450331125827762,0.28282828282828293,0.16,0.0,1.0,0,0,0,0.7148288973384036,0.7400379506641419,0.7225433526011602,0.6265060240963857
strat_truncate_L,-1.0,-1.0,-1.0,0.023255813953488372,0.029411764705882353,0,0,0,0.8243727598566256,-1.0,0.5053191489361694,0.851648351648349
strat_truncate_W,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0.6786355475762987,-1.0,0.5780487804878053,0.6427586206896581
strat_bury_shallow,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0.5346153846153829,0.40056022408963493,0.4848484848484834,0.4098360655737733
strat_bury_deep,-1.0,-1.0,-1.0,0.0,0.12435233160621766,0,0,0,0.002881844380403458,0.05565862708719856,0.006944444444444444,0.006920415224913495
