,file_name,election_method,anomaly_type
0,./data/scotland_condensed/n-ayrshire12-ballots/Ward05-ArdrossanandArran_n-ayrshire12-05.csv,plurality,strat_compromise
1,./data/scotland_condensed/n-ayrshire12-ballots/Ward01-IrvineWest_n-ayrshire12-01.csv,plurality,strat_compromise
2,./data/scotland_condensed/n-ayrshire12-ballots/Ward03-Kilwinning_n-ayrshire12-03.csv,plurality,strat_compromise
3,./data/scotland_condensed/n-ayrshire12-ballots/Ward06-DalryandWestKilbride_n-ayrshire12-06.csv,plurality,strat_compromise
4,./data/scotland_condensed/orkney22/Ward4-WestMainlandWard_ward4.csv,plurality,strat_compromise
5,./data/scotland_condensed/orkney22/Ward2-KirkwallWestandOrphirWard_ward2.csv,plurality,strat_compromise
6,./data/scotland_condensed/orkney22/Ward3-StromnessandSouthIslesWard_ward3.csv,plurality,strat_compromise
7,./data/scotland_condensed/renfs17-ballots/Ward12-ErskineandInchinnan_renfs17-12.csv,plurality,strat_compromise
8,./data/scotland_condensed/renfs17-ballots/Ward7-PaisleySouthwest_renfs17-07.csv,plurality,strat_compromise
9,"./data/scotland_condensed/renfs17-ballots/Ward10-Houston,CrossleeandLinwood_renfs17-10.csv",plurality,strat_compromise
10,./data/scotland_condensed/renfs17-ballots/Ward3-PaisleyNortheastandRalston_renfs17-03.csv,plurality,strat_compromise
11,./data/scotland_condensed/renfs17-ballots/Ward5-PaisleyEastandCentral_renfs17-05.csv,plurality,strat_compromise
12,"./data/scotland_condensed/renfs17-ballots/Ward9-JohnstoneNorth,Kilbarchan,HowwoodandLochwinnoch_renfs17-09.csv",plurality,strat_compromise
13,./data/scotland_condensed/renfs17-ballots/Ward6-PaisleySoutheast_renfs17-06.csv,plurality,strat_compromise
14,./data/scotland_condensed/fife22/PreferenceProfile_V0001_Ward-4-Dunfermline-South_06052022_151924.csv,plurality,strat_compromise
15,./data/scotland_condensed/fife22/PreferenceProfile_V0001_Ward-7-Cowdenbeath_06052022_145532.csv,plurality,strat_compromise
16,./data/scotland_condensed/fife22/Ward5-Rosyth_PreferenceProfile_V0001_Ward-5-Rosyth_06052022_145544.csv,plurality,strat_compromise
17,./data/scotland_condensed/fife22/PreferenceProfile_V0001_Ward-2-Dunfermline-North_06052022_151927.csv,plurality,strat_compromise
18,./data/scotland_condensed/fife22/PreferenceProfile_V0001_Ward-3-Dunfermline-Central_06052022_145551.csv,plurality,strat_compromise
19,./data/scotland_condensed/fife22/PreferenceProfile_V0001_Ward-10-Kirkcaldy-North_06052022_151928.csv,plurality,strat_compromise
20,./data/scotland_condensed/fife22/PreferenceProfile_V0001_Ward-11-Kirkcaldy-Central_06052022_145551.csv,plurality,strat_compromise
21,./data/scotland_condensed/w-duns17-ballots/Leven_w-duns17-02.csv,plurality,strat_compromise
22,./data/scotland_condensed/w-duns17-ballots/Dumbarton_w-duns17-03.csv,plurality,strat_compromise
23,./data/scotland_condensed/angus12-ballots/CarnoustieandDistrict_angus12-05.csv,plurality,strat_compromise
24,./data/scotland_condensed/angus12-ballots/ForfarandDistrict_angus12-03.csv,plurality,strat_compromise
25,./data/scotland_condensed/angus12-ballots/MontroseandDistrict_angus12-08.csv,plurality,strat_compromise
26,./data/scotland_condensed/aberdeen2022/Kingswells-Sheddocksley-SummerhillWard_Ward3.csv,plurality,strat_compromise
27,./data/scotland_condensed/aberdeen2022/Midstocket-RosemountWard_Ward7.csv,plurality,strat_compromise
28,./data/scotland_condensed/aberdeen2022/Hazlehead-QueensCross-CountesswellsWard_Ward10.csv,plurality,strat_compromise
29,"./data/scotland_condensed/sc-borders22/Ward2-TweeddaleEast_sc borders,2022,ward 2.csv",plurality,strat_compromise
30,./data/scotland_condensed/glasgow12/Ward11Hillhead_glasgow12-11.csv,plurality,strat_compromise
31,./data/scotland_condensed/glasgow12/Ward15Maryhill-Kelvin_glasgow12-15.csv,plurality,strat_compromise
32,./data/scotland_condensed/glasgow12/Ward7Langside_glasgow12-07-recalc.csv,plurality,strat_compromise
33,./data/scotland_condensed/glasgow12/Ward2Newlands-Auldburn_glasgow12-02.csv,plurality,strat_compromise
34,./data/scotland_condensed/glasgow12/Ward5Govan_glasgow12-05.csv,plurality,strat_compromise
35,./data/scotland_condensed/n-lanarks22/Ward14-Thorniewood_Preference Profile WArd 14 Thorniewood.csv,plurality,strat_compromise
36,./data/scotland_condensed/n-lanarks22/Ward8-AirdrieNorth_Preference Profile Ward 8 Airdrie North.csv,plurality,strat_compromise
