voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,Marc WILKINSON  (UNKNOWN),Bonnie Prince BOB  (UNKNOWN),Mev BROWN (Ind),David Ian HENRY (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
1,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
2,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
3,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
4,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
5,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
6,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
7,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
8,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
9,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
10,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
11,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
12,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
13,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
14,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
15,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
16,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
17,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
18,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
19,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
20,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
21,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
22,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
23,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
24,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
25,Mairianna CLYDE (SNP),Sheila GILMORE (Lab),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
26,Mairianna CLYDE (SNP),Marc WILKINSON  (UNKNOWN),Louise Watson SPENCE (LD),David Ian HENRY (Ind),Mev BROWN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
27,Neil CUTHBERT (Con),Louise Watson SPENCE (LD),Grant LIDSTER Reform UK (UNKNOWN),Richard Crewe LUCAS (SFP) Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
28,Neil CUTHBERT (Con),Louise Watson SPENCE (LD),Sheila GILMORE (Lab),Grant LIDSTER Reform UK (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
29,Neil CUTHBERT (Con),Louise Watson SPENCE (LD),Sheila GILMORE (Lab),Grant LIDSTER Reform UK (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
30,Richard Crewe LUCAS (SFP) Party,Neil CUTHBERT (Con),Sheila GILMORE (Lab),Grant LIDSTER Reform UK (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
31,Marc WILKINSON  (UNKNOWN),Louise Watson SPENCE (LD),Mev BROWN (Ind),Daniel Aleksanteri MILLIGAN (Grn),Neil CUTHBERT (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
32,Sheila GILMORE (Lab),Mairianna CLYDE (SNP),Louise Watson SPENCE (LD),Tam LAIRD (Libtn),Daniel Aleksanteri MILLIGAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
33,Louise Watson SPENCE (LD),Mairianna CLYDE (SNP),Tam LAIRD (Libtn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,12
