voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,Grn,SNP,SNP,Alastair George MAJURY (Ind),LD,Alba,Con,Con,skipped,skipped,4,10
1,Alastair George MAJURY (Ind),Con,LD,Con,skipped,skipped,skipped,skipped,skipped,skipped,4,10
2,Lab,SNP,LD,Con,Grn,SFP,Alastair George MAJURY (Ind),SNP,Con,Alba,4,10
3,Alastair George MAJURY (Ind),SNP,LD,Lab,SNP,skipped,skipped,skipped,skipped,skipped,4,10
4,SNP,SNP,LD,Alba,Lab,Grn,skipped,skipped,skipped,skipped,4,10
5,Grn,LD,Con,Con,Lab,skipped,skipped,skipped,skipped,skipped,4,10
6,SNP,Lab,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,4,10
7,SNP,SNP,Grn,Lab,Alba,SFP,LD,Alastair George MAJURY (Ind),Con,Con,4,10
8,SNP,SNP,Grn,Lab,Alba,SFP,LD,Alastair George MAJURY (Ind),Con,Con,4,10
9,Con,Con,Lab,LD,SFP,Alastair George MAJURY (Ind),Grn,skipped,skipped,skipped,4,10
10,Grn,SNP,SNP,Lab,Alastair George MAJURY (Ind),LD,Alba,Con,Con,skipped,4,10
11,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
12,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
13,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
14,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
15,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
16,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
17,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
18,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
19,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
20,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
21,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
22,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
23,Con,Con,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
24,Con,Alastair George MAJURY (Ind),LD,Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
25,Con,LD,Con,Alba,skipped,skipped,skipped,skipped,skipped,skipped,4,10
26,Alastair George MAJURY (Ind),Con,Con,SFP,LD,Lab,skipped,skipped,skipped,skipped,4,10
27,Lab,LD,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
28,Grn,Lab,SNP,SNP,LD,Con,Con,skipped,skipped,skipped,4,10
29,Grn,Lab,SNP,SNP,LD,Con,Con,skipped,skipped,skipped,4,10
30,Grn,Con,LD,Con,SNP,SNP,Lab,skipped,skipped,skipped,4,10
31,Lab,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
32,Lab,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
33,Lab,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
34,Lab,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
35,SNP,Grn,LD,Alastair George MAJURY (Ind),SNP,skipped,skipped,skipped,skipped,skipped,4,10
36,SNP,Grn,LD,Alastair George MAJURY (Ind),SNP,skipped,skipped,skipped,skipped,skipped,4,10
37,SNP,SNP,Lab,Alastair George MAJURY (Ind),LD,Grn,skipped,skipped,skipped,skipped,4,10
38,SNP,SNP,Grn,Lab,Alastair George MAJURY (Ind),skipped,skipped,skipped,skipped,skipped,4,10
39,Con,Con,Alastair George MAJURY (Ind),Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
40,Con,Con,Alastair George MAJURY (Ind),Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
41,Con,Con,Alastair George MAJURY (Ind),Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
42,Con,Con,Alastair George MAJURY (Ind),Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
43,Grn,SNP,SNP,Lab,LD,Alba,Con,Con,Alastair George MAJURY (Ind),SFP,4,10
