voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
1,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
2,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
3,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
4,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
5,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
6,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
7,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
8,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
9,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
10,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
11,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
12,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
13,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
14,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
15,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
16,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
17,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
18,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
19,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
20,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
21,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
22,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
23,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
24,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
25,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
26,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
27,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
28,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
29,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
30,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
31,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
32,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
33,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
34,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
35,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
36,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
37,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
38,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
39,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
40,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
41,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
42,Jim MACLEOD (SNP),skipped,skipped,skipped,skipped,4
