voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
1,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
2,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
3,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
4,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
5,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
6,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
7,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
8,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
9,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
10,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
11,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
12,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
13,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
14,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
15,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
16,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
17,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
18,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
19,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
20,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
21,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
22,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
23,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
24,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
25,Laurie BIDWELL (Lab),skipped,skipped,skipped,skipped,skipped,4
