4 0
28 1 0
36 1 2 0
7 1 2 3 0
25 1 2 3 4 0
1 1 2 4 0
6 1 2 4 3 0
12 1 3 0
3 1 3 2 0
8 1 3 2 4 0
2 1 3 4 0
3 1 4 0
1 1 4 2 3 0
3 1 4 3 0
811 2 0
233 2 1 0
39 2 1 3 0
178 2 1 3 4 0
3 2 1 4 0
39 2 1 4 3 0
410 2 3 0
41 2 3 1 0
122 2 3 1 4 0
6 2 3 4 0
48 2 3 4 1 0
11 2 4 0
1 2 4 1 0
5 2 4 1 3 0
6 2 4 3 0
11 2 4 3 1 0
1015 3 0
43 3 1 0
5 3 1 2 0
18 3 1 2 4 0
6 3 1 4 2 0
236 3 2 0
13 3 2 1 0
68 3 2 1 4 0
7 3 2 4 0
37 3 2 4 1 0
312 3 4 0
14 3 4 1 0
47 3 4 1 2 0
14 3 4 2 0
28 3 4 2 1 0
215 4 0
3 4 1 0
2 4 1 2 3 0
6 4 1 3 0
6 4 1 3 2 0
9 4 2 0
3 4 2 1 0
2 4 2 1 3 0
8 4 2 3 0
7 4 2 3 1 0
377 4 3 0
16 4 3 1 0
26 4 3 1 2 0
14 4 3 2 0
23 4 3 2 1 0
0
Alba
SNP
Lab
Con
