,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
strat_compromise,0.6939849624060247,0.07387862796833773,0.08333333333333337,0.06043956043956045,0.5882352941176461,0.022988505747126436,0.022988505747126436,0.011976047904191617,0.7848341232227554,0.8050365556458093,0.7854039965247519,0.570749108204519
strat_truncate_L,-1.0,-1.0,-1.0,0.07894736842105265,0.04,0.0,0.0,0.0,0.8131736526946234,-1.0,0.5129251700680235,0.7015177065767224
strat_truncate_W,-1.0,-1.0,-1.0,0.01675977653631285,0.025862068965517244,0.005050505050505051,0.005050505050505051,0.002890173410404624,0.5546218487395056,-1.0,0.368131868131867,0.32459312839059795
strat_bury_shallow,-1.0,-1.0,-1.0,0.0,0.00641025641025641,0.002512562814070352,0.002512562814070352,0.0,0.20068027210884373,0.05467800729040103,0.13198458574181093,0.10090361445783141
strat_bury_deep,-1.0,-1.0,-1.0,0.0,0.008823529411764706,0.0,0.0,0.0,0.04240631163708087,0.06754658385093176,0.04481546572934976,0.07382550335570465
