4 1
446 1 0
18 1 2 0
10 1 2 3 0
4 1 2 4 0
10 1 3 0
6 1 3 2 0
49 1 3 4 0
7 1 4 0
3 1 4 2 0
25 1 4 3 0
3669 2 0
91 2 1 0
5 2 1 3 0
6 2 1 4 0
687 2 3 0
80 2 3 1 0
5567 2 3 4 0
222 2 4 0
12 2 4 1 0
2639 2 4 3 0
23277 3 0
342 3 1 0
23 3 1 2 0
40 3 1 4 0
2692 3 2 0
381 3 2 1 0
11986 3 2 4 0
10736 3 4 0
1034 3 4 1 0
26123 3 4 2 0
21093 4 0
349 4 1 0
20 4 1 2 0
40 4 1 3 0
795 4 2 0
95 4 2 1 0
6356 4 2 3 0
9055 4 3 0
1019 4 3 1 0
24516 4 3 2 0
0
writein
Will Baker
Julie Anderson
Jan Shabro
