voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Damian DORAN-TIMSON Scottish Conservative and Unionist,Danny LOGUE Scottish Labour Party,Frank ANDERSON ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Damian DORAN-TIMSON Scottish Conservative and Unionist,"Ruth HUTCHISON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Robert Durie HOWDEN Scottish Liberal Democrats,Neal DRUMMOND Scottish Green Party,Carl JOHN Scottish National Party (SNP),Veronica SMITH Scottish National Party (SNP),Thomas George ULLATHORNE Scottish National Party (SNP),Andy RAFFERTY Scottish Labour Party,Danny LOGUE Scottish Labour Party,Frank ANDERSON ,4
2,Damian DORAN-TIMSON Scottish Conservative and Unionist,Frank ANDERSON ,"Ruth HUTCHISON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
3,Thomas George ULLATHORNE Scottish National Party (SNP),Carl JOHN Scottish National Party (SNP),Veronica SMITH Scottish National Party (SNP),Frank ANDERSON ,Neal DRUMMOND Scottish Green Party,Robert Durie HOWDEN Scottish Liberal Democrats,Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,"Ruth HUTCHISON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Damian DORAN-TIMSON Scottish Conservative and Unionist,4
4,Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,Neal DRUMMOND Scottish Green Party,Robert Durie HOWDEN Scottish Liberal Democrats,"Ruth HUTCHISON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Damian DORAN-TIMSON Scottish Conservative and Unionist,Veronica SMITH Scottish National Party (SNP),Thomas George ULLATHORNE Scottish National Party (SNP),Carl JOHN Scottish National Party (SNP),Frank ANDERSON ,4
5,Carl JOHN Scottish National Party (SNP),Robert Durie HOWDEN Scottish Liberal Democrats,Frank ANDERSON ,Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,Thomas George ULLATHORNE Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
6,Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,Thomas George ULLATHORNE Scottish National Party (SNP),Veronica SMITH Scottish National Party (SNP),Carl JOHN Scottish National Party (SNP),Robert Durie HOWDEN Scottish Liberal Democrats,Neal DRUMMOND Scottish Green Party,Frank ANDERSON ,"Ruth HUTCHISON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Damian DORAN-TIMSON Scottish Conservative and Unionist,4
7,Carl JOHN Scottish National Party (SNP),Veronica SMITH Scottish National Party (SNP),Thomas George ULLATHORNE Scottish National Party (SNP),Neal DRUMMOND Scottish Green Party,Robert Durie HOWDEN Scottish Liberal Democrats,Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,Damian DORAN-TIMSON Scottish Conservative and Unionist,skipped,skipped,4
8,Damian DORAN-TIMSON Scottish Conservative and Unionist,Robert Durie HOWDEN Scottish Liberal Democrats,Carl JOHN Scottish National Party (SNP),Veronica SMITH Scottish National Party (SNP),Danny LOGUE Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
9,Thomas George ULLATHORNE Scottish National Party (SNP),Carl JOHN Scottish National Party (SNP),Veronica SMITH Scottish National Party (SNP),Neal DRUMMOND Scottish Green Party,Robert Durie HOWDEN Scottish Liberal Democrats,Danny LOGUE Scottish Labour Party,Andy RAFFERTY Scottish Labour Party,"Ruth HUTCHISON Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Damian DORAN-TIMSON Scottish Conservative and Unionist,skipped,4
