voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Jimmy HADDOW Scottish Trade Unionist and Socialist Coalition,Lee-Anne MENZIES Scottish National Party (SNP),Fiona DUGDALE Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Kenny MCLEOD Scottish National Party (SNP),Hazel HAMILTON Alba Party for Independence,Lee-Anne MENZIES Scottish National Party (SNP),Marnie STIRLING Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,4
2,Kenny MCLEOD Scottish National Party (SNP),Lee-Anne MENZIES Scottish National Party (SNP),Marnie STIRLING Scottish Greens - Think Global Act Local,Hazel HAMILTON Alba Party for Independence,Jimmy HADDOW Scottish Trade Unionist and Socialist Coalition,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Elisabeth Mary WILSON Scottish Liberal Democrats,Gordon MACKETT Scottish Conservative and Unionist,4
3,Kenny MCLEOD Scottish National Party (SNP),Lee-Anne MENZIES Scottish National Party (SNP),Marnie STIRLING Scottish Greens - Think Global Act Local,Hazel HAMILTON Alba Party for Independence,Jimmy HADDOW Scottish Trade Unionist and Socialist Coalition,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Elisabeth Mary WILSON Scottish Liberal Democrats,Gordon MACKETT Scottish Conservative and Unionist,4
4,Kenny MCLEOD Scottish National Party (SNP),Lee-Anne MENZIES Scottish National Party (SNP),Marnie STIRLING Scottish Greens - Think Global Act Local,Hazel HAMILTON Alba Party for Independence,Jimmy HADDOW Scottish Trade Unionist and Socialist Coalition,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Elisabeth Mary WILSON Scottish Liberal Democrats,Gordon MACKETT Scottish Conservative and Unionist,4
5,Kenny MCLEOD Scottish National Party (SNP),Lee-Anne MENZIES Scottish National Party (SNP),Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Hazel HAMILTON Alba Party for Independence,Jimmy HADDOW Scottish Trade Unionist and Socialist Coalition,Gordon MACKETT Scottish Conservative and Unionist,4
6,Kenny MCLEOD Scottish National Party (SNP),Lee-Anne MENZIES Scottish National Party (SNP),Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Hazel HAMILTON Alba Party for Independence,Jimmy HADDOW Scottish Trade Unionist and Socialist Coalition,Gordon MACKETT Scottish Conservative and Unionist,4
7,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
8,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
9,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
10,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
11,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
12,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
13,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
14,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
15,Fiona DUGDALE Scottish Labour Party,Colin MCGINN Scottish Labour Party,Marnie STIRLING Scottish Greens - Think Global Act Local,Elisabeth Mary WILSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
