voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Bryan POTTINGER Scottish Labour Party,Jenny Claire MARR Scottish Liberal Democrats,Peter SMAILL Scottish Conservative and Unionist,Bill KERR-SMITH Scottish Green Party,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),3
1,Bryan POTTINGER Scottish Labour Party,Jenny Claire MARR Scottish Liberal Democrats,Peter SMAILL Scottish Conservative and Unionist,Bill KERR-SMITH Scottish Green Party,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),3
2,Bryan POTTINGER Scottish Labour Party,Jenny Claire MARR Scottish Liberal Democrats,Peter SMAILL Scottish Conservative and Unionist,Bill KERR-SMITH Scottish Green Party,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),3
3,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
4,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
5,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
6,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
7,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
8,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
9,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
10,Stuart Douglas MCKENZIE Scottish National Party (SNP),Bill KERR-SMITH Scottish Green Party,Bryan POTTINGER Scottish Labour Party,skipped,skipped,skipped,3
11,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
12,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
13,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
14,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
15,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
16,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
17,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
18,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
19,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
20,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
21,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
22,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
23,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
24,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
25,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
26,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
27,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
28,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
29,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
30,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
31,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
32,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
33,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
34,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
35,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
36,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
37,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
38,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
39,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
40,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
41,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
42,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
43,Ann MONTAGUE Scottish National Party (SNP),Stuart Douglas MCKENZIE Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
