voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
1,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
2,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
3,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
4,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
5,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
6,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
7,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
8,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
9,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
10,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
11,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
12,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
13,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
14,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
15,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
16,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
17,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
18,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
19,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
20,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
21,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
22,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
23,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
24,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
25,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
26,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
27,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
28,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
29,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
30,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
31,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
32,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
33,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
34,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
35,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
36,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
37,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
38,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
39,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
40,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
41,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
42,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
43,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
44,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
45,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
46,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
47,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
48,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
49,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
50,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
51,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
52,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
53,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
54,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
55,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
56,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
57,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
58,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
59,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
60,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
61,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
62,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
63,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
64,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
65,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
66,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
67,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
68,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
69,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
70,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
71,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
72,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
73,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
74,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
75,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
76,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
77,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
78,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
79,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
80,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
81,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
82,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
83,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
84,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
85,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
86,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
87,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
88,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
89,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
90,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
91,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
92,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
93,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
94,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
95,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
96,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
97,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
98,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
99,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
100,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
101,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
102,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
103,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
104,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
105,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
106,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
107,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
108,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
109,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
110,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
111,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
112,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
113,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
114,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
115,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
116,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
117,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
118,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
119,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
120,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
121,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
122,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
123,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
124,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
125,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
126,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
127,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
128,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
129,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
130,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
131,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
132,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
133,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
134,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
135,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
136,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
137,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
138,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
139,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
140,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
141,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
142,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
143,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
144,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
145,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
146,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
147,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
148,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
149,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
150,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
151,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
152,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
153,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
154,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
155,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
156,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
157,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
158,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
159,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
160,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
161,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
162,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
163,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
164,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
165,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
166,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
167,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
168,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
169,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
170,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
171,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
172,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
173,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
174,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
175,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
176,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
177,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
178,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
179,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
180,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
181,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
182,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
183,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
184,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
185,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
186,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
187,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
188,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
189,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
190,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
191,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
192,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
193,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
194,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
195,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
196,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
197,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
198,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
199,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
200,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
201,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
202,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
203,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
204,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
205,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
206,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
207,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
208,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
209,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
210,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
211,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
212,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
213,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
214,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
215,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
216,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
217,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
218,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
219,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
220,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
221,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
222,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
223,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
224,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
225,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
226,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
227,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
228,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
229,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
230,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
231,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
232,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
233,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
234,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
235,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
236,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
237,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
238,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
239,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
240,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
241,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
242,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
243,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
244,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
245,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
246,Jim FLETCHER (Lab),skipped,skipped,skipped,skipped,3
