precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
454500,Election Day - Insight,76343,CORINA LOPEZ,MIA OUSLEY,LEAH HALL,1,3
454500,Election Day - Insight,76344,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76345,MIA OUSLEY,LEAH HALL,CORINA LOPEZ,1,3
454500,Election Day - Insight,76350,CORINA LOPEZ,MIA OUSLEY,skipped,1,3
454500,Election Day - Insight,76351,LEAH HALL,skipped,skipped,1,3
454500,Election Day - Insight,76352,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76353,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76354,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76355,MIA OUSLEY,LEAH HALL,CORINA LOPEZ,1,3
454500,Election Day - Insight,76356,LEAH HALL,skipped,skipped,1,3
454500,Election Day - Insight,76358,MIA OUSLEY,LEAH HALL,CORINA LOPEZ,1,3
454500,Election Day - Insight,76359,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76360,CORINA LOPEZ,LEAH HALL,skipped,1,3
454500,Election Day - Insight,76361,MIA OUSLEY,LEAH HALL,CORINA LOPEZ,1,3
454500,Election Day - Insight,76362,CORINA LOPEZ,LEAH HALL,skipped,1,3
454500,Election Day - Insight,76363,MIA OUSLEY,skipped,skipped,1,3
454500,Election Day - Insight,76364,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76365,MIA OUSLEY,skipped,skipped,1,3
454500,Election Day - Insight,76366,MIA OUSLEY,skipped,skipped,1,3
454500,Election Day - Insight,76367,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76368,CORINA LOPEZ,MIA OUSLEY,LEAH HALL,1,3
454500,Election Day - Insight,76369,CORINA LOPEZ,MIA OUSLEY,LEAH HALL,1,3
454500,Election Day - Insight,76370,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76371,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76372,CORINA LOPEZ,LEAH HALL,MIA OUSLEY,1,3
454500,Election Day - Insight,76373,MIA OUSLEY,LEAH HALL,skipped,1,3
454500,Election Day - Insight,76374,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76375,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76376,MIA OUSLEY,LEAH HALL,CORINA LOPEZ,1,3
454500,Election Day - Insight,76377,CORINA LOPEZ,MIA OUSLEY,LEAH HALL,1,3
454500,Election Day - Insight,76378,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76379,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76380,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76381,LEAH HALL,CORINA LOPEZ,skipped,1,3
454500,Election Day - Insight,76382,LEAH HALL,CORINA LOPEZ,skipped,1,3
454500,Election Day - Insight,76383,CORINA LOPEZ,LEAH HALL,MIA OUSLEY,1,3
454500,Election Day - Insight,76384,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76385,MIA OUSLEY,LEAH HALL,CORINA LOPEZ,1,3
454500,Election Day - Insight,76386,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76387,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76388,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76389,CORINA LOPEZ,LEAH HALL,MIA OUSLEY,1,3
454500,Election Day - Insight,76390,CORINA LOPEZ,LEAH HALL,MIA OUSLEY,1,3
454500,Election Day - Insight,76391,LEAH HALL,CORINA LOPEZ,MIA OUSLEY,1,3
454500,Election Day - Insight,76392,CORINA LOPEZ,LEAH HALL,MIA OUSLEY,1,3
454500,Election Day - Insight,76393,CORINA LOPEZ,MIA OUSLEY,skipped,1,3
454500,Election Day - Insight,76395,LEAH HALL,skipped,skipped,1,3
454500,Election Day - Insight,76396,CORINA LOPEZ,MIA OUSLEY,skipped,1,3
454500,Election Day - Insight,76397,CORINA LOPEZ,LEAH HALL,skipped,1,3
454500,Election Day - Insight,76398,CORINA LOPEZ,skipped,skipped,1,3
454500,Election Day - Insight,76399,LEAH HALL,MIA OUSLEY,CORINA LOPEZ,1,3
454500,Election Day - Insight,76400,MIA OUSLEY,skipped,skipped,1,3
454500,Election Day - Insight,76401,LEAH HALL,skipped,skipped,1,3
454500,Election Day - Insight,76402,LEAH HALL,skipped,skipped,1,3
454500,Election Day - Insight,76403,CORINA LOPEZ,MIA OUSLEY,LEAH HALL,1,3
454500,Election Day - Insight,76404,MIA OUSLEY,CORINA LOPEZ,LEAH HALL,1,3
454500,Election Day - Insight,76405,MIA OUSLEY,CORINA LOPEZ,LEAH HALL,1,3
454500,Election Day - Insight,76407,CORINA LOPEZ,MIA OUSLEY,LEAH HALL,1,3
