precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
204310,Vote by Mail - 400C,5378,DEBORAH MATTHEWS,MARK A. COPLAN,BEN BARTLETT,1,4
204310,Vote by Mail - 400C,5379,MARK A. COPLAN,skipped,skipped,1,4
204310,Vote by Mail - 400C,5380,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5381,DEBORAH MATTHEWS,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5383,DEBORAH MATTHEWS,BEN BARTLETT,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5384,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5386,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5387,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5388,BEN BARTLETT,DEBORAH MATTHEWS,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5389,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5390,BEN BARTLETT,skipped,skipped,1,4
204310,Vote by Mail - 400C,5391,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5392,MARK A. COPLAN,skipped,skipped,1,4
204310,Vote by Mail - 400C,5393,DEBORAH MATTHEWS,skipped,skipped,1,4
204310,Vote by Mail - 400C,5394,DEBORAH MATTHEWS,skipped,skipped,1,4
204310,Vote by Mail - 400C,5395,DEBORAH MATTHEWS,skipped,skipped,1,4
204310,Vote by Mail - 400C,5396,MARK A. COPLAN,BEN BARTLETT,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5397,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5399,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5400,MARK A. COPLAN,BEN BARTLETT,skipped,1,4
204310,Vote by Mail - 400C,5401,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5402,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5403,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5404,MARK A. COPLAN,DEBORAH MATTHEWS,BEN BARTLETT,1,4
204310,Vote by Mail - 400C,5405,MARK A. COPLAN,skipped,skipped,1,4
204310,Vote by Mail - 400C,5406,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5407,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5408,DEBORAH MATTHEWS,AL G. MURRAY,BEN BARTLETT,1,4
204310,Vote by Mail - 400C,5409,MARK A. COPLAN,AL G. MURRAY,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5411,DEBORAH MATTHEWS,MARK A. COPLAN,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5412,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5414,DEBORAH MATTHEWS,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5415,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5416,MARK A. COPLAN,BEN BARTLETT,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5417,MARK A. COPLAN,BEN BARTLETT,skipped,1,4
204310,Vote by Mail - 400C,5418,BEN BARTLETT,skipped,skipped,1,4
204310,Vote by Mail - 400C,5419,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
204310,Vote by Mail - 400C,5420,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5421,DEBORAH MATTHEWS,AL G. MURRAY,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5422,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5423,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5424,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS,1,4
204310,Vote by Mail - 400C,5425,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
204310,Vote by Mail - 400C,5426,BEN BARTLETT,DEBORAH MATTHEWS,AL G. MURRAY,1,4
204310,Vote by Mail - 400C,5427,MARK A. COPLAN,skipped,skipped,1,4
208600,Vote by Mail - 400C,6111,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
208600,Vote by Mail - 400C,6112,MARK A. COPLAN,skipped,skipped,1,4
208600,Vote by Mail - 400C,6115,BEN BARTLETT,skipped,skipped,1,4
208600,Vote by Mail - 400C,6116,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6117,DEBORAH MATTHEWS,AL G. MURRAY,BEN BARTLETT,1,4
208600,Vote by Mail - 400C,6118,BEN BARTLETT,skipped,skipped,1,4
208600,Vote by Mail - 400C,6119,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
208600,Vote by Mail - 400C,6120,BEN BARTLETT,DEBORAH MATTHEWS,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6122,BEN BARTLETT,DEBORAH MATTHEWS,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6123,MARK A. COPLAN,BEN BARTLETT,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6124,DEBORAH MATTHEWS,MARK A. COPLAN,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6125,DEBORAH MATTHEWS,AL G. MURRAY,BEN BARTLETT,1,4
208600,Vote by Mail - 400C,6126,DEBORAH MATTHEWS,BEN BARTLETT,skipped,1,4
208600,Vote by Mail - 400C,6127,MARK A. COPLAN,BEN BARTLETT,DEBORAH MATTHEWS,1,4
208600,Vote by Mail - 400C,6129,DEBORAH MATTHEWS,BEN BARTLETT,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6130,MARK A. COPLAN,BEN BARTLETT,DEBORAH MATTHEWS,1,4
208600,Vote by Mail - 400C,6131,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6132,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
208600,Vote by Mail - 400C,6133,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
208600,Vote by Mail - 400C,6134,DEBORAH MATTHEWS,BEN BARTLETT,MARK A. COPLAN,1,4
208600,Vote by Mail - 400C,6135,MARK A. COPLAN,DEBORAH MATTHEWS,BEN BARTLETT,1,4
208600,Vote by Mail - 400C,6136,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY,1,4
208600,Vote by Mail - 400C,6137,MARK A. COPLAN,skipped,skipped,1,4
208600,Vote by Mail - 400C,6138,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN,1,4
208600,Vote by Mail - 400C,6139,BEN BARTLETT,skipped,skipped,1,4
208600,Vote by Mail - 400C,6140,BEN BARTLETT,MARK A. COPLAN,skipped,1,4
