precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
209410,Election Day - Insight,91096,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91097,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91098,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91099,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91100,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91101,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91102,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91103,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91104,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91105,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91106,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91107,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91108,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91109,MERRILIE MITCHELL,ALEJANDRO SOTO-VIGIL,LINDA MAIO,1,3
209410,Election Day - Insight,91125,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91126,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91127,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91128,MERRILIE MITCHELL,LINDA MAIO,ALEJANDRO SOTO-VIGIL,1,3
209410,Election Day - Insight,91129,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91130,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91131,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91132,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91133,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91134,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91135,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91136,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO,1,3
209410,Election Day - Insight,91137,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO,1,3
209410,Election Day - Insight,91138,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO,1,3
209410,Election Day - Insight,91139,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91140,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91141,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91142,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91143,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91144,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91145,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91146,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91147,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91148,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91149,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91150,MERRILIE MITCHELL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91151,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91152,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91153,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91154,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91155,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91156,MERRILIE MITCHELL,skipped,skipped,1,3
209410,Election Day - Insight,91157,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91158,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91159,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91160,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91161,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91162,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91163,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91164,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91165,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91166,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91167,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91168,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91169,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91170,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91171,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91172,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91173,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91174,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91175,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91176,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91177,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91178,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91179,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91180,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91181,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91182,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91183,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91184,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91185,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91186,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91187,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91188,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91189,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91190,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91191,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91192,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91193,LINDA MAIO,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91194,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91195,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91196,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91197,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91198,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91199,ALEJANDRO SOTO-VIGIL,skipped,skipped,1,3
209410,Election Day - Insight,91200,MERRILIE MITCHELL,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91201,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91202,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91203,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91204,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91205,LINDA MAIO,skipped,skipped,1,3
209410,Election Day - Insight,91206,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91207,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91208,LINDA MAIO,MERRILIE MITCHELL,ALEJANDRO SOTO-VIGIL,1,3
209410,Election Day - Insight,91209,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91210,ALEJANDRO SOTO-VIGIL,LINDA MAIO,MERRILIE MITCHELL,1,3
209410,Election Day - Insight,91211,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,LINDA MAIO,1,3
209410,Election Day - Insight,91212,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
209410,Election Day - Insight,91213,LINDA MAIO,MERRILIE MITCHELL,skipped,1,3
209410,Election Day - Insight,91214,ALEJANDRO SOTO-VIGIL,MERRILIE MITCHELL,skipped,1,3
209410,Election Day - Insight,91215,LINDA MAIO,MERRILIE MITCHELL,ALEJANDRO SOTO-VIGIL,1,3
209410,Election Day - Insight,91216,LINDA MAIO,MERRILIE MITCHELL,ALEJANDRO SOTO-VIGIL,1,3
209410,Election Day - Insight,91217,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91218,ALEJANDRO SOTO-VIGIL,LINDA MAIO,skipped,1,3
209410,Election Day - Insight,91219,LINDA MAIO,ALEJANDRO SOTO-VIGIL,skipped,1,3
