ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
01001_00003_000013,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000661,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,skipped,1,4
01001_00003_000659,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000655,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000529,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000383,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000253,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000120,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000085,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000049,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000027,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000601,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000493,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000360,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000277,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000097,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000022,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000589,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000476,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000259,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,MAX OROZCO,JENNIFER BROUHARD,skipped,skipped,1,4
01001_00003_000201,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000068,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000036,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,skipped,1,4
01001_00003_000578,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,skipped,skipped,skipped,skipped,1,4
01001_00003_000577,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000452,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000056,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000104,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000062,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000613,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000607,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000510,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000410,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000349,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000348,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,skipped,1,4
01001_00003_000283,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000233,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000165,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000131,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000077,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,1,4
01001_00003_000643,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000522,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000300,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000207,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000080,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000541,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000394,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000393,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000239,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000155,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000091,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000227,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000144,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000440,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,skipped,skipped,skipped,skipped,1,4
01001_00003_000306,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000625,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,skipped,1,4
01001_00003_000470,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000464,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000318,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000312,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01001_00003_000324,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,1,4
01001_00003_000657,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,1,4
01001_00003_000649,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,Write-in,skipped,1,4
01001_00003_000458,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01001_00003_000265,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,Write-in,skipped,skipped,1,4
01001_00003_000342,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000670,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01001_00003_000372,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000282,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,Write-in,MAX OROZCO,skipped,skipped,1,4
01001_00003_000446,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01001_00003_000499,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,skipped,1,4
01001_00003_000595,BT22,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,353310,353310,Election Office,MAX OROZCO,skipped,skipped,skipped,skipped,1,4
01010_00003_000174,BT39,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,224000,224000,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01010_00003_000173,BT39,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,224000,224000,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01010_00003_000162,BT39,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,224000,224000,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,skipped,1,4
01014_00008_000594,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000450,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000365,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000282,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000195,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000111,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01014_00008_000636,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000468,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,skipped,1,4
01014_00008_000414,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000288,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000207,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000069,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,MAX OROZCO,JENNIFER BROUHARD,skipped,skipped,1,4
01014_00008_000006,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,MAX OROZCO,JENNIFER BROUHARD,skipped,skipped,1,4
01014_00008_000492,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,skipped,skipped,skipped,skipped,1,4
01014_00008_000486,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000337,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000260,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,MAX OROZCO,skipped,skipped,skipped,skipped,1,4
01014_00008_000258,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01014_00008_000184,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000183,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000063,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000027,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,skipped,1,4
01014_00008_000618,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,skipped,1,4
01014_00008_000402,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000395,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000311,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01014_00008_000100,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,skipped,1,4
01014_00008_000021,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,MAX OROZCO,DAVID KAKISHIBA,JENNIFER BROUHARD,skipped,skipped,1,4
01014_00008_000642,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000540,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000306,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000018,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000573,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000567,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,skipped,1,4
01014_00008_000561,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000421,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01014_00008_000359,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000141,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,skipped,1,4
01014_00008_000033,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000606,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,MAX OROZCO,skipped,skipped,skipped,skipped,1,4
01014_00008_000498,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,MAX OROZCO,DAVID KAKISHIBA,skipped,skipped,1,4
01014_00008_000252,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000549,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,DAVID KAKISHIBA,JENNIFER BROUHARD,MAX OROZCO,skipped,skipped,1,4
01014_00008_000300,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000222,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,skipped,skipped,skipped,skipped,1,4
01014_00008_000219,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,MAX OROZCO,skipped,skipped,1,4
01014_00008_000051,BT24,Vote by Mail,AC Transit District,TRANSIT DISTRICTS 1,333410,333410,Election Office,JENNIFER BROUHARD,DAVID KAKISHIBA,skipped,skipped,skipped,1,4
