file,candidate_removed,plurality,IRV,top-two,borda-pm,top-3-truncation,condorcet,minimax,smith,smith-minimax,ranked-pairs
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollondilly.csv,FENTON Charlie,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollondilly.csv,DAVIDSON Jo-Ann,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollondilly.csv,POWELL David,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,SMITH Nathaniel,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy,HANNAN Judy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Fairfield.csv,none,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Fairfield.csv,ZANGARI Guy,YOUKHANA Sabah (Sam),YOUKHANA Sabah (Sam),YOUKHANA Sabah (Sam),YOUKHANA Sabah (Sam),YOUKHANA Sabah (Sam),O'NEILL Astrid,O'NEILL Astrid,O'NEILL Astrid,O'NEILL Astrid,O'NEILL Astrid
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Fairfield.csv,GEORGIS Sam,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Fairfield.csv,YOUKHANA Sabah (Sam),ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Fairfield.csv,O'NEILL Astrid,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,none,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,O'DONOGHUE Joseph,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,O'NEILL Marjorie,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,SHUREY Lindsay,SHUREY Lindsay,SHUREY Lindsay,SHUREY Lindsay,SHUREY Lindsay
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,MURRAY Lluisa,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,GARROD Simon,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,TURNBULL Josh,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,O'BRIEN Ciaran,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,SHUREY Lindsay,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,NOTLEY-SMITH Bruce,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie,O'NEILL Marjorie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,none,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,BARR Clayton,ANGUS Josh,ANGUS Josh,ANGUS Josh,ANGUS Josh,ANGUS Josh,MURRAY Janet,ANGUS Josh,MURRAY Janet,ANGUS Josh,ANGUS Josh
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,MURRAY Janet,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,PARKER Chris,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,RUSSELL Steve,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,ANGUS Josh,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,none,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,CAMPBELL Petra,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,D'SOUZA Noel,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,FARMER Patrick,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,KOS Rowan,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,SIMONS Caroline,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,CRUZ James,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,DALEY Michael,FARMER Patrick,FARMER Patrick,FARMER Patrick,FARMER Patrick,FARMER Patrick,CAMPBELL Petra,CRUZ James,D'SOUZA Noel,CRUZ James,CRUZ James
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,none,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,JONES Margaret,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,ERVIN Hadden,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,RICHARDS Maddy,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,PEARSON Stephen,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,PERREM Brian,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,FITZPATRICK Jake,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,MEHAN David,PERREM Brian,PERREM Brian,PERREM Brian,PERREM Brian,PERREM Brian,PEARSON Stephen,PEARSON Stephen,PEARSON Stephen,PEARSON Stephen,PEARSON Stephen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,none,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,TOOLE Paul,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau,RILEY Beau
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,HANSEN Timothy,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,BEGG Michael,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,RILEY Beau,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,MAY Brenden,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,HARVEY David,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,none,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,BONGOMIN Raphael,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,MANNERING Lucy,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,DRAGONE Gianluca,DRAGONE Gianluca,DRAGONE Gianluca,DRAGONE Gianluca,DRAGONE Gianluca
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,PRESTON Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,COURE Mark,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,DRAGONE Gianluca,COURE Mark,COURE Mark,COURE Mark,COURE Mark,COURE Mark,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy,MANNERING Lucy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,none,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,BOWMAN Dean,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,CATLEY Yasmin,BOWMAN Dean,BOWMAN Dean,BOWMAN Dean,BOWMAN Dean,BOWMAN Dean,WILLIAMSON Doug,WILLIAMSON Doug,WILLIAMSON Doug,WILLIAMSON Doug,WILLIAMSON Doug
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,WILLIAMSON Doug,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,SEDDON Glenn,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,RISELEY Julia,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,none,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,KEIGHTLEY Gregory,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,MARSCHALL Richard,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,LIU Kingsley,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,LAFFIN Owen,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,PIGOTT Mark,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,PHILLIPS Cameron,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,DOYLE Trish,LAFFIN Owen,LIU Kingsley,LIU Kingsley,LIU Kingsley,LIU Kingsley,LIU Kingsley,LIU Kingsley,LIU Kingsley,LIU Kingsley,LIU Kingsley
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,none,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,HUGHES Nick,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,HUNT Nathan,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,ARMSTRONG Jen,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,PETINOS Eleni,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,CAPSIS George,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,CAMERON Gaye,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen,ARMSTRONG Jen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,none,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,VOLTZ Lynda,KANG Kyoung Hee (Christina),KANG Kyoung Hee (Christina),KANG Kyoung Hee (Christina),KANG Kyoung Hee (Christina),KANG Kyoung Hee (Christina),CASTLE Janet,CASTLE Janet,CASTLE Janet,CASTLE Janet,CASTLE Janet
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,AHERN Luke,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,LEE Kieron,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,KANG Kyoung Hee (Christina),VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,CASTLE Janet,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda,VOLTZ Lynda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,none,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,FLEISHER Andrew,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,SCHIER Andrew,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,WILLIAMS Leigh,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,BUTLER Roy,SCHIER Andrew,SCHIER Andrew,SCHIER Andrew,SCHIER Andrew,SCHIER Andrew,TURLEY Darriea,TURLEY Darriea,TURLEY Darriea,TURLEY Darriea,TURLEY Darriea
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,NADEN Phil,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,TURLEY Darriea,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,MCDONALD-PRITCHARD Maree,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy,BUTLER Roy
