voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
1,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
2,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
3,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
4,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
5,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
6,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
7,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
8,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
9,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
10,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
11,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
12,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
13,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
14,Alba,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
15,Alba,SNP,Lab,Martin James KEATINGS  (UNKNOWN),LD,Grn,skipped,skipped,skipped,skipped,,10
16,Alba,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
17,Alba,SNP,Grn,Lab,LD,Martin James KEATINGS  (UNKNOWN),SFP,Con,skipped,skipped,,10
18,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
19,Alba,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
20,Alba,SNP,Grn,SFP,Martin James KEATINGS  (UNKNOWN),LD,Lab,Con,skipped,skipped,,10
21,Alba,SNP,Grn,Martin James KEATINGS  (UNKNOWN),Lab,LD,Con,SFP,skipped,skipped,,10
22,Alba,SNP,Martin James KEATINGS  (UNKNOWN),Grn,skipped,skipped,skipped,skipped,skipped,skipped,,10
23,Alba,SNP,Martin James KEATINGS  (UNKNOWN),Grn,skipped,skipped,skipped,skipped,skipped,skipped,,10
24,Alba,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
25,Alba,Lab,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
26,Alba,Lab,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
27,Alba,Lab,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
28,Alba,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
29,Alba,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
30,Alba,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
31,Alba,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
32,Alba,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
33,Alba,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
34,Alba,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
35,Alba,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
36,Alba,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
37,Alba,Grn,SFP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
38,Alba,Grn,Martin James KEATINGS  (UNKNOWN),SNP,Lab,LD,SFP,Con,skipped,skipped,,10
39,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
40,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
41,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
42,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
43,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
44,Alba,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
45,Alba,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
46,Alba,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
47,Alba,SNP,Grn,SFP,skipped,skipped,skipped,skipped,skipped,skipped,,10
48,Alba,SNP,Grn,Martin James KEATINGS  (UNKNOWN),LD,Lab,SFP,Con,skipped,skipped,,10
49,Alba,SNP,Martin James KEATINGS  (UNKNOWN),Grn,SFP,skipped,skipped,skipped,skipped,skipped,,10
50,Alba,SNP,Martin James KEATINGS  (UNKNOWN),Grn,SFP,Lab,LD,Con,skipped,skipped,,10
51,Alba,SNP,LD,Martin James KEATINGS  (UNKNOWN),SFP,Lab,Grn,Con,skipped,skipped,,10
52,Alba,SNP,Martin James KEATINGS  (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,,10
