voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
1,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
2,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
3,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
4,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
5,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
6,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
7,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
8,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
9,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
10,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
11,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
12,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
13,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
14,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
15,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
16,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
17,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
18,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
19,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
20,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
21,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
22,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
23,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
24,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
25,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
26,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
27,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
28,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
29,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
30,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
31,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
32,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
33,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
34,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
35,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
36,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
37,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
38,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
39,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
40,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
41,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
42,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
43,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
44,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
45,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
46,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
47,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
48,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
49,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
50,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
51,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
52,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
53,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
54,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
55,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
56,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
57,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
58,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
59,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
60,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
61,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
62,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
63,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
64,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
65,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
66,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
67,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
68,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
69,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
70,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
71,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
72,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
73,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
74,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
75,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
76,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
77,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
78,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
79,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
80,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
81,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
82,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
83,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
84,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
85,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
86,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
87,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
88,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
89,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
90,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
91,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
92,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
93,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
94,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
95,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
96,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
97,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
98,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
99,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
100,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
101,Ann GAUNT (LD),skipped,skipped,skipped,skipped,3
102,Ann GAUNT (LD),Tom GRAY (SNP),skipped,skipped,skipped,3
103,Ann GAUNT (LD),Tom GRAY (SNP),skipped,skipped,skipped,3
104,Ann GAUNT (LD),Tom GRAY (SNP),skipped,skipped,skipped,3
105,Ann GAUNT (LD),Tom GRAY (SNP),skipped,skipped,skipped,3
106,Ann GAUNT (LD),Tom GRAY (SNP),skipped,skipped,skipped,3
107,Ann GAUNT (LD),Tom GRAY (SNP),skipped,skipped,skipped,3
