Cast Vote Record,Precinct,Ballot Style,Num cands,Num seats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
775,Portland Absentee,Ballot Style 4,11,1,"Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
776,Portland Absentee,Ballot Style 5,11,1,"Houseal, Ian P.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
777,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
778,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
779,Portland Absentee,Ballot Style 4,11,1,"Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Houseal, Ian P.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped
780,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.",skipped
781,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
782,Portland Absentee,Ballot Style 2,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
783,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
784,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped
785,Portland Absentee,Ballot Style 5,11,1,"Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
786,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
787,Portland Absentee,Ballot Style 2,11,1,"Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped
788,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
789,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
790,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
791,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
792,Portland Absentee,Ballot Style 5,11,1,"Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
793,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
794,Portland Absentee,Ballot Style 4,11,1,"Condrey, Lawson T.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
795,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
796,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
797,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
798,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
799,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
800,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
801,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
802,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
803,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Chann, Marpheen S.","DiMillo, Steven A.","Buxton, Catherine A.","Grant, Benjamin K.","Rovelto, Hope R.","Washburn, Patricia J.",skipped,skipped,skipped
804,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
805,Portland Absentee,Ballot Style 3,11,1,"Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
806,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
807,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
808,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
809,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
810,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
811,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","Grant, Benjamin K.","Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped
812,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
813,Portland Absentee,Ballot Style 5,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
814,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
815,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.","Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped
816,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.","Washburn, Patricia J.","Chann, Marpheen S.","Houseal, Ian P.","Grant, Benjamin K.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.",skipped
817,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Washburn, Patricia J.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
818,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
819,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.","Emerson, Anthony M.","Grant, Benjamin K.","Rovelto, Hope R.","DiMillo, Steven A."
820,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
821,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
822,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped
823,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.","Rovelto, Hope R.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J."
824,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Bailey, William M.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped
825,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
826,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
827,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
828,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
829,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
830,Portland Absentee,Ballot Style 5,11,1,"Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
831,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
832,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
833,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Rovelto, Hope R.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
834,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.","Houseal, Ian P.",skipped,skipped,skipped
835,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped
836,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Houseal, Ian P.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.","Rovelto, Hope R.","DiMillo, Steven A."
837,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
838,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
839,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
840,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
841,Portland Absentee,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.",skipped,skipped
842,Portland Absentee,Ballot Style 5,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
843,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
844,Portland Absentee,Ballot Style 4,11,1,"Houseal, Ian P.","Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
845,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
846,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.",skipped
847,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
848,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","DiMillo, Steven A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped
849,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped
850,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
851,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
852,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
853,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped
854,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
855,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
856,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
857,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
858,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
859,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
860,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped
861,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped
862,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped
863,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.","Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped
864,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
865,Portland Absentee,Ballot Style 4,11,1,"Bailey, William M.","DiMillo, Steven A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
866,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
867,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
868,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
869,Portland Absentee,Ballot Style 5,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
870,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
871,Portland Absentee,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped
872,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
873,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
