file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
eilean-siar12-ballots/SgireAnRubha_eilean-siar12-05.csv,8,['Zena STEWART (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)'],['ALASDAIR MACLEOD (Ind)']
glasgow17-ballots/Ward21NorthEast_glasgow17-021.csv,9,['Maureen BURKE (Lab)'],['Maureen BURKE (Lab)'],['Maureen BURKE (Lab)'],['Maureen BURKE (Lab)'],['Ruairi KELLY (SNP)'],['Maureen BURKE (Lab)'],['Maureen BURKE (Lab)'],[],"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']",['Maureen BURKE (Lab)'],['Maureen BURKE (Lab)'],"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']",['Ruairi KELLY (SNP)'],['Maureen BURKE (Lab)'],['Ruairi KELLY (SNP)'],"['Maureen BURKE (Lab)', 'Ruairi KELLY (SNP)']"
n-ayrshire12-ballots/Ward03-Kilwinning_n-ayrshire12-03.csv,12,['John FERGUSON (SNP)'],['John FERGUSON (SNP)'],['Joe CULLINANE (Lab)'],['John FERGUSON (SNP)'],['John FERGUSON (SNP)'],['John FERGUSON (SNP)'],['John FERGUSON (SNP)'],[],"['Joe CULLINANE (Lab)', 'John FERGUSON (SNP)']",['John FERGUSON (SNP)'],['Joe CULLINANE (Lab)'],"['Joe CULLINANE (Lab)', 'John FERGUSON (SNP)']",['Joe CULLINANE (Lab)'],['Joe CULLINANE (Lab)'],['Joe CULLINANE (Lab)'],"['Joe CULLINANE (Lab)', 'John FERGUSON (SNP)']"
eilean-siar17-ballots/LochaTuath_eilean-siar17-08.csv,7,['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)']
scottish by-elections/Ward2-KintyreandtheIslands_Argyll and Bute 2024 by-election Ward 2.csv,6,['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)'],['Anne HORN (SNP)']
moray17-ballots/Buckie_moray17-03.csv,5,['Tim EAGLE (Con)'],['Gordon MCDONALD (SNP)'],['Sonya WARREN (SNP)'],['Tim EAGLE (Con)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)'],['Gordon COWIE (Ind)'],['Gordon MCDONALD (SNP)'],['Gordon MCDONALD (SNP)']
dumgal12-ballots/CastleDouglasandGlenkensWard_dumgal12-05.csv,8,['(Con) Finlay CARSON'],['(Con) Finlay CARSON'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Con) Finlay CARSON'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE'],['(Ind) George N PRENTICE']
