voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
1,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
2,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
3,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
5,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
7,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
8,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
9,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
10,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
11,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
12,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
13,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
14,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
15,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
16,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Chris BRIND (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Chris BRIND (Grn),Sam HEMPLE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,Chris BRIND (Grn),Sam HEMPLE (Ind),Steven JACKSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
21,Chris BRIND (Grn),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),skipped,skipped,skipped,skipped,skipped,3
22,Chris BRIND (Grn),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),skipped,skipped,skipped,skipped,skipped,3
23,Chris BRIND (Grn),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),skipped,skipped,skipped,skipped,skipped,3
24,Chris BRIND (Grn),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),Adanna Bridget MCCUE (SNP),Alan NIMMO (Lab),Malcolm NICOL (C),Stuart MARTIN (UKIP),skipped,3
25,Chris BRIND (Grn),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),Alan NIMMO (Lab),Malcolm NICOL (C),Adanna Bridget MCCUE (SNP),Stuart MARTIN (UKIP),skipped,3
26,Chris BRIND (Grn),Sam HEMPLE (Ind),Malcolm NICOL (C),skipped,skipped,skipped,skipped,skipped,skipped,3
27,Chris BRIND (Grn),Sam HEMPLE (Ind),Ricky WILSON (Ind),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,3
28,Chris BRIND (Grn),Sam HEMPLE (Ind),Ricky WILSON (Ind),Adanna Bridget MCCUE (SNP),Steven JACKSON (Ind),skipped,skipped,skipped,skipped,3
29,Chris BRIND (Grn),Steven JACKSON (Ind),Sam HEMPLE (Ind),Malcolm NICOL (C),skipped,skipped,skipped,skipped,skipped,3
30,Chris BRIND (Grn),Steven JACKSON (Ind),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
31,Chris BRIND (Grn),Steven JACKSON (Ind),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
32,Chris BRIND (Grn),Steven JACKSON (Ind),Adanna Bridget MCCUE (SNP),Ricky WILSON (Ind),Sam HEMPLE (Ind),Alan NIMMO (Lab),Malcolm NICOL (C),Stuart MARTIN (UKIP),skipped,3
33,Chris BRIND (Grn),Steven JACKSON (Ind),Alan NIMMO (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
34,Chris BRIND (Grn),Steven JACKSON (Ind),Ricky WILSON (Ind),Malcolm NICOL (C),skipped,skipped,skipped,skipped,skipped,3
35,Chris BRIND (Grn),Stuart MARTIN (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
36,Chris BRIND (Grn),Stuart MARTIN (UKIP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
37,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
38,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
39,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
40,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
41,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
42,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
43,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
44,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
45,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
46,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
47,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
48,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
49,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
50,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),Sam HEMPLE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
51,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),Sam HEMPLE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
52,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),Sam HEMPLE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
53,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),Sam HEMPLE (Ind),Steven JACKSON (Ind),Alan NIMMO (Lab),Ricky WILSON (Ind),Stuart MARTIN (UKIP),Malcolm NICOL (C),skipped,3
54,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),Alan NIMMO (Lab),Malcolm NICOL (C),Stuart MARTIN (UKIP),skipped,3
55,Chris BRIND (Grn),Adanna Bridget MCCUE (SNP),Sam HEMPLE (Ind),Steven JACKSON (Ind),Ricky WILSON (Ind),Alan NIMMO (Lab),Malcolm NICOL (C),Stuart MARTIN (UKIP),skipped,3
