voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
0,Kenny BRAES (SNP) Party (SNP),Bill DUFF (SNP) Party (SNP),Mark SALMOND (Ind),Tommy STEWART (Ind),James BOAG (Ind),Jamie ADAMS (Grn) Party,skipped,skipped,skipped,4,9
1,Angela Jocelyn NOBLE Scottish (LD),John RUDDY (Lab) and Co-operative Party,Jamie ADAMS (Grn) Party,Tommy STEWART (Ind),Mark SALMOND (Ind),James BOAG (Ind),Iain GALL Scottish (Con) and Unionist,Bill DUFF (SNP) Party (SNP),Kenny BRAES (SNP) Party (SNP),4,9
2,Bill DUFF (SNP) Party (SNP),Kenny BRAES (SNP) Party (SNP),Jamie ADAMS (Grn) Party,John RUDDY (Lab) and Co-operative Party,James BOAG (Ind),Angela Jocelyn NOBLE Scottish (LD),Tommy STEWART (Ind),Mark SALMOND (Ind),Iain GALL Scottish (Con) and Unionist,4,9
3,Tommy STEWART (Ind),Mark SALMOND (Ind),James BOAG (Ind),John RUDDY (Lab) and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4,9
4,Tommy STEWART (Ind),Mark SALMOND (Ind),James BOAG (Ind),John RUDDY (Lab) and Co-operative Party,skipped,skipped,skipped,skipped,skipped,4,9
5,Angela Jocelyn NOBLE Scottish (LD),John RUDDY (Lab) and Co-operative Party,Mark SALMOND (Ind),Bill DUFF (SNP) Party (SNP),Kenny BRAES (SNP) Party (SNP),Iain GALL Scottish (Con) and Unionist,skipped,skipped,skipped,4,9
6,Bill DUFF (SNP) Party (SNP),Kenny BRAES (SNP) Party (SNP),James BOAG (Ind),Tommy STEWART (Ind),skipped,skipped,skipped,skipped,skipped,4,9
7,John RUDDY (Lab) and Co-operative Party,Mark SALMOND (Ind),Iain GALL Scottish (Con) and Unionist,Angela Jocelyn NOBLE Scottish (LD),Jamie ADAMS (Grn) Party,skipped,skipped,skipped,skipped,4,9
8,Bill DUFF (SNP) Party (SNP),Kenny BRAES (SNP) Party (SNP),John RUDDY (Lab) and Co-operative Party,Mark SALMOND (Ind),Tommy STEWART (Ind),Angela Jocelyn NOBLE Scottish (LD),James BOAG (Ind),Jamie ADAMS (Grn) Party,Iain GALL Scottish (Con) and Unionist,4,9
9,Mark SALMOND (Ind),Tommy STEWART (Ind),Angela Jocelyn NOBLE Scottish (LD),Iain GALL Scottish (Con) and Unionist,James BOAG (Ind),Jamie ADAMS (Grn) Party,Kenny BRAES (SNP) Party (SNP),Bill DUFF (SNP) Party (SNP),John RUDDY (Lab) and Co-operative Party,4,9
