ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,numSeats,numCands
92100_00113_000098,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000097,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000059,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy","Holland, Ky",skipped,1,3
92100_00113_000058,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000029,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000020,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000092,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000091,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy","Holland, Ky",skipped,1,3
92100_00113_000044,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000043,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000025,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000019,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000005,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000094,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000093,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy","Holland, Ky",skipped,1,3
92100_00113_000062,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000061,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000040,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000021,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000010,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000095,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000052,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000051,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy","Holland, Ky",skipped,1,3
92100_00113_000037,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000022,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000002,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000100,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000099,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000064,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000041,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000023,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000012,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000066,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000065,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000042,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000024,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000011,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000068,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000067,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000046,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000026,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000014,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000072,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000071,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000045,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000027,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy","Holland, Ky",skipped,1,3
92100_00113_000007,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000076,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky","Bauer, Lucy",skipped,1,3
92100_00113_000075,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000047,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000028,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000080,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000079,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000050,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000030,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",Write-in,skipped,1,3
92100_00113_000016,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
92100_00113_000078,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000077,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy","Holland, Ky",skipped,1,3
92100_00113_000049,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Holland, Ky",skipped,skipped,1,3
92100_00113_000031,Ballot 10 - Type 10,Absentee,Judicial 3,Judicial,District 9 - Absentee,District 9 - Absentee,Region II,"Bauer, Lucy",skipped,skipped,1,3
