Precinct,rank1,rank2,rank3,numSeats,numCands
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
MINNETONKA W-4 P-D,Ted Nearman,skipped,skipped,1,4
