ballotID,Precinct,Ballot Style,rank1,rank2,rank3,numSeats,numCands
22199,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22204,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22214,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22215,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22217,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22219,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22223,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22226,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22227,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22231,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22239,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22241,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22242,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22243,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22244,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip",skipped,1,3
22245,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip",skipped,1,3
22246,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22256,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22259,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22260,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22263,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22265,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22266,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.",skipped,1,3
22270,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22277,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22278,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22279,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22282,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22283,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22286,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip",skipped,1,3
22288,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22292,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22293,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22296,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22298,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.",skipped,1,3
22310,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22313,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22316,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22321,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.",skipped,1,3
22325,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22326,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22328,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22334,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22335,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22336,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22344,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22346,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22347,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22349,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22354,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22355,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22356,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22358,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22367,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip",skipped,1,3
22369,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22373,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22375,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22377,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22379,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22385,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22386,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22388,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22390,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22392,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22402,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22404,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22406,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22409,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22411,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22414,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip",skipped,1,3
22415,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22420,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22421,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22423,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22424,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip",skipped,1,3
22425,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22426,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22433,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22435,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22436,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22437,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22442,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22444,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22446,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22447,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22450,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22452,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22454,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22458,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22459,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22463,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22464,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22466,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22467,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.",skipped,1,3
22472,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22475,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22481,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22485,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22486,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22488,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22489,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22490,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22498,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22499,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22500,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22504,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.",skipped,1,3
22506,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22507,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22510,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22518,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22522,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22523,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22524,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22525,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22530,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22531,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22534,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22535,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22536,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.",skipped,1,3
22553,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22555,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22558,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22559,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22566,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22578,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22582,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22584,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22585,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22586,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22591,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22597,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22605,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22606,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22609,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22610,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22611,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22613,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22615,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22616,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22618,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22620,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22623,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22624,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22625,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22626,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22628,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22629,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22631,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22633,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22637,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22644,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22647,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22649,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22650,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.",skipped,1,3
22651,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.",skipped,1,3
22652,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.",skipped,1,3
22655,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22660,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22666,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22673,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22678,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22680,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22683,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22690,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22697,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22698,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22700,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22705,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22706,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22707,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22708,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22712,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22713,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22715,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22718,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22719,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22720,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22721,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22724,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.",skipped,skipped,1,3
22725,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22731,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22732,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22737,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22738,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22739,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22740,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22742,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Pattavina, Charles F.","Curry, Glenn Chip",1,3
22746,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Stanicki, Robyn M.","Curry, Glenn Chip",1,3
22748,Lincolnville,DEM Ballot Style 41,"Stanicki, Robyn M.","Curry, Glenn Chip","Pattavina, Charles F.",1,3
22751,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22752,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.","Curry, Glenn Chip","Stanicki, Robyn M.",1,3
22753,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22755,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22756,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22759,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.","Pattavina, Charles F.",1,3
22762,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip",skipped,skipped,1,3
22763,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Stanicki, Robyn M.",skipped,1,3
22764,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
22767,Lincolnville,DEM Ballot Style 41,"Pattavina, Charles F.",skipped,skipped,1,3
22769,Lincolnville,DEM Ballot Style 41,"Curry, Glenn Chip","Pattavina, Charles F.","Stanicki, Robyn M.",1,3
