voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
1,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
2,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
3,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
4,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
5,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
6,Alan HILL (SNP),Ian MURDOCH (Ind),David John NAIRN (Grn),Eleanor COLLIER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
7,Alan HILL (SNP),Eleanor COLLIER (SNP),David John NAIRN (Grn),Jane FRASER (Alba),Nick HOBSON Independence for Scotland Party (UNKNOWN),Wendy LOW-THOMSON (Ind),Ian MURDOCH (Ind),James MCDAID Socialist (Lab) Party,Valerie REID (Lab),Margaret MCLELLAN (LD),Tom MARSHALL (Con),Todd FERGUSON (Con),5,12
8,Todd FERGUSON (Con),Tom MARSHALL (Con),Valerie REID (Lab),Ian MURDOCH (Ind),Margaret MCLELLAN (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
9,Tom MARSHALL (Con),James MCDAID Socialist (Lab) Party,Valerie REID (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,5,12
