District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4
Kogarah,Absent,22244,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22245,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22246,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22247,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22248,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22249,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22250,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22251,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22252,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22253,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22254,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22255,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22256,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22257,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22258,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22259,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22260,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22261,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22262,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22263,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22264,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22265,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22266,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22267,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22268,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22269,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22270,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22271,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22272,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22273,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22274,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22275,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22276,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22277,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22278,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22279,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22280,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22281,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22282,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22283,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22284,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22285,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22286,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22287,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22288,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22289,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22290,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22291,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22292,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22293,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22294,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22295,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22296,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22297,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22298,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22299,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22300,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22301,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22302,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22303,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22304,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22305,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22306,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22307,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22308,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22309,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22310,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22311,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22312,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22313,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22314,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22315,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22316,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22317,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22318,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22319,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22320,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22321,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22322,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22323,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22324,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22325,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22326,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22327,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22328,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22329,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22330,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22331,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22332,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22333,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22334,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22335,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22336,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22337,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22338,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22339,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22340,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22341,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22342,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22343,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22344,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22345,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22346,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22347,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22348,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22349,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22350,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22351,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22352,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22353,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22354,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22355,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22356,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22357,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22358,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22359,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22360,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22361,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22362,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22363,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22364,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22365,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22366,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22367,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22368,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22369,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22370,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22371,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22372,Formal,CHUNG Craig,skipped,skipped,skipped
Kogarah,Absent,22373,Formal,CHUNG Craig,skipped,skipped,skipped
