Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 80 ED: 053,,2021P2V1_ABS,Troy Blackwell,Latchmi Devi Gopal,skipped,skipped,skipped,9,1
AD: 80 ED: 053,,2021P2V1_ABS,Bernadette Ferrara,Troy Blackwell,John E. Sanchez,skipped,skipped,9,1
AD: 80 ED: 053,,2021P2V1_ABS,Bernadette Ferrara,Ischia J. Bravo,Lillithe Lozano,John E. Sanchez,Kenny G. Agosto,9,1
AD: 80 ED: 053,,2021P2V1_ABS,Oswald Feliz,Troy Blackwell,skipped,skipped,skipped,9,1
AD: 80 ED: 053,,2021P2V1_ABS,Kenny G. Agosto,Oswald Feliz,Troy Blackwell,John E. Sanchez,Latchmi Devi Gopal,9,1
AD: 80 ED: 053,,2021P2V1_ABS,Oswald Feliz,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 053,,2021P2V1_ABS,Bernadette Ferrara,Oswald Feliz,Lillithe Lozano,Troy Blackwell,John E. Sanchez,9,1
AD: 86 ED: 032,,2021P2V1_ABS,Bernadette Ferrara,Troy Blackwell,Lillithe Lozano,skipped,skipped,9,1
AD: 86 ED: 032,,2021P2V1_ABS,Latchmi Devi Gopal,skipped,skipped,skipped,skipped,9,1
AD: 86 ED: 032,,2021P2V1_ABS,Latchmi Devi Gopal,skipped,skipped,skipped,skipped,9,1
AD: 86 ED: 032,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,John E. Sanchez,Troy Blackwell,skipped,9,1
AD: 86 ED: 040,,2021P2V1_ABS,Bernadette Ferrara,Latchmi Devi Gopal,Ischia J. Bravo,John E. Sanchez,Oswald Feliz,9,1
AD: 86 ED: 040,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Bernadette Ferrara,Ischia J. Bravo,skipped,9,1
AD: 86 ED: 040,,2021P2V1_ABS,Latchmi Devi Gopal,skipped,skipped,skipped,skipped,9,1
AD: 86 ED: 040,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,John E. Sanchez,Troy Blackwell,Kenny G. Agosto,9,1
AD: 86 ED: 040,,2021P2V1_ABS,Kenny G. Agosto,skipped,skipped,skipped,skipped,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Bernadette Ferrara,John E. Sanchez,Oswald Feliz,Kenny G. Agosto,Lillithe Lozano,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,Bernadette Ferrara,Lillithe Lozano,Latchmi Devi Gopal,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Troy Blackwell,Bernadette Ferrara,Lillithe Lozano,Ischia J. Bravo,Latchmi Devi Gopal,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Bernadette Ferrara,John E. Sanchez,Kenny G. Agosto,Lillithe Lozano,Ischia J. Bravo,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Troy Blackwell,Latchmi Devi Gopal,Lillithe Lozano,Oswald Feliz,Bernadette Ferrara,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Latchmi Devi Gopal,Troy Blackwell,Kenny G. Agosto,skipped,skipped,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Troy Blackwell,skipped,skipped,skipped,skipped,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Latchmi Devi Gopal,Ischia J. Bravo,Oswald Feliz,Lillithe Lozano,Bernadette Ferrara,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,Lillithe Lozano,Latchmi Devi Gopal,Bernadette Ferrara,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Bernadette Ferrara,Troy Blackwell,Oswald Feliz,Ischia J. Bravo,John E. Sanchez,9,1
AD: 86 ED: 050,,2021P2V1_ABS,Bernadette Ferrara,John E. Sanchez,Kenny G. Agosto,Oswald Feliz,Ischia J. Bravo,9,1
AD: 86 ED: 054,,2021P2V1_ABS,Ischia J. Bravo,Bernadette Ferrara,Lillithe Lozano,skipped,skipped,9,1
AD: 86 ED: 054,,2021P2V1_ABS,John E. Sanchez,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Bernadette Ferrara,Oswald Feliz,John E. Sanchez,Ischia J. Bravo,Lillithe Lozano,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Oswald Feliz,Kenny G. Agosto,Ischia J. Bravo,Bernadette Ferrara,John E. Sanchez,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 80 ED: 063,,2021P2V1_ABS,John E. Sanchez,Latchmi Devi Gopal,Ischia J. Bravo,Troy Blackwell,Oswald Feliz,9,1
AD: 80 ED: 063,,2021P2V1_ABS,John E. Sanchez,Troy Blackwell,Latchmi Devi Gopal,Ischia J. Bravo,Oswald Feliz,9,1
AD: 80 ED: 063,,2021P2V1_ABS,John E. Sanchez,Latchmi Devi Gopal,Ischia J. Bravo,Troy Blackwell,Oswald Feliz,9,1
AD: 80 ED: 063,,2021P2V1_ABS,John E. Sanchez,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Ischia J. Bravo,Latchmi Devi Gopal,Bernadette Ferrara,Oswald Feliz,Troy Blackwell,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Bernadette Ferrara,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Latchmi Devi Gopal,John E. Sanchez,Bernadette Ferrara,Oswald Feliz,Ischia J. Bravo,9,1
AD: 80 ED: 063,,2021P2V1_ABS,John E. Sanchez,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Ischia J. Bravo,Lillithe Lozano,skipped,skipped,skipped,9,1
AD: 80 ED: 063,,2021P2V1_ABS,Latchmi Devi Gopal,Ischia J. Bravo,skipped,skipped,skipped,9,1
AD: 86 ED: 059,,2021P2V1_ABS,Oswald Feliz,Kenny G. Agosto,Troy Blackwell,skipped,skipped,9,1
AD: 86 ED: 059,,2021P2V1_ABS,John E. Sanchez,Oswald Feliz,Ischia J. Bravo,skipped,skipped,9,1
AD: 86 ED: 059,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,Bernadette Ferrara,Troy Blackwell,John E. Sanchez,9,1
AD: 86 ED: 059,,2021P2V1_ABS,Oswald Feliz,Kenny G. Agosto,Troy Blackwell,skipped,skipped,9,1
AD: 86 ED: 059,,2021P2V1_ABS,Oswald Feliz,Troy Blackwell,Latchmi Devi Gopal,Ischia J. Bravo,Lillithe Lozano,9,1
AD: 87 ED: 003,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,Kenny G. Agosto,John E. Sanchez,Bernadette Ferrara,9,1
AD: 87 ED: 003,,2021P2V1_ABS,John E. Sanchez,Oswald Feliz,Ischia J. Bravo,skipped,skipped,9,1
AD: 87 ED: 003,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,Troy Blackwell,John E. Sanchez,Latchmi Devi Gopal,9,1
AD: 87 ED: 003,,2021P2V1_ABS,Troy Blackwell,Bernadette Ferrara,Oswald Feliz,John E. Sanchez,Kenny G. Agosto,9,1
AD: 87 ED: 003,,2021P2V1_ABS,John E. Sanchez,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 003,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Ischia J. Bravo,skipped,skipped,9,1
AD: 87 ED: 003,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Ischia J. Bravo,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Troy Blackwell,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Troy Blackwell,Ischia J. Bravo,skipped,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Troy Blackwell,John E. Sanchez,skipped,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Lillithe Lozano,Oswald Feliz,Bernadette Ferrara,Kenny G. Agosto,Ischia J. Bravo,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,Troy Blackwell,John E. Sanchez,Kenny G. Agosto,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Oswald Feliz,Lillithe Lozano,skipped,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Troy Blackwell,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Troy Blackwell,Ischia J. Bravo,skipped,skipped,skipped,9,1
AD: 80 ED: 014,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,Bernadette Ferrara,Latchmi Devi Gopal,John E. Sanchez,9,1
AD: 80 ED: 050,,2021P2V1_ABS,Oswald Feliz,Troy Blackwell,John E. Sanchez,skipped,skipped,9,1
AD: 80 ED: 050,,2021P2V1_ABS,Oswald Feliz,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 050,,2021P2V1_ABS,Oswald Feliz,Troy Blackwell,Bernadette Ferrara,John E. Sanchez,Ischia J. Bravo,9,1
AD: 80 ED: 050,,2021P2V1_ABS,Troy Blackwell,Latchmi Devi Gopal,Ischia J. Bravo,Bernadette Ferrara,John E. Sanchez,9,1
AD: 87 ED: 017,,2021P2V1_ABS,Lillithe Lozano,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,John E. Sanchez,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Troy Blackwell,Bernadette Ferrara,John E. Sanchez,Oswald Feliz,Kenny G. Agosto,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Bernadette Ferrara,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,John E. Sanchez,Oswald Feliz,Kenny G. Agosto,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,John E. Sanchez,writein,Kenny G. Agosto,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Troy Blackwell,Bernadette Ferrara,skipped,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Ischia J. Bravo,Bernadette Ferrara,Oswald Feliz,Lillithe Lozano,Latchmi Devi Gopal,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Troy Blackwell,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Lillithe Lozano,John E. Sanchez,Bernadette Ferrara,Oswald Feliz,Troy Blackwell,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Bernadette Ferrara,Lillithe Lozano,writein,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Ischia J. Bravo,Kenny G. Agosto,Lillithe Lozano,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Troy Blackwell,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,Troy Blackwell,Lillithe Lozano,John E. Sanchez,9,1
AD: 80 ED: 062,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Latchmi Devi Gopal,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Ischia J. Bravo,Troy Blackwell,skipped,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Lillithe Lozano,Kenny G. Agosto,Ischia J. Bravo,Oswald Feliz,Bernadette Ferrara,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,Troy Blackwell,Ischia J. Bravo,Kenny G. Agosto,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Bernadette Ferrara,John E. Sanchez,Oswald Feliz,Ischia J. Bravo,Latchmi Devi Gopal,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Kenny G. Agosto,Oswald Feliz,Troy Blackwell,Latchmi Devi Gopal,Ischia J. Bravo,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Troy Blackwell,Bernadette Ferrara,Lillithe Lozano,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Kenny G. Agosto,Bernadette Ferrara,skipped,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Kenny G. Agosto,Bernadette Ferrara,skipped,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Oswald Feliz,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Kenny G. Agosto,Troy Blackwell,Bernadette Ferrara,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,Kenny G. Agosto,Troy Blackwell,Latchmi Devi Gopal,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,John E. Sanchez,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Bernadette Ferrara,skipped,skipped,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Troy Blackwell,Bernadette Ferrara,Oswald Feliz,John E. Sanchez,Latchmi Devi Gopal,9,1
AD: 80 ED: 052,,2021P2V1_ABS,Bernadette Ferrara,Troy Blackwell,Kenny G. Agosto,Lillithe Lozano,John E. Sanchez,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Latchmi Devi Gopal,Troy Blackwell,skipped,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Kenny G. Agosto,Bernadette Ferrara,Oswald Feliz,John E. Sanchez,Latchmi Devi Gopal,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Kenny G. Agosto,Lillithe Lozano,Oswald Feliz,John E. Sanchez,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Troy Blackwell,Lillithe Lozano,skipped,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Latchmi Devi Gopal,Troy Blackwell,skipped,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Troy Blackwell,Kenny G. Agosto,Bernadette Ferrara,Latchmi Devi Gopal,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Troy Blackwell,Oswald Feliz,skipped,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,Bernadette Ferrara,Troy Blackwell,John E. Sanchez,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Bernadette Ferrara,Troy Blackwell,Lillithe Lozano,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Oswald Feliz,Bernadette Ferrara,Ischia J. Bravo,Kenny G. Agosto,John E. Sanchez,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Oswald Feliz,skipped,skipped,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Kenny G. Agosto,Bernadette Ferrara,John E. Sanchez,Oswald Feliz,Latchmi Devi Gopal,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Ischia J. Bravo,skipped,skipped,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Ischia J. Bravo,Oswald Feliz,Lillithe Lozano,Bernadette Ferrara,John E. Sanchez,9,1
AD: 80 ED: 074,,2021P2V1_ABS,Oswald Feliz,John E. Sanchez,Lillithe Lozano,Latchmi Devi Gopal,Bernadette Ferrara,9,1
AD: 80 ED: 046,,2021P2V1_ABS,Bernadette Ferrara,Lillithe Lozano,Kenny G. Agosto,Ischia J. Bravo,Latchmi Devi Gopal,9,1
AD: 80 ED: 046,,2021P2V1_ABS,John E. Sanchez,Lillithe Lozano,Oswald Feliz,Bernadette Ferrara,Kenny G. Agosto,9,1
AD: 80 ED: 046,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,skipped,skipped,skipped,9,1
AD: 80 ED: 046,,2021P2V1_ABS,Bernadette Ferrara,Troy Blackwell,Oswald Feliz,John E. Sanchez,Kenny G. Agosto,9,1
AD: 80 ED: 046,,2021P2V1_ABS,John E. Sanchez,Lillithe Lozano,Oswald Feliz,Bernadette Ferrara,Kenny G. Agosto,9,1
AD: 79 ED: 009,,2021P2V1_ABS,Ischia J. Bravo,Bernadette Ferrara,Oswald Feliz,John E. Sanchez,Kenny G. Agosto,9,1
AD: 79 ED: 009,,2021P2V1_ABS,Oswald Feliz,Ischia J. Bravo,John E. Sanchez,Latchmi Devi Gopal,Troy Blackwell,9,1
AD: 80 ED: 013,,2021P2V1_ABS,Bernadette Ferrara,Oswald Feliz,Troy Blackwell,John E. Sanchez,Kenny G. Agosto,9,1
AD: 86 ED: 035,,2021P2V1_ABS,writein,Latchmi Devi Gopal,skipped,skipped,skipped,9,1
AD: 87 ED: 016,,2021P2V1_ABS,Oswald Feliz,Kenny G. Agosto,John E. Sanchez,Bernadette Ferrara,skipped,9,1
AD: 87 ED: 016,,2021P2V1_ABS,Oswald Feliz,Kenny G. Agosto,John E. Sanchez,skipped,skipped,9,1
AD: 87 ED: 016,,2021P2V1_ABS,Oswald Feliz,Kenny G. Agosto,John E. Sanchez,Bernadette Ferrara,skipped,9,1
