Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Renee T. Collymore,Curtis M. Harris,Michael Hollingsworth,skipped,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Deirdre M. Levy,skipped,skipped,skipped,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Michael Hollingsworth,Deirdre M. Levy,Curtis M. Harris,Regina A. Kinsey,Crystal Hudson,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Renee T. Collymore,Curtis M. Harris,skipped,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Curtis M. Harris,Renee T. Collymore,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 084,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 085,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 085,DEM ABS Ballot Style 11,2021P3V1_ABS,Crystal Hudson,Hector Robertson,Renee T. Collymore,Curtis M. Harris,skipped,8,1
AD: 43 ED: 085,DEM ABS Ballot Style 11,2021P3V1_ABS,Deirdre M. Levy,Curtis M. Harris,Michael Hollingsworth,Regina A. Kinsey,writein,8,1
