Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 64 ED: 052,DEM ELE Ballot Style 84,2021P5V1_ELE,Michael P. Schnall,Kamillah Hanks,David Hernandez,skipped,skipped,10,1
AD: 64 ED: 051,DEM ELE Ballot Style 83,2021P5V1_ELE,David Hernandez,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 050,DEM ELE Ballot Style 82,2021P5V1_ELE,Selina Grey,Kelvin Richards,skipped,skipped,skipped,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,David Hernandez,Kelvin Richards,John F. McBeth Sr.,Troy McGhie,Kamillah Hanks,10,1
AD: 64 ED: 050,DEM ELE Ballot Style 82,2021P5V1_ELE,Troy McGhie,John F. McBeth Sr.,Kamillah Hanks,David Hernandez,Amoy Barnes,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,Troy McGhie,Kamillah Hanks,Kelvin Richards,Michael P. Schnall,David Hernandez,10,1
AD: 64 ED: 051,DEM ELE Ballot Style 83,2021P5V1_ELE,David Hernandez,Kamillah Hanks,Selina Grey,Michael P. Schnall,Kelvin Richards,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,Ranti Ogunleye,Selina Grey,Amoy Barnes,skipped,skipped,10,1
AD: 64 ED: 061,DEM ELE Ballot Style 86,2021P5V1_ELE,Amoy Barnes,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 051,DEM ELE Ballot Style 83,2021P5V1_ELE,Kamillah Hanks,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 053,DEM ELE Ballot Style 85,2021P5V1_ELE,Selina Grey,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 053,DEM ELE Ballot Style 85,2021P5V1_ELE,David Hernandez,Kamillah Hanks,Selina Grey,Michael P. Schnall,Kelvin Richards,10,1
AD: 64 ED: 050,DEM ELE Ballot Style 82,2021P5V1_ELE,Kelvin Richards,Michael P. Schnall,John F. McBeth Sr.,David Hernandez,Troy McGhie,10,1
AD: 64 ED: 050,DEM ELE Ballot Style 82,2021P5V1_ELE,Amoy Barnes,Kamillah Hanks,Troy McGhie,Michael P. Schnall,Ranti Ogunleye,10,1
AD: 64 ED: 053,DEM ELE Ballot Style 85,2021P5V1_ELE,Selina Grey,Ranti Ogunleye,skipped,skipped,skipped,10,1
AD: 64 ED: 050,DEM ELE Ballot Style 82,2021P5V1_ELE,Kamillah Hanks,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 053,DEM ELE Ballot Style 85,2021P5V1_ELE,Selina Grey,Kamillah Hanks,Michael P. Schnall,skipped,skipped,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,Kamillah Hanks,David Hernandez,Michael P. Schnall,Kelvin Richards,Selina Grey,10,1
AD: 64 ED: 052,DEM ELE Ballot Style 84,2021P5V1_ELE,Selina Grey,David Hernandez,John F. McBeth Sr.,Kamillah Hanks,Amoy Barnes,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,Amoy Barnes,David Hernandez,skipped,skipped,skipped,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,David Hernandez,Amoy Barnes,writein,skipped,skipped,10,1
AD: 64 ED: 053,DEM ELE Ballot Style 85,2021P5V1_ELE,John F. McBeth Sr.,Troy McGhie,David Hernandez,Kelvin Richards,Michael P. Schnall,10,1
AD: 64 ED: 052,DEM ELE Ballot Style 84,2021P5V1_ELE,Michael P. Schnall,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 052,DEM ELE Ballot Style 84,2021P5V1_ELE,Michael P. Schnall,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 051,DEM ELE Ballot Style 83,2021P5V1_ELE,Kelvin Richards,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 052,DEM ELE Ballot Style 84,2021P5V1_ELE,Selina Grey,Kamillah Hanks,skipped,skipped,skipped,10,1
AD: 64 ED: 047,DEM ELE Ballot Style 80,2021P5V1_ELE,Troy McGhie,skipped,skipped,skipped,skipped,10,1
AD: 64 ED: 061,DEM ELE Ballot Style 86,2021P5V1_ELE,Amoy Barnes,Kamillah Hanks,Kelvin Richards,Selina Grey,Michael P. Schnall,10,1
