Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Cesar Zuniga,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Rodrigo G. Camarena,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Cesar Zuniga,Jacqui Painter,Rodrigo G. Camarena,Yu Lin,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Rodrigo G. Camarena,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Jacqui Painter,Rodrigo G. Camarena,Alexa Aviles,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Jacqui Painter,Cesar Zuniga,Rodrigo G. Camarena,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Rodrigo G. Camarena,Jacqui Painter,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Jacqui Painter,Alexa Aviles,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Victor Swinton,Jacqui Painter,Alexa Aviles,Rodrigo G. Camarena,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Jacqui Painter,Cesar Zuniga,Rodrigo G. Camarena,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,Victor Swinton,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Jacqui Painter,Cesar Zuniga,Rodrigo G. Camarena,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Jacqui Painter,Cesar Zuniga,Rodrigo G. Camarena,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Cesar Zuniga,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,Victor Swinton,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 016,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Jacqui Painter,Cesar Zuniga,Rodrigo G. Camarena,7,1
AD: 49 ED: 018,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 069,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,Victor Swinton,Alexa Aviles,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Jacqui Painter,Rodrigo G. Camarena,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Cesar Zuniga,Jacqui Painter,Rodrigo G. Camarena,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Jacqui Painter,Rodrigo G. Camarena,Cesar Zuniga,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Cesar Zuniga,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Alexa Aviles,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Rodrigo G. Camarena,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,Victor Swinton,Alexa Aviles,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,Alexa Aviles,Victor Swinton,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Victor Swinton,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Jacqui Painter,Alexa Aviles,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Jacqui Painter,Rodrigo G. Camarena,Alexa Aviles,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Cesar Zuniga,Rodrigo G. Camarena,Victor Swinton,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Rodrigo G. Camarena,skipped,skipped,skipped,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Rodrigo G. Camarena,Cesar Zuniga,Jacqui Painter,Alexa Aviles,Victor Swinton,7,1
AD: 49 ED: 020,DEM ABS Ballot Style 20,2021P3V1_ABS,Alexa Aviles,Jacqui Painter,Rodrigo G. Camarena,skipped,skipped,7,1
AD: 49 ED: 017,DEM ABS Ballot Style 20,2021P3V1_ABS,Cesar Zuniga,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 017,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
AD: 49 ED: 017,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Alexa Aviles,Jacqui Painter,Victor Swinton,Cesar Zuniga,7,1
AD: 49 ED: 017,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,Victor Swinton,Cesar Zuniga,Alexa Aviles,Rodrigo G. Camarena,7,1
AD: 49 ED: 017,DEM ABS Ballot Style 20,2021P3V1_ABS,Yu Lin,skipped,skipped,skipped,skipped,7,1
