Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 79 ED: 022,,2021P2V1_ABS,Ahmadou T. Diallo,Abdourahamane Diallo,Althea V. Stevens,Yves T. Filius,skipped,5,1
AD: 79 ED: 022,,2021P2V1_ABS,Abdourahamane Diallo,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,skipped,5,1
AD: 79 ED: 022,,2021P2V1_ABS,Abdourahamane Diallo,Ahmadou T. Diallo,skipped,skipped,skipped,5,1
AD: 79 ED: 022,,2021P2V1_ABS,Althea V. Stevens,Abdourahamane Diallo,skipped,skipped,skipped,5,1
AD: 79 ED: 022,,2021P2V1_ABS,writein,Ahmadou T. Diallo,Althea V. Stevens,Yves T. Filius,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Abdourahamane Diallo,Ahmadou T. Diallo,Yves T. Filius,Althea V. Stevens,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,Ahmadou T. Diallo,Abdourahamane Diallo,Yves T. Filius,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Yves T. Filius,Althea V. Stevens,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 085,,2021P2V1_ABS,Althea V. Stevens,Ahmadou T. Diallo,Yves T. Filius,skipped,skipped,5,1
AD: 79 ED: 050,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,skipped,skipped,skipped,5,1
AD: 79 ED: 050,,2021P2V1_ABS,Abdourahamane Diallo,Althea V. Stevens,Ahmadou T. Diallo,Yves T. Filius,skipped,5,1
AD: 79 ED: 050,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 050,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,skipped,skipped,skipped,5,1
AD: 79 ED: 050,,2021P2V1_ABS,Althea V. Stevens,Ahmadou T. Diallo,Abdourahamane Diallo,Yves T. Filius,skipped,5,1
AD: 79 ED: 050,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,skipped,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,writein,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,skipped,skipped,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Ahmadou T. Diallo,Abdourahamane Diallo,Yves T. Filius,Althea V. Stevens,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Yves T. Filius,Althea V. Stevens,skipped,skipped,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Ahmadou T. Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 048,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,writein,5,1
AD: 79 ED: 044,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 044,,2021P2V1_ABS,Ahmadou T. Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 044,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 044,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 044,,2021P2V1_ABS,Yves T. Filius,Abdourahamane Diallo,skipped,skipped,skipped,5,1
AD: 79 ED: 044,,2021P2V1_ABS,Ahmadou T. Diallo,Althea V. Stevens,skipped,skipped,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Abdourahamane Diallo,Ahmadou T. Diallo,Althea V. Stevens,Yves T. Filius,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,Althea V. Stevens,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Althea V. Stevens,Abdourahamane Diallo,Ahmadou T. Diallo,Yves T. Filius,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Ahmadou T. Diallo,Yves T. Filius,Abdourahamane Diallo,Althea V. Stevens,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Yves T. Filius,Althea V. Stevens,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Abdourahamane Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 041,,2021P2V1_ABS,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,skipped,skipped,5,1
AD: 79 ED: 051,,2021P2V1_ABS,Ahmadou T. Diallo,Althea V. Stevens,Abdourahamane Diallo,Yves T. Filius,skipped,5,1
AD: 79 ED: 032,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 032,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,writein,Ahmadou T. Diallo,Abdourahamane Diallo,5,1
AD: 79 ED: 032,,2021P2V1_ABS,Yves T. Filius,Althea V. Stevens,skipped,skipped,skipped,5,1
AD: 79 ED: 032,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 032,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 032,,2021P2V1_ABS,Ahmadou T. Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 070,,2021P2V1_ABS,Abdourahamane Diallo,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,skipped,5,1
AD: 79 ED: 070,,2021P2V1_ABS,Ahmadou T. Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 070,,2021P2V1_ABS,Yves T. Filius,Ahmadou T. Diallo,skipped,skipped,skipped,5,1
AD: 79 ED: 070,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 070,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 070,,2021P2V1_ABS,Ahmadou T. Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 082,,2021P2V1_ABS,Althea V. Stevens,writein,Abdourahamane Diallo,Ahmadou T. Diallo,Yves T. Filius,5,1
AD: 79 ED: 082,,2021P2V1_ABS,Abdourahamane Diallo,Althea V. Stevens,skipped,skipped,skipped,5,1
AD: 79 ED: 082,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,skipped,skipped,skipped,5,1
AD: 79 ED: 082,,2021P2V1_ABS,Ahmadou T. Diallo,Abdourahamane Diallo,Althea V. Stevens,Yves T. Filius,skipped,5,1
AD: 79 ED: 034,,2021P2V1_ABS,Althea V. Stevens,Yves T. Filius,Ahmadou T. Diallo,Abdourahamane Diallo,skipped,5,1
AD: 79 ED: 034,,2021P2V1_ABS,Ahmadou T. Diallo,Abdourahamane Diallo,Althea V. Stevens,skipped,skipped,5,1
AD: 79 ED: 034,,2021P2V1_ABS,Althea V. Stevens,Ahmadou T. Diallo,Abdourahamane Diallo,Yves T. Filius,skipped,5,1
AD: 79 ED: 034,,2021P2V1_ABS,Althea V. Stevens,Ahmadou T. Diallo,Abdourahamane Diallo,writein,Yves T. Filius,5,1
AD: 79 ED: 034,,2021P2V1_ABS,writein,Ahmadou T. Diallo,Abdourahamane Diallo,Althea V. Stevens,Yves T. Filius,5,1
AD: 79 ED: 046,,2021P2V1_ABS,Althea V. Stevens,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 046,,2021P2V1_ABS,Ahmadou T. Diallo,skipped,skipped,skipped,skipped,5,1
AD: 79 ED: 046,,2021P2V1_ABS,Althea V. Stevens,Abdourahamane Diallo,Ahmadou T. Diallo,skipped,skipped,5,1
