Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 80 ED: 023,,2021P2V1_ABS,Irene Estrada,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Monique S. Johnson,Marjorie Velazquez,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,John Perez,Marilyn Soto,Marjorie Velazquez,Irene Estrada,Monique S. Johnson,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Irene Estrada,Marjorie Velazquez,Marilyn Soto,John Perez,Monique S. Johnson,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Irene Estrada,Monique S. Johnson,John Perez,Marjorie Velazquez,Marilyn Soto,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Monique S. Johnson,Irene Estrada,Marjorie Velazquez,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Monique S. Johnson,Irene Estrada,Marjorie Velazquez,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Monique S. Johnson,Irene Estrada,John Perez,Marjorie Velazquez,Marilyn Soto,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,Irene Estrada,Marilyn Soto,John Perez,6,1
AD: 80 ED: 023,,2021P2V1_ABS,John Perez,Monique S. Johnson,Marilyn Soto,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Monique S. Johnson,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Irene Estrada,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 023,,2021P2V1_ABS,Monique S. Johnson,John Perez,Marjorie Velazquez,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Irene Estrada,Monique S. Johnson,Marilyn Soto,John Perez,Marjorie Velazquez,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Marjorie Velazquez,skipped,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Irene Estrada,Marjorie Velazquez,Marilyn Soto,John Perez,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marjorie Velazquez,Marilyn Soto,Irene Estrada,John Perez,Monique S. Johnson,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marilyn Soto,Marjorie Velazquez,John Perez,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Marilyn Soto,Marjorie Velazquez,John Perez,Irene Estrada,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,Marilyn Soto,John Perez,Irene Estrada,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Marjorie Velazquez,Irene Estrada,John Perez,Marilyn Soto,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Irene Estrada,Monique S. Johnson,Marilyn Soto,John Perez,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Irene Estrada,Marjorie Velazquez,John Perez,Marilyn Soto,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marjorie Velazquez,Irene Estrada,John Perez,Marilyn Soto,Monique S. Johnson,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Marilyn Soto,Irene Estrada,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,John Perez,Marilyn Soto,Marjorie Velazquez,Irene Estrada,Monique S. Johnson,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,Irene Estrada,Marilyn Soto,Marjorie Velazquez,John Perez,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Monique S. Johnson,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,Irene Estrada,Marilyn Soto,John Perez,6,1
AD: 80 ED: 021,,2021P2V1_ABS,Marilyn Soto,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 020,,2021P2V1_ABS,Marjorie Velazquez,Irene Estrada,Marilyn Soto,Monique S. Johnson,John Perez,6,1
AD: 80 ED: 040,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,Irene Estrada,Marilyn Soto,John Perez,6,1
AD: 80 ED: 040,,2021P2V1_ABS,Marilyn Soto,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 040,,2021P2V1_ABS,Marjorie Velazquez,Irene Estrada,Marilyn Soto,John Perez,Monique S. Johnson,6,1
AD: 80 ED: 040,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,skipped,skipped,skipped,6,1
AD: 80 ED: 040,,2021P2V1_ABS,Marilyn Soto,Marjorie Velazquez,John Perez,Monique S. Johnson,Irene Estrada,6,1
AD: 80 ED: 040,,2021P2V1_ABS,Marjorie Velazquez,Monique S. Johnson,Irene Estrada,Marilyn Soto,John Perez,6,1
AD: 80 ED: 018,,2021P2V1_ABS,Marilyn Soto,Monique S. Johnson,Marjorie Velazquez,Irene Estrada,writein,6,1
AD: 80 ED: 018,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 018,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 018,,2021P2V1_ABS,Marjorie Velazquez,skipped,skipped,skipped,skipped,6,1
AD: 80 ED: 018,,2021P2V1_ABS,Monique S. Johnson,skipped,skipped,skipped,skipped,6,1
