Precinct,Ballot Style,source_file,rank1,rank2,rank3,Num cands,Num seats
AD: 24 ED: 019,REP AB2 Ballot Style 9,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 24 ED: 019,REP AB2 Ballot Style 9,2021P4V1_ABS_REP_CON,writein,217580,skipped,3,1
AD: 24 ED: 020,REP AB2 Ballot Style 9,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 24 ED: 020,REP AB2 Ballot Style 9,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 060,REP AB2 Ballot Style 5,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 006,REP AB2 Ballot Style 1,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 048,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 050,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,writein,skipped,skipped,3,1
AD: 26 ED: 050,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,writein,217580,3,1
AD: 26 ED: 052,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 012,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 26 ED: 012,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 26 ED: 012,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 012,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 013,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 014,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 015,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 015,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 056,REP AB2 Ballot Style 5,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 056,REP AB2 Ballot Style 5,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 34 ED: 002,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 34 ED: 016,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 34 ED: 016,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 34 ED: 020,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 34 ED: 021,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 27 ED: 045,REP AB2 Ballot Style 31,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 37 ED: 068,REP AB2 Ballot Style 80,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 37 ED: 077,REP AB2 Ballot Style 78,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 36 ED: 064,REP AB2 Ballot Style 51,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 36 ED: 076,REP AB2 Ballot Style 51,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 026,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 33 ED: 009,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 076,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 28 ED: 076,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 076,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 075,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 28 ED: 075,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 075,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 075,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 28 ED: 074,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 28 ED: 073,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 073,REP AB2 Ballot Style 48,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 40 ED: 033,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 011,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 25 ED: 011,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,217580,writein,3,1
AD: 25 ED: 013,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,217580,writein,3,1
AD: 25 ED: 013,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 014,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 25 ED: 014,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 047,REP AB2 Ballot Style 6,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 23 ED: 047,REP AB2 Ballot Style 6,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 001,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 001,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 003,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 003,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 25 ED: 008,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 009,REP AB2 Ballot Style 20,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 40 ED: 060,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 40 ED: 060,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 40 ED: 060,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 39 ED: 033,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 39 ED: 033,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,219566,writein,skipped,3,1
AD: 39 ED: 045,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 040,REP AB2 Ballot Style 1,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 040,REP AB2 Ballot Style 1,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 24 ED: 025,REP AB2 Ballot Style 9,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 24 ED: 029,REP AB2 Ballot Style 11,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 24 ED: 029,REP AB2 Ballot Style 11,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 24 ED: 032,REP AB2 Ballot Style 12,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 24 ED: 032,REP AB2 Ballot Style 12,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 33 ED: 018,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 33 ED: 018,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 33 ED: 019,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,writein,skipped,skipped,3,1
AD: 33 ED: 029,REP AB2 Ballot Style 70,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 38 ED: 028,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 38 ED: 042,REP AB2 Ballot Style 57,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 38 ED: 042,REP AB2 Ballot Style 57,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 38 ED: 048,REP AB2 Ballot Style 82,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 38 ED: 048,REP AB2 Ballot Style 82,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 38 ED: 048,REP AB2 Ballot Style 82,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 017,REP AB2 Ballot Style 21,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 019,REP AB2 Ballot Style 21,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 020,REP AB2 Ballot Style 21,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 25 ED: 020,REP AB2 Ballot Style 21,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 023,REP AB2 Ballot Style 22,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 025,REP AB2 Ballot Style 22,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 26 ED: 065,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 065,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 066,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 066,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 066,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 066,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 067,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 067,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 067,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 067,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 24 ED: 002,REP AB2 Ballot Style 8,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 24 ED: 004,REP AB2 Ballot Style 8,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 24 ED: 004,REP AB2 Ballot Style 8,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 28 ED: 003,REP AB2 Ballot Style 41,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 28 ED: 009,REP AB2 Ballot Style 41,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 024,REP AB2 Ballot Style 3,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 28 ED: 047,REP AB2 Ballot Style 43,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 28 ED: 047,REP AB2 Ballot Style 43,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 28 ED: 046,REP AB2 Ballot Style 45,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 24 ED: 006,REP AB2 Ballot Style 8,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 23 ED: 026,REP AB2 Ballot Style 4,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 027,REP AB2 Ballot Style 22,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 25 ED: 027,REP AB2 Ballot Style 22,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 035,REP AB2 Ballot Style 24,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 25 ED: 030,REP AB2 Ballot Style 23,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 30 ED: 039,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 30 ED: 044,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 30 ED: 045,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 058,REP AB2 Ballot Style 81,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 011,REP AB2 Ballot Style 1,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 081,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 081,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 085,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 33 ED: 066,REP AB2 Ballot Style 70,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 33 ED: 070,REP AB2 Ballot Style 71,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 33 ED: 074,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 33 ED: 079,REP AB2 Ballot Style 70,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 36 ED: 040,REP AB2 Ballot Style 51,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 36 ED: 045,REP AB2 Ballot Style 51,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 041,REP AB2 Ballot Style 1,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 32 ED: 081,REP AB2 Ballot Style 55,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 29 ED: 002,REP AB2 Ballot Style 50,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 29 ED: 013,REP AB2 Ballot Style 51,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 39 ED: 053,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 39 ED: 050,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 39 ED: 048,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 069,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 069,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 064,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 064,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,writein,skipped,skipped,3,1
AD: 23 ED: 064,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 027,REP AB2 Ballot Style 4,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 27 ED: 019,REP AB2 Ballot Style 33,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 27 ED: 019,REP AB2 Ballot Style 33,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 27 ED: 022,REP AB2 Ballot Style 33,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 27 ED: 023,REP AB2 Ballot Style 37,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 28 ED: 055,REP AB2 Ballot Style 45,2021P4V1_ABS_REP_CON,217580,writein,skipped,3,1
AD: 28 ED: 053,REP AB2 Ballot Style 47,2021P4V1_ABS_REP_CON,219566,217580,writein,3,1
AD: 24 ED: 044,REP AB2 Ballot Style 15,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 24 ED: 044,REP AB2 Ballot Style 15,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 30 ED: 026,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 30 ED: 026,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 30 ED: 027,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 30 ED: 027,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 30 ED: 027,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 044,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 045,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 26 ED: 046,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 046,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 047,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 047,REP AB2 Ballot Style 28,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 39 ED: 010,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 39 ED: 017,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 39 ED: 021,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 28 ED: 081,REP AB2 Ballot Style 45,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 28 ED: 080,REP AB2 Ballot Style 49,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 080,REP AB2 Ballot Style 49,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 28 ED: 078,REP AB2 Ballot Style 44,2021P4V1_ABS_REP_CON,219566,217580,writein,3,1
AD: 36 ED: 001,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 35 ED: 035,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 35 ED: 035,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 35 ED: 035,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 33 ED: 002,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 33 ED: 002,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 33 ED: 005,REP AB2 Ballot Style 68,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 084,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 065,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 28 ED: 023,REP AB2 Ballot Style 45,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 30 ED: 022,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 30 ED: 023,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 30 ED: 024,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 30 ED: 025,REP AB2 Ballot Style 60,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 35 ED: 006,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 35 ED: 006,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 35 ED: 008,REP AB2 Ballot Style 61,2021P4V1_ABS_REP_CON,217580,writein,skipped,3,1
AD: 38 ED: 067,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 067,REP AB2 Ballot Style 54,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 070,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 070,REP AB2 Ballot Style 7,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 37 ED: 041,REP AB2 Ballot Style 80,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 37 ED: 043,REP AB2 Ballot Style 79,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 36 ED: 028,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 36 ED: 028,REP AB2 Ballot Style 27,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 36 ED: 035,REP AB2 Ballot Style 51,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 016,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 017,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 018,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 018,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 38 ED: 018,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 38 ED: 018,REP AB2 Ballot Style 58,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 23 ED: 045,REP AB2 Ballot Style 6,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 23 ED: 045,REP AB2 Ballot Style 6,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 045,REP AB2 Ballot Style 6,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 029,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,217580,219566,skipped,3,1
AD: 26 ED: 030,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 030,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 030,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 031,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 031,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 031,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 031,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 26 ED: 031,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 031,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 032,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 26 ED: 032,REP AB2 Ballot Style 26,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 23 ED: 058,REP AB2 Ballot Style 5,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 047,REP AB2 Ballot Style 25,2021P4V1_ABS_REP_CON,219566,217580,skipped,3,1
AD: 25 ED: 047,REP AB2 Ballot Style 25,2021P4V1_ABS_REP_CON,217580,skipped,skipped,3,1
AD: 25 ED: 049,REP AB2 Ballot Style 25,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
AD: 25 ED: 049,REP AB2 Ballot Style 25,2021P4V1_ABS_REP_CON,219566,skipped,skipped,3,1
