Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 87 ED: 048,,2021P2V1_ABS,William Rivera,Darlene Jackson,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,Darlene Jackson,William Russell Moore,William Rivera,Michael Beltzer,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,William Rivera,Eliu A. Lara,Darlene Jackson,Michael Beltzer,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Darlene Jackson,Amanda Farias,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,Darlene Jackson,William Russell Moore,Michael Beltzer,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,William Rivera,Amanda Farias,Eliu A. Lara,Michael Beltzer,William Russell Moore,9,1
AD: 87 ED: 048,,2021P2V1_ABS,William Rivera,Amanda Farias,Michael Beltzer,Eliu A. Lara,Darlene Jackson,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,Mohammed Mujumder,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,Mohammed Mujumder,William Rivera,Eliu A. Lara,Mirza M. Rashid,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Darlene Jackson,William Russell Moore,William Rivera,Amanda Farias,Mirza M. Rashid,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,Amanda Farias,Darlene Jackson,Eliu A. Lara,Mirza M. Rashid,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,Darlene Jackson,William Russell Moore,Michael Beltzer,Mirza M. Rashid,9,1
AD: 87 ED: 048,,2021P2V1_ABS,William Russell Moore,Michael Beltzer,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,Amanda Farias,William Rivera,Mohammed Mujumder,Darlene Jackson,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,William Rivera,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,William Rivera,Amanda Farias,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,Mirza M. Rashid,Darlene Jackson,Mohammed Mujumder,William Russell Moore,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,Amanda Farias,William Rivera,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Amanda Farias,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 048,,2021P2V1_ABS,Michael Beltzer,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Mohammed Mujumder,Mirza M. Rashid,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Michael Beltzer,Amanda Farias,Mohammed Mujumder,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,William Rivera,Darlene Jackson,William Russell Moore,Michael Beltzer,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,William Rivera,Michael Beltzer,Darlene Jackson,William Russell Moore,9,1
AD: 87 ED: 040,,2021P2V1_ABS,William Rivera,Eliu A. Lara,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Eliu A. Lara,William Rivera,Amanda Farias,Darlene Jackson,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Mohammed Mujumder,Mirza M. Rashid,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,skipped,skipped,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,Mohammed Mujumder,Darlene Jackson,Michael Beltzer,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,Eliu A. Lara,William Rivera,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Amanda Farias,Darlene Jackson,Mirza M. Rashid,William Russell Moore,Mohammed Mujumder,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Mirza M. Rashid,Mohammed Mujumder,Darlene Jackson,skipped,skipped,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Mirza M. Rashid,Mohammed Mujumder,Amanda Farias,Darlene Jackson,Eliu A. Lara,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Mohammed Mujumder,Eliu A. Lara,William Rivera,Amanda Farias,Darlene Jackson,9,1
AD: 87 ED: 040,,2021P2V1_ABS,William Rivera,Amanda Farias,Mirza M. Rashid,Mohammed Mujumder,Darlene Jackson,9,1
AD: 87 ED: 040,,2021P2V1_ABS,Michael Beltzer,skipped,skipped,skipped,skipped,9,1
