Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Steven B. Raga,Ebony R. Young,Julie Won,skipped,skipped,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Steven B. Raga,Ebony R. Young,Julie Won,skipped,skipped,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Steven B. Raga,Denise M. Keehan-Smith,skipped,skipped,skipped,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Denise M. Keehan-Smith,Badrun Khan,Julie Won,Ebony R. Young,Glennis E. Gomez,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Denise M. Keehan-Smith,Badrun Khan,Julie Won,Ebony R. Young,Glennis E. Gomez,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Steven B. Raga,Brent O'Leary,Emily E. Sharpe,Julia L. Forman,skipped,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Badrun Khan,Amit S. Bagga,Sultan Al Maruf,Hailie Kim,Julie Won,16,1
AD: 34 ED: 043,DEM ABS Ballot Style 54,2021P4V1_ABS_DEM,Julie Won,Hailie Kim,Julia L. Forman,Amit S. Bagga,Brent O'Leary,16,1
AD: 34 ED: 044,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Hailie Kim,Julie Won,Steven B. Raga,Jesse Laymon,Ebony R. Young,16,1
AD: 34 ED: 044,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Hailie Kim,Emily E. Sharpe,Julia L. Forman,Jonathan Bailey,Sultan Al Maruf,16,1
AD: 34 ED: 044,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Amit S. Bagga,Jesse Laymon,Jonathan Bailey,Hailie Kim,Ebony R. Young,16,1
AD: 34 ED: 044,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Julie Won,Hailie Kim,Ebony R. Young,Jesse Laymon,skipped,16,1
AD: 34 ED: 045,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Brent O'Leary,Badrun Khan,Steven B. Raga,Amit S. Bagga,Julie Won,16,1
AD: 34 ED: 045,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Denise M. Keehan-Smith,Emily E. Sharpe,Ebony R. Young,Badrun Khan,Steven B. Raga,16,1
AD: 34 ED: 045,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Glennis E. Gomez,Lorenzo Brea,Amit S. Bagga,Jonathan Bailey,Steven B. Raga,16,1
AD: 34 ED: 045,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Glennis E. Gomez,Lorenzo Brea,Jonathan Bailey,Steven B. Raga,Hailie Kim,16,1
AD: 34 ED: 045,DEM ABS Ballot Style 53,2021P4V1_ABS_DEM,Jonathan Bailey,Julia L. Forman,Jesse Laymon,skipped,skipped,16,1
