Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
AD: 81 ED: 006,,2021P2V1_ABS,Pierina Ana Sanchez,Yudelka Tapia,Haile Rivera,Fernando A. Aquino,Adolfo Abreu,7,1
AD: 81 ED: 006,,2021P2V1_ABS,Adolfo Abreu,Pierina Ana Sanchez,skipped,skipped,skipped,7,1
AD: 81 ED: 006,,2021P2V1_ABS,Yudelka Tapia,Pierina Ana Sanchez,Fernando A. Aquino,Socrates S. Solano,Haile Rivera,7,1
AD: 81 ED: 006,,2021P2V1_ABS,Adolfo Abreu,Socrates S. Solano,Haile Rivera,Pierina Ana Sanchez,Fernando A. Aquino,7,1
AD: 81 ED: 006,,2021P2V1_ABS,Yudelka Tapia,Pierina Ana Sanchez,Fernando A. Aquino,Haile Rivera,Adolfo Abreu,7,1
AD: 81 ED: 006,,2021P2V1_ABS,Adolfo Abreu,Pierina Ana Sanchez,skipped,skipped,skipped,7,1
AD: 81 ED: 006,,2021P2V1_ABS,Yudelka Tapia,Haile Rivera,Pierina Ana Sanchez,Fernando A. Aquino,Adolfo Abreu,7,1
AD: 86 ED: 069,,2021P2V1_ABS,Pierina Ana Sanchez,skipped,skipped,skipped,skipped,7,1
AD: 86 ED: 069,,2021P2V1_ABS,Pierina Ana Sanchez,Adolfo Abreu,skipped,skipped,skipped,7,1
AD: 86 ED: 069,,2021P2V1_ABS,Yudelka Tapia,Adolfo Abreu,Fernando A. Aquino,skipped,skipped,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Adolfo Abreu,Yudelka Tapia,Pierina Ana Sanchez,Haile Rivera,Fernando A. Aquino,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Pierina Ana Sanchez,skipped,skipped,skipped,skipped,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Yudelka Tapia,skipped,skipped,skipped,skipped,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Pierina Ana Sanchez,skipped,skipped,skipped,skipped,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Adolfo Abreu,Yudelka Tapia,Pierina Ana Sanchez,Fernando A. Aquino,skipped,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Haile Rivera,Yudelka Tapia,Adolfo Abreu,Pierina Ana Sanchez,Fernando A. Aquino,7,1
AD: 86 ED: 009,,2021P2V1_ABS,Yudelka Tapia,Haile Rivera,Fernando A. Aquino,Adolfo Abreu,Pierina Ana Sanchez,7,1
AD: 86 ED: 065,,2021P2V1_ABS,Fernando A. Aquino,Pierina Ana Sanchez,Haile Rivera,Yudelka Tapia,Socrates S. Solano,7,1
AD: 86 ED: 065,,2021P2V1_ABS,Yudelka Tapia,Adolfo Abreu,Pierina Ana Sanchez,Fernando A. Aquino,Socrates S. Solano,7,1
AD: 86 ED: 065,,2021P2V1_ABS,Yudelka Tapia,skipped,skipped,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Fernando A. Aquino,Socrates S. Solano,skipped,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Pierina Ana Sanchez,Fernando A. Aquino,Yudelka Tapia,Adolfo Abreu,Socrates S. Solano,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Adolfo Abreu,Fernando A. Aquino,Pierina Ana Sanchez,Haile Rivera,Socrates S. Solano,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Fernando A. Aquino,Pierina Ana Sanchez,Adolfo Abreu,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Yudelka Tapia,Socrates S. Solano,Fernando A. Aquino,Pierina Ana Sanchez,Adolfo Abreu,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Yudelka Tapia,Adolfo Abreu,writein,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Adolfo Abreu,skipped,skipped,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Pierina Ana Sanchez,Yudelka Tapia,Haile Rivera,Fernando A. Aquino,Socrates S. Solano,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Pierina Ana Sanchez,writein,Adolfo Abreu,Yudelka Tapia,Haile Rivera,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Pierina Ana Sanchez,skipped,skipped,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Fernando A. Aquino,skipped,skipped,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Pierina Ana Sanchez,Adolfo Abreu,Fernando A. Aquino,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Pierina Ana Sanchez,Haile Rivera,skipped,skipped,skipped,7,1
AD: 81 ED: 005,,2021P2V1_ABS,Haile Rivera,Pierina Ana Sanchez,skipped,skipped,skipped,7,1
AD: 81 ED: 042,,2021P2V1_ABS,Adolfo Abreu,Yudelka Tapia,Pierina Ana Sanchez,skipped,skipped,7,1
AD: 81 ED: 042,,2021P2V1_ABS,Haile Rivera,Yudelka Tapia,skipped,skipped,skipped,7,1
AD: 81 ED: 042,,2021P2V1_ABS,Fernando A. Aquino,Socrates S. Solano,Adolfo Abreu,Pierina Ana Sanchez,Haile Rivera,7,1
AD: 81 ED: 042,,2021P2V1_ABS,Socrates S. Solano,Haile Rivera,Pierina Ana Sanchez,skipped,skipped,7,1
AD: 86 ED: 015,,2021P2V1_ABS,Yudelka Tapia,skipped,skipped,skipped,skipped,7,1
AD: 86 ED: 015,,2021P2V1_ABS,Yudelka Tapia,skipped,skipped,skipped,skipped,7,1
