rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
6,3,2,7,1,4,9,5,8,1.0,9.0
6,3,2,5,1,4,9,7,8,,
4,3,2,6,1,5,9,7,8,,
4,3,2,5,1,6,8,9,7,,
4,3,2,7,1,5,9,8,6,,
4,3,2,6,1,5,9,8,7,,
3,2,7,4,1,8,9,6,5,,
5,2,3,6,1,4,9,8,7,,
4,2,3,8,1,5,9,7,6,,
7,3,2,6,1,4,9,5,8,,
4,3,2,5,1,6,8,9,7,,
6,3,2,5,1,4,9,7,8,,
4,3,2,7,1,5,9,6,8,,
4,3,2,8,1,8,9,5,8,,
7,2,3,5,1,4,9,6,8,,
7,3,2,5,1,6,9,4,8,,
5,2,3,7,1,6,9,4,8,,
8,2,7,4,1,6,3,9,5,,
5,3,2,4,1,6,9,7,9,,
5,3,2,6,1,4,9,7,8,,
5,3,2,7,1,4,9,6,8,,
6,2,3,7,1,4,9,5,8,,
4,3,2,6,1,5,8,7,9,,
4,3,2,5,1,6,8,7,9,,
6,3,2,5,1,4,9,8,7,,
5,4,2,7,1,4,9,6,8,,
5,4,2,3,1,6,9,8,7,,
4,3,2,8,1,6,9,5,7,,
5,3,2,6,1,4,9,8,7,,
7,3,2,5,1,4,9,8,6,,
4,3,2,5,1,6,9,7,8,,
5,3,2,6,1,4,9,8,7,,
4,2,3,8,1,5,9,6,7,,
5,2,3,6,1,4,9,7,8,,
4,3,2,8,1,6,9,5,7,,
4,2,3,7,1,5,9,6,8,,
4,3,2,6,1,5,9,8,7,,
6,2,2,7,1,4,9,5,8,,
5,3,2,7,1,4,9,6,8,,
4,3,2,6,1,5,9,8,7,,
6,3,2,7,1,5,9,4,8,,
6,3,2,8,1,5,9,4,7,,
5,2,3,6,1,4,9,7,8,,
6,3,2,7,1,4,9,8,5,,
5,3,2,7,1,6,9,4,8,,
5,3,2,6,1,4,9,8,7,,
8,8,8,8,9,8,8,8,8,,
5,4,2,7,1,3,9,8,6,,
7,2,3,5,1,4,9,6,8,,
7,3,2,6,1,4,9,8,5,,
7,5,2,8,1,6,9,3,4,,
6,3,2,5,1,4,9,8,7,,
4,3,2,8,1,5,9,7,6,,
3,4,2,5,1,7,9,7,8,,
5,3,2,6,1,4,9,8,7,,
4,3,2,6,1,7,9,5,8,,
5,3,2,6,1,4,9,7,8,,
5,3,2,6,1,5,8,7,9,,
6,3,2,5,1,4,9,7,8,,
4,3,2,6,1,5,8,7,9,,
5,3,2,6,1,4,9,7,8,,
7,2,3,5,1,6,9,8,5,,
5,3,2,4,1,7,9,8,6,,
4,3,2,7,1,5,9,6,8,,
5,3,2,4,1,7,8,6,9,,
5,3,2,7,1,4,9,6,8,,
5,3,2,8,1,4,9,6,7,,
8,3,2,7,1,4,9,6,5,,
4,3,2,6,1,5,9,7,8,,
7,3,2,6,1,5,9,8,4,,
7,2,3,4,1,5,9,6,8,,
5,3,2,6,1,4,9,7,8,,
4,3,2,7,1,5,9,6,8,,
5,3,2,6,1,4,9,7,8,,
2,7,5,8,1,4,9,6,3,,
5,3,2,6,1,4,9,7,8,,
7,3,2,6,1,4,9,5,8,,
6,3,2,7,1,4,9,5,8,,
6,3,2,7,1,4,9,6,5,,
7,3,2,5,1,4,9,6,8,,
5,3,2,7,1,4,9,6,8,,
5,3,2,6,1,4,9,8,7,,
6,3,2,7,1,4,9,8,5,,
5,2,3,6,1,4,9,6,8,,
6,3,2,5,1,4,9,7,8,,
5,3,2,6,1,4,9,8,7,,
4,3,2,7,1,5,9,6,8,,
6,3,2,5,1,4,9,7,8,,
8,3,2,5,1,4,9,7,6,,
5,3,2,6,1,4,9,7,8,,
4,3,2,6,1,5,9,7,8,,
7,2,3,8,1,4,9,6,5,,
3,4,2,6,1,5,7,8,9,,
4,3,2,6,1,5,9,8,7,,
5,3,2,6,1,4,9,7,8,,
5,3,2,6,1,4,9,7,8,,
6,3,2,7,1,4,9,5,8,,
8,3,2,7,1,6,9,4,5,,
6,3,2,5,1,4,8,7,9,,
5,3,2,6,1,4,9,7,8,,
5,3,2,4,1,6,9,7,8,,
8,2,3,4,1,5,9,6,7,,
5,3,2,6,1,4,9,7,8,,
5,3,2,6,1,4,9,7,8,,
5,3,2,6,1,7,8,4,9,,
5,3,2,6,1,4,9,7,8,,
4,3,2,7,1,5,9,8,6,,
9,9,9,9,9,9,9,9,1,,
4,2,3,6,1,5,9,7,8,,
4,3,2,7,1,5,9,6,8,,
5,3,2,8,1,4,9,7,6,,
4,3,2,6,1,5,9,7,8,,
4,3,2,7,1,5,9,6,8,,
4,3,2,7,1,5,9,8,6,,
7,3,2,8,1,4,9,6,5,,
4,3,2,5,1,6,9,7,8,,
6,3,2,8,1,4,9,5,7,,
7,3,2,5,1,6,9,8,4,,
6,3,2,5,1,4,9,8,7,,
4,2,3,6,1,5,9,8,7,,
6,3,2,5,1,4,9,7,8,,
