rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,numSeats,numCands
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20,Unknown,20.0
7,2,3,20,20,20,5,20,20,20,20,20,20,6,20,20,20,1,4,20,Unknown,
20,20,20,20,20,7,20,6,20,5,20,20,20,2,20,4,1,3,20,20,Unknown,
20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,Unknown,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,1,20,20,Unknown,
2,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,Unknown,
20,20,20,20,1,20,20,20,20,20,20,20,20,2,20,20,20,20,20,20,Unknown,
20,20,20,20,20,20,2,20,20,20,1,20,20,20,20,20,20,20,20,20,Unknown,
4,20,20,5,20,20,1,6,20,20,20,20,20,20,7,20,20,2,3,20,Unknown,
20,2,20,20,20,20,3,4,20,20,7,20,20,1,20,6,20,20,5,20,Unknown,
20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,2,20,20,Unknown,
3,20,20,20,20,7,4,5,20,20,20,20,20,6,20,20,20,1,2,20,Unknown,
20,20,20,20,1,20,6,20,20,3,20,20,4,2,5,7,20,20,20,20,Unknown,
20,20,4,1,20,3,20,20,20,20,6,7,5,20,20,20,2,20,20,20,Unknown,
20,20,6,4,20,20,20,20,20,20,20,2,1,7,20,20,20,3,5,20,Unknown,
2,20,20,7,20,20,20,20,4,20,20,20,6,1,20,5,20,3,20,20,Unknown,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,2,20,20,20,Unknown,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,2,20,20,Unknown,
20,20,20,7,20,20,3,20,20,20,6,20,20,2,20,20,5,1,4,20,Unknown,
20,20,20,20,1,20,2,7,20,6,20,20,5,3,4,20,20,20,20,20,Unknown,
3,20,20,1,2,20,20,5,20,20,20,20,20,20,20,20,4,6,7,20,Unknown,
20,20,20,5,20,20,20,2,20,20,20,20,7,6,20,20,1,4,20,3,Unknown,
9,2,20,18,11,17,3,4,14,13,7,15,8,1,10,6,16,19,5,12,Unknown,
20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,2,20,20,20,20,Unknown,
20,20,20,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,Unknown,
20,20,6,1,2,20,7,20,20,20,20,20,20,20,6,20,6,6,20,20,Unknown,
20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,Unknown,
